set	seqnames	start	end	width	strand	phastcons
sarcopterygii	NC_000009.12	17322521	17322715	195	*	24
sarcopterygii	NC_000009.12	17323010	17323129	120	*	37
sarcopterygii	NC_000009.12	17389166	17389298	133	*	28
sarcopterygii	NC_000009.12	23704743	23704804	62	*	16
sarcopterygii	NC_000009.12	36986390	36986466	77	*	34
sarcopterygii	NC_000009.12	76725698	76725753	56	*	21
sarcopterygii	NC_000009.12	81653832	81653941	110	*	15
sarcopterygii	NC_000009.12	82488470	82488538	69	*	20
sarcopterygii	NC_000009.12	87819203	87819279	77	*	16
sarcopterygii	NC_000009.12	95845748	95845898	151	*	32
sarcopterygii	NC_000009.12	99201624	99201872	249	*	33
sarcopterygii	NC_000009.12	107638104	107638194	91	*	19
sarcopterygii	NC_000009.12	124385579	124385639	61	*	22
sarcopterygii	NC_000009.12	124385859	124385967	109	*	26
sarcopterygii	NC_000009.12	125764335	125764475	141	*	27
sarcopterygii	NC_000009.12	125885668	125885744	77	*	15
sarcopterygii	NC_000009.12	125889566	125889637	72	*	15
sarcopterygii	NC_000009.12	125965114	125965156	43	*	17
sarcopterygii	NC_000009.12	126624916	126624995	80	*	16
sarcopterygii	NC_000009.12	130489161	130489199	39	*	14
sarcopterygii	NC_000009.12	132457441	132457610	170	*	29
sarcopterygii	NC_000009.12	132588361	132588456	96	*	18
sarcopterygii	NC_000009.12	136182491	136182552	62	*	15
sarcopterygii	NC_000009.12	138069621	138069697	77	*	19
sarcopterygii	NC_000010.11	1293590	1293633	44	*	15
sarcopterygii	NC_000010.11	1509324	1509352	29	*	14
sarcopterygii	NC_000010.11	2773138	2773334	197	*	18
sarcopterygii	NC_000010.11	3783030	3783121	92	*	21
sarcopterygii	NC_000010.11	3783853	3783890	38	*	20
sarcopterygii	NC_000010.11	7944626	7944714	89	*	17
sarcopterygii	NC_000010.11	7952730	7952808	79	*	15
sarcopterygii	NC_000010.11	8065749	8065805	57	*	15
sarcopterygii	NC_000010.11	8332479	8332604	126	*	16
sarcopterygii	NC_000010.11	8624329	8624574	246	*	19
sarcopterygii	NC_000010.11	8628072	8628122	51	*	14
sarcopterygii	NC_000010.11	9127967	9128059	93	*	15
sarcopterygii	NC_000010.11	9140461	9140576	116	*	16
sarcopterygii	NC_000010.11	9157754	9157808	55	*	14
sarcopterygii	NC_000010.11	10592063	10592310	248	*	20
sarcopterygii	NC_000010.11	10873144	10873274	131	*	16
sarcopterygii	NC_000010.11	11153911	11154034	124	*	35
sarcopterygii	NC_000010.11	16522968	16523072	105	*	15
sarcopterygii	NC_000010.11	27908339	27908455	117	*	19
sarcopterygii	NC_000010.11	28681628	28681657	30	*	14
sarcopterygii	NC_000010.11	29226139	29226220	82	*	15
sarcopterygii	NC_000010.11	30717643	30717712	70	*	15
sarcopterygii	NC_000010.11	36515222	36515352	131	*	17
sarcopterygii	NC_000010.11	48954935	48955062	128	*	21
sarcopterygii	NC_000010.11	49500743	49500877	135	*	16
sarcopterygii	NC_000010.11	52609861	52610061	201	*	18
sarcopterygii	NC_000010.11	60076505	60076540	36	*	18
sarcopterygii	NC_000010.11	60077058	60077170	113	*	15
sarcopterygii	NC_000010.11	60390474	60390534	61	*	14
sarcopterygii	NC_000010.11	61321870	61322014	145	*	16
sarcopterygii	NC_000010.11	61783055	61783125	71	*	14
sarcopterygii	NC_000010.11	61900033	61900163	131	*	24
sarcopterygii	NC_000010.11	61938237	61938320	84	*	15
sarcopterygii	NC_000010.11	61962546	61962722	177	*	18
sarcopterygii	NC_000010.11	61974814	61974890	77	*	21
sarcopterygii	NC_000010.11	61993411	61993536	126	*	30
sarcopterygii	NC_000010.11	62034585	62034693	109	*	16
sarcopterygii	NC_000010.11	62084583	62084672	90	*	17
sarcopterygii	NC_000010.11	62771866	62771959	94	*	19
sarcopterygii	NC_000010.11	62772044	62772095	52	*	16
sarcopterygii	NC_000010.11	62816414	62816447	34	*	14
sarcopterygii	NC_000010.11	62925447	62925496	50	*	22
sarcopterygii	NC_000010.11	63074042	63074082	41	*	14
sarcopterygii	NC_000010.11	71648008	71648105	98	*	16
sarcopterygii	NC_000010.11	73448464	73448501	38	*	15
sarcopterygii	NC_000010.11	74282177	74282333	157	*	17
sarcopterygii	NC_000010.11	75239023	75239061	39	*	15
sarcopterygii	NC_000010.11	75367340	75367446	107	*	19
sarcopterygii	NC_000010.11	75367481	75367698	218	*	18
sarcopterygii	NC_000010.11	75487222	75487375	154	*	17
sarcopterygii	NC_000010.11	75547868	75548009	142	*	24
sarcopterygii	NC_000010.11	75660296	75660395	100	*	29
sarcopterygii	NC_000010.11	75712064	75712136	73	*	17
sarcopterygii	NC_000010.11	75739199	75739284	86	*	22
sarcopterygii	NC_000010.11	75759337	75759547	211	*	20
sarcopterygii	NC_000010.11	75759628	75759685	58	*	18
sarcopterygii	NC_000010.11	75804383	75804458	76	*	15
sarcopterygii	NC_000010.11	75888479	75888549	71	*	21
sarcopterygii	NC_000010.11	75904465	75904561	97	*	22
sarcopterygii	NC_000010.11	75935596	75935689	94	*	15
sarcopterygii	NC_000010.11	76006559	76006655	97	*	16
sarcopterygii	NC_000010.11	76111484	76111661	178	*	17
sarcopterygii	NC_000010.11	76118983	76119258	276	*	35
sarcopterygii	NC_000010.11	76298108	76298195	88	*	15
sarcopterygii	NC_000010.11	76347536	76347684	149	*	17
sarcopterygii	NC_000010.11	76429584	76429652	69	*	15
sarcopterygii	NC_000010.11	76739914	76740058	145	*	16
sarcopterygii	NC_000010.11	76833524	76833672	149	*	16
sarcopterygii	NC_000010.11	76928597	76928668	72	*	16
sarcopterygii	NC_000010.11	76968605	76968704	100	*	15
sarcopterygii	NC_000010.11	78657023	78657191	169	*	19
sarcopterygii	NC_000010.11	84393602	84393702	101	*	29
sarcopterygii	NC_000010.11	85735206	85735292	87	*	15
sarcopterygii	NC_000010.11	92703189	92703245	57	*	14
sarcopterygii	NC_000010.11	92800092	92800181	90	*	19
sarcopterygii	NC_000010.11	93199496	93199545	50	*	14
sarcopterygii	NC_000010.11	95322341	95322374	34	*	15
sarcopterygii	NC_000010.11	100684348	100684417	70	*	16
sarcopterygii	NC_000010.11	100708243	100708290	48	*	20
sarcopterygii	NC_000010.11	100761551	100761621	71	*	16
sarcopterygii	NC_000010.11	101217293	101217435	143	*	20
sarcopterygii	NC_000010.11	101292430	101292566	137	*	29
sarcopterygii	NC_000010.11	101304513	101304591	79	*	20
sarcopterygii	NC_000010.11	101304629	101304701	73	*	19
sarcopterygii	NC_000010.11	101614646	101614709	64	*	16
sarcopterygii	NC_000010.11	101660388	101660447	60	*	14
sarcopterygii	NC_000010.11	104744919	104745027	109	*	15
sarcopterygii	NC_000010.11	106532032	106532115	84	*	15
sarcopterygii	NC_000010.11	106973814	106973916	103	*	15
sarcopterygii	NC_000010.11	108085534	108085605	72	*	14
sarcopterygii	NC_000010.11	111323234	111323296	63	*	15
sarcopterygii	NC_000010.11	112522728	112522804	77	*	15
sarcopterygii	NC_000010.11	112644281	112644362	82	*	20
sarcopterygii	NC_000010.11	112859313	112859503	191	*	35
sarcopterygii	NC_000010.11	112887591	112887761	171	*	18
sarcopterygii	NC_000010.11	112959286	112959429	144	*	17
sarcopterygii	NC_000010.11	112962171	112962293	123	*	21
sarcopterygii	NC_000010.11	113177652	113177745	94	*	15
sarcopterygii	NC_000010.11	113226843	113226945	103	*	15
sarcopterygii	NC_000010.11	113236962	113237147	186	*	17
sarcopterygii	NC_000010.11	113244458	113244541	84	*	19
sarcopterygii	NC_000010.11	113376093	113376333	241	*	19
sarcopterygii	NC_000010.11	113393709	113393787	79	*	15
sarcopterygii	NC_000010.11	116134197	116134337	141	*	17
sarcopterygii	NC_000010.11	116142624	116142754	131	*	22
sarcopterygii	NC_000010.11	116171164	116171249	86	*	15
sarcopterygii	NC_000010.11	117504435	117504572	138	*	16
sarcopterygii	NC_000010.11	117541280	117541337	58	*	17
sarcopterygii	NC_000010.11	117591577	117591728	152	*	17
sarcopterygii	NC_000010.11	117850678	117850842	165	*	17
sarcopterygii	NC_000010.11	117889727	117889905	179	*	18
sarcopterygii	NC_000010.11	117961601	117961659	59	*	20
sarcopterygii	NC_000010.11	118013250	118013440	191	*	19
sarcopterygii	NC_000010.11	118214337	118214510	174	*	17
sarcopterygii	NC_000010.11	118514530	118514874	345	*	20
sarcopterygii	NC_000010.11	121312709	121312801	93	*	15
sarcopterygii	NC_000010.11	121482238	121482350	113	*	15
sarcopterygii	NC_000010.11	121600889	121601006	118	*	15
sarcopterygii	NC_000010.11	123079840	123079998	159	*	17
sarcopterygii	NC_000010.11	123081639	123081755	117	*	19
sarcopterygii	NC_000010.11	123258465	123258590	126	*	16
sarcopterygii	NC_000010.11	123440208	123440274	67	*	14
sarcopterygii	NC_000010.11	124505498	124505596	99	*	15
sarcopterygii	NC_000010.11	125195242	125195337	96	*	15
sarcopterygii	NC_000010.11	128214662	128214833	172	*	46
sarcopterygii	NC_000010.11	128214857	128214902	46	*	15
sarcopterygii	NC_000010.11	128214967	128214994	28	*	14
sarcopterygii	NC_000010.11	128515503	128515656	154	*	38
sarcopterygii	NC_000010.11	128541362	128541425	64	*	18
sarcopterygii	NC_000010.11	128854192	128854282	91	*	29
sarcopterygii	NC_000010.11	128873419	128873534	116	*	18
sarcopterygii	NC_000010.11	128908387	128908455	69	*	18
sarcopterygii	NC_000010.11	129279996	129280129	134	*	16
sarcopterygii	NC_000010.11	129571217	129571340	124	*	16
sarcopterygii	NC_000010.11	129627632	129627803	172	*	46
sarcopterygii	NC_000010.11	129763154	129763232	79	*	17
sarcopterygii	NC_000010.11	129791281	129791378	98	*	24
sarcopterygii	NC_000010.11	129840714	129840757	44	*	20
sarcopterygii	NC_000010.11	129847480	129847570	91	*	15
sarcopterygii	NC_000010.11	129854451	129854496	46	*	17
sarcopterygii	NC_000010.11	129885456	129885521	66	*	26
sarcopterygii	NC_000010.11	129888495	129888541	47	*	15
sarcopterygii	NC_000010.11	129888775	129888863	89	*	21
sarcopterygii	NC_000010.11	129892928	129892975	48	*	14
sarcopterygii	NC_000010.11	129943266	129943357	92	*	21
sarcopterygii	NC_000010.11	129943388	129943439	52	*	17
sarcopterygii	NC_000010.11	129957019	129957108	90	*	26
sarcopterygii	NC_000010.11	129971261	129971306	46	*	18
sarcopterygii	NC_000010.11	132657875	132657929	55	*	14
sarcopterygii	NC_000011.10	2869850	2869939	90	*	15
sarcopterygii	NC_000011.10	4210625	4210652	28	*	14
sarcopterygii	NC_000011.10	8244329	8244414	86	*	28
sarcopterygii	NC_000011.10	8244483	8244554	72	*	21
sarcopterygii	NC_000011.10	9631259	9631311	53	*	14
sarcopterygii	NC_000011.10	12724404	12724543	140	*	27
sarcopterygii	NC_000011.10	12802817	12803005	189	*	42
sarcopterygii	NC_000011.10	15842204	15842316	113	*	19
sarcopterygii	NC_000011.10	15883258	15883369	112	*	15
sarcopterygii	NC_000011.10	16091917	16092021	105	*	19
sarcopterygii	NC_000011.10	16099166	16099226	61	*	14
sarcopterygii	NC_000011.10	16342461	16342502	42	*	16
sarcopterygii	NC_000011.10	23403813	23403916	104	*	20
sarcopterygii	NC_000011.10	28268993	28269171	179	*	18
sarcopterygii	NC_000011.10	31029969	31030078	110	*	15
sarcopterygii	NC_000011.10	31299236	31299291	56	*	14
sarcopterygii	NC_000011.10	31477518	31477552	35	*	14
sarcopterygii	NC_000011.10	31796038	31796150	113	*	16
sarcopterygii	NC_000011.10	31819941	31820010	70	*	15
sarcopterygii	NC_000011.10	31993006	31993128	123	*	19
sarcopterygii	NC_000011.10	32030977	32031013	37	*	18
sarcopterygii	NC_000011.10	32176821	32176910	90	*	18
sarcopterygii	NC_000011.10	32723458	32723788	331	*	50
sarcopterygii	NC_000011.10	34404042	34404277	236	*	32
sarcopterygii	NC_000011.10	37087507	37087650	144	*	18
sarcopterygii	NC_000011.10	44236005	44236058	54	*	16
sarcopterygii	NC_000011.10	47823972	47824054	83	*	18
sarcopterygii	NC_000011.10	47929553	47929615	63	*	17
sarcopterygii	NC_000011.10	49097973	49098046	74	*	16
sarcopterygii	NC_000011.10	62747885	62747913	29	*	20
sarcopterygii	NC_000011.10	63244959	63245042	84	*	23
sarcopterygii	NC_000011.10	69205828	69206092	265	*	18
sarcopterygii	NC_000011.10	78886095	78886160	66	*	22
sarcopterygii	NC_000011.10	82788106	82788150	45	*	16
sarcopterygii	NC_000011.10	82788197	82788236	40	*	14
sarcopterygii	NC_000011.10	89734898	89734995	98	*	15
sarcopterygii	NC_000011.10	110134205	110134386	182	*	42
sarcopterygii	NC_000011.10	113790542	113790598	57	*	16
sarcopterygii	NC_000011.10	114144274	114144442	169	*	19
sarcopterygii	NC_000011.10	114160204	114160243	40	*	16
sarcopterygii	NC_000011.10	114163112	114163151	40	*	18
sarcopterygii	NC_000011.10	114210481	114210601	121	*	24
sarcopterygii	NC_000011.10	123030354	123030487	134	*	21
sarcopterygii	NC_000011.10	128691182	128691251	70	*	14
sarcopterygii	NC_000011.10	131169215	131169398	184	*	17
sarcopterygii	NC_000011.10	133728241	133728359	119	*	15
sarcopterygii	NC_000011.10	134418511	134418636	126	*	15
sarcopterygii	NC_000012.12	19309914	19309985	72	*	29
sarcopterygii	NC_000012.12	22514283	22514311	29	*	15
sarcopterygii	NC_000012.12	24081920	24082024	105	*	17
sarcopterygii	NC_000012.12	24256409	24256463	55	*	15
sarcopterygii	NC_000012.12	41364429	41364501	73	*	22
sarcopterygii	NC_000012.12	41453615	41453761	147	*	53
sarcopterygii	NC_000012.12	42431842	42432061	220	*	20
sarcopterygii	NC_000012.12	42432672	42432801	130	*	23
sarcopterygii	NC_000012.12	53474784	53475095	312	*	80
sarcopterygii	NC_000012.12	65961538	65961662	125	*	19
sarcopterygii	NC_000012.12	75669803	75669851	49	*	14
sarcopterygii	NC_000012.12	78176920	78177076	157	*	16
sarcopterygii	NC_000012.12	80699200	80699248	49	*	14
sarcopterygii	NC_000012.12	80707546	80707611	66	*	16
sarcopterygii	NC_000012.12	89591732	89591792	61	*	14
sarcopterygii	NC_000012.12	96212141	96212225	85	*	19
sarcopterygii	NC_000012.12	102966587	102966731	145	*	23
sarcopterygii	NC_000012.12	103013009	103013119	111	*	19
sarcopterygii	NC_000012.12	108243971	108244063	93	*	32
sarcopterygii	NC_000012.12	111226623	111226728	106	*	16
sarcopterygii	NC_000012.12	130422652	130422700	49	*	15
sarcopterygii	NC_000012.12	130423847	130423890	44	*	16
sarcopterygii	NC_000013.11	18718801	18718843	43	*	14
sarcopterygii	NC_000013.11	20822546	20822716	171	*	29
sarcopterygii	NC_000013.11	20827268	20827342	75	*	15
sarcopterygii	NC_000013.11	31483386	31483480	95	*	18
sarcopterygii	NC_000013.11	35476701	35476752	52	*	16
sarcopterygii	NC_000013.11	35514205	35514271	67	*	26
sarcopterygii	NC_000013.11	35631719	35631987	269	*	53
sarcopterygii	NC_000013.11	43353629	43353780	152	*	16
sarcopterygii	NC_000013.11	58619037	58619162	126	*	22
sarcopterygii	NC_000013.11	62207269	62207327	59	*	16
sarcopterygii	NC_000013.11	62209931	62210004	74	*	21
sarcopterygii	NC_000013.11	66444243	66444377	135	*	16
sarcopterygii	NC_000013.11	71621769	71621935	167	*	33
sarcopterygii	NC_000013.11	72198875	72199027	153	*	21
sarcopterygii	NC_000013.11	78293645	78293739	95	*	23
sarcopterygii	NC_000013.11	79936921	79937011	91	*	18
sarcopterygii	NC_000013.11	87672849	87672906	58	*	18
sarcopterygii	NC_000013.11	89360993	89361095	103	*	20
sarcopterygii	NC_000013.11	94751312	94751384	73	*	17
sarcopterygii	NC_000013.11	94864728	94864795	68	*	22
sarcopterygii	NC_000013.11	94964093	94964283	191	*	25
sarcopterygii	NC_000013.11	95021989	95022107	119	*	18
sarcopterygii	NC_000013.11	95100929	95101011	83	*	15
sarcopterygii	NC_000013.11	97356514	97356574	61	*	28
sarcopterygii	NC_000013.11	98395605	98395633	29	*	15
sarcopterygii	NC_000013.11	98402902	98403073	172	*	22
sarcopterygii	NC_000013.11	100514076	100514236	161	*	42
sarcopterygii	NC_000013.11	100523627	100523715	89	*	23
sarcopterygii	NC_000013.11	106495166	106495254	89	*	16
sarcopterygii	NC_000013.11	111630203	111630307	105	*	22
sarcopterygii	NC_000014.9	18634126	18634189	64	*	18
sarcopterygii	NC_000014.9	19680871	19680932	62	*	18
sarcopterygii	NC_000014.9	30273565	30273617	53	*	15
sarcopterygii	NC_000014.9	32704059	32704182	124	*	17
sarcopterygii	NC_000014.9	33398890	33398958	69	*	18
sarcopterygii	NC_000014.9	33691027	33691142	116	*	23
sarcopterygii	NC_000014.9	35557483	35557554	72	*	18
sarcopterygii	NC_000014.9	36268082	36268128	47	*	16
sarcopterygii	NC_000014.9	36269518	36269628	111	*	17
sarcopterygii	NC_000014.9	36520855	36520977	123	*	18
sarcopterygii	NC_000014.9	36835074	36835406	333	*	44
sarcopterygii	NC_000014.9	44863048	44863079	32	*	14
sarcopterygii	NC_000014.9	55548574	55548641	68	*	15
sarcopterygii	NC_000014.9	56587874	56587969	96	*	26
sarcopterygii	NC_000014.9	60653094	60653173	80	*	19
sarcopterygii	NC_000014.9	60904339	60904679	341	*	50
sarcopterygii	NC_000014.9	63594134	63594171	38	*	14
sarcopterygii	NC_000014.9	74219619	74219745	127	*	18
sarcopterygii	NC_000014.9	76139115	76139259	145	*	17
sarcopterygii	NC_000014.9	89191534	89191580	47	*	16
sarcopterygii	NC_000014.9	96889899	96890029	131	*	27
sarcopterygii	NC_000014.9	97093040	97093107	68	*	14
sarcopterygii	NC_000014.9	97344945	97345032	88	*	15
sarcopterygii	NC_000014.9	97495977	97496268	292	*	20
sarcopterygii	NC_000014.9	98720116	98720185	70	*	16
sarcopterygii	NC_000014.9	98906600	98906673	74	*	17
sarcopterygii	NC_000015.10	35565769	35566000	232	*	60
sarcopterygii	NC_000015.10	36399917	36400172	256	*	27
sarcopterygii	NC_000015.10	36495949	36496017	69	*	19
sarcopterygii	NC_000015.10	36807216	36807373	158	*	21
sarcopterygii	NC_000015.10	37015667	37015762	96	*	15
sarcopterygii	NC_000015.10	37019783	37019962	180	*	30
sarcopterygii	NC_000015.10	37028981	37029074	94	*	15
sarcopterygii	NC_000015.10	37033468	37033620	153	*	16
sarcopterygii	NC_000015.10	37077626	37077702	77	*	19
sarcopterygii	NC_000015.10	37340432	37340483	52	*	20
sarcopterygii	NC_000015.10	37361180	37361259	80	*	17
sarcopterygii	NC_000015.10	37361502	37361569	68	*	16
sarcopterygii	NC_000015.10	37740515	37740640	126	*	25
sarcopterygii	NC_000015.10	39693017	39693226	210	*	19
sarcopterygii	NC_000015.10	46556726	46556785	60	*	17
sarcopterygii	NC_000015.10	52750116	52750200	85	*	20
sarcopterygii	NC_000015.10	52855306	52855448	143	*	18
sarcopterygii	NC_000015.10	53332045	53332094	50	*	14
sarcopterygii	NC_000015.10	55913137	55913215	79	*	17
sarcopterygii	NC_000015.10	57237428	57237519	92	*	21
sarcopterygii	NC_000015.10	57253771	57253838	68	*	27
sarcopterygii	NC_000015.10	58039401	58039609	209	*	32
sarcopterygii	NC_000015.10	58899015	58899078	64	*	19
sarcopterygii	NC_000015.10	59702757	59702941	185	*	41
sarcopterygii	NC_000015.10	59878345	59878532	188	*	30
sarcopterygii	NC_000015.10	59953528	59953758	231	*	30
sarcopterygii	NC_000015.10	60118405	60118438	34	*	14
sarcopterygii	NC_000015.10	60191222	60191317	96	*	23
sarcopterygii	NC_000015.10	67747801	67747867	67	*	22
sarcopterygii	NC_000015.10	70377068	70377308	241	*	37
sarcopterygii	NC_000015.10	82046037	82046162	126	*	31
sarcopterygii	NC_000015.10	83801647	83801699	53	*	15
sarcopterygii	NC_000015.10	84104713	84104813	101	*	17
sarcopterygii	NC_000015.10	94905306	94905459	154	*	32
sarcopterygii	NC_000015.10	94970645	94970799	155	*	41
sarcopterygii	NC_000015.10	96446619	96446655	37	*	16
sarcopterygii	NC_000015.10	96581607	96581723	117	*	26
sarcopterygii	NC_000015.10	96801781	96801849	69	*	16
sarcopterygii	NC_000015.10	96849361	96849416	56	*	15
sarcopterygii	NC_000015.10	97169028	97169128	101	*	16
sarcopterygii	NC_000016.10	7315841	7315949	109	*	18
sarcopterygii	NC_000016.10	7451794	7451936	143	*	25
sarcopterygii	NC_000016.10	16130443	16130488	46	*	15
sarcopterygii	NC_000016.10	26079221	26079344	124	*	15
sarcopterygii	NC_000016.10	48879973	48880044	72	*	17
sarcopterygii	NC_000016.10	49498791	49498879	89	*	22
sarcopterygii	NC_000016.10	49532685	49532843	159	*	19
sarcopterygii	NC_000016.10	49688135	49688245	111	*	15
sarcopterygii	NC_000016.10	49699261	49699320	60	*	25
sarcopterygii	NC_000016.10	50653158	50653299	142	*	19
sarcopterygii	NC_000016.10	50814801	50814847	47	*	15
sarcopterygii	NC_000016.10	50911006	50911033	28	*	15
sarcopterygii	NC_000016.10	50911535	50911631	97	*	17
sarcopterygii	NC_000016.10	50944058	50944102	45	*	14
sarcopterygii	NC_000016.10	51721431	51721529	99	*	16
sarcopterygii	NC_000016.10	51770928	51771007	80	*	29
sarcopterygii	NC_000016.10	52386483	52386638	156	*	37
sarcopterygii	NC_000016.10	52408283	52408351	69	*	15
sarcopterygii	NC_000016.10	54026868	54026977	110	*	19
sarcopterygii	NC_000016.10	54548498	54548595	98	*	19
sarcopterygii	NC_000016.10	54602786	54602867	82	*	14
sarcopterygii	NC_000016.10	54921582	54921624	43	*	14
sarcopterygii	NC_000016.10	55179804	55179927	124	*	23
sarcopterygii	NC_000016.10	55263178	55263265	88	*	15
sarcopterygii	NC_000016.10	55443889	55443963	75	*	22
sarcopterygii	NC_000016.10	58939769	58939858	90	*	21
sarcopterygii	NC_000016.10	60996451	60996554	104	*	15
sarcopterygii	NC_000016.10	62246110	62246200	91	*	17
sarcopterygii	NC_000016.10	62695145	62695285	141	*	30
sarcopterygii	NC_000016.10	72800332	72800454	123	*	20
sarcopterygii	NC_000016.10	73145472	73145534	63	*	16
sarcopterygii	NC_000016.10	73716763	73716819	57	*	21
sarcopterygii	NC_000016.10	73731380	73731444	65	*	21
sarcopterygii	NC_000016.10	74066755	74066877	123	*	21
sarcopterygii	NC_000016.10	78364442	78364538	97	*	30
sarcopterygii	NC_000016.10	78377262	78377532	271	*	56
sarcopterygii	NC_000016.10	79013989	79014048	60	*	18
sarcopterygii	NC_000016.10	79361442	79361491	50	*	14
sarcopterygii	NC_000016.10	80169987	80170020	34	*	14
sarcopterygii	NC_000016.10	83629431	83629470	40	*	14
sarcopterygii	NC_000016.10	88516609	88516673	65	*	16
sarcopterygii	NC_000017.11	31297295	31297365	71	*	15
sarcopterygii	NC_000017.11	35490698	35490807	110	*	31
sarcopterygii	NC_000017.11	36749723	36749875	153	*	45
sarcopterygii	NC_000017.11	42474941	42475083	143	*	19
sarcopterygii	NC_000017.11	45031787	45031956	170	*	16
sarcopterygii	NC_000017.11	48153309	48153375	67	*	18
sarcopterygii	NC_000017.11	48615650	48615791	142	*	28
sarcopterygii	NC_000017.11	55710503	55710695	193	*	39
sarcopterygii	NC_000017.11	57674513	57674547	35	*	21
sarcopterygii	NC_000017.11	60789441	60789619	179	*	35
sarcopterygii	NC_000017.11	61178453	61178539	87	*	23
sarcopterygii	NC_000017.11	61199948	61200001	54	*	18
sarcopterygii	NC_000017.11	61723416	61723466	51	*	16
sarcopterygii	NC_000017.11	64501455	64501492	38	*	20
sarcopterygii	NC_000017.11	69415119	69415161	43	*	15
sarcopterygii	NC_000017.11	69950381	69950537	157	*	16
sarcopterygii	NC_000017.11	71163178	71163284	107	*	23
sarcopterygii	NC_000017.11	79162497	79162559	63	*	17
sarcopterygii	NC_000018.10	8085560	8085623	64	*	18
sarcopterygii	NC_000018.10	8109374	8109426	53	*	14
sarcopterygii	NC_000018.10	20960647	20960745	99	*	23
sarcopterygii	NC_000018.10	21050421	21050604	184	*	20
sarcopterygii	NC_000018.10	22914793	22914898	106	*	22
sarcopterygii	NC_000018.10	25228509	25228543	35	*	15
sarcopterygii	NC_000018.10	25228606	25228681	76	*	15
sarcopterygii	NC_000018.10	44881509	44881572	64	*	14
sarcopterygii	NC_000018.10	47506921	47506949	29	*	15
sarcopterygii	NC_000018.10	47749085	47749179	95	*	29
sarcopterygii	NC_000018.10	48946585	48946744	160	*	21
sarcopterygii	NC_000018.10	56038585	56038669	85	*	18
sarcopterygii	NC_000018.10	56509650	56509776	127	*	21
sarcopterygii	NC_000018.10	74735626	74735652	27	*	14
sarcopterygii	NC_000018.10	74799004	74799185	182	*	64
sarcopterygii	NC_000018.10	75015657	75015929	273	*	33
sarcopterygii	NC_000018.10	75024990	75025070	81	*	16
sarcopterygii	NC_000018.10	75214571	75214632	62	*	20
sarcopterygii	NC_000018.10	77939958	77939987	30	*	14
sarcopterygii	NC_000018.10	78248057	78248181	125	*	35
sarcopterygii	NC_000018.10	78250134	78250263	130	*	35
sarcopterygii	NC_000018.10	78822791	78822904	114	*	15
sarcopterygii	NC_000018.10	78857667	78857740	74	*	20
sarcopterygii	NC_000018.10	78930802	78930958	157	*	26
sarcopterygii	NC_000018.10	79331242	79331432	191	*	42
sarcopterygii	NC_000018.10	79343117	79343247	131	*	34
sarcopterygii	NC_000018.10	79486000	79486118	119	*	20
sarcopterygii	NC_000019.10	1425274	1425359	86	*	29
sarcopterygii	NC_000019.10	1428627	1428708	82	*	15
sarcopterygii	NC_000019.10	30045995	30046224	230	*	47
sarcopterygii	NC_000019.10	30223920	30223973	54	*	18
sarcopterygii	NC_000019.10	30224497	30224616	120	*	38
sarcopterygii	NC_000019.10	30225875	30225961	87	*	21
sarcopterygii	NC_000019.10	30534583	30534657	75	*	17
sarcopterygii	NC_000019.10	30578038	30578154	117	*	40
sarcopterygii	NC_000019.10	30592051	30592156	106	*	22
sarcopterygii	NC_000019.10	30682941	30683100	160	*	33
sarcopterygii	NC_000019.10	31164884	31164941	58	*	17
sarcopterygii	NC_000019.10	31516567	31516649	83	*	18
sarcopterygii	NC_000019.10	31630864	31630973	110	*	21
sarcopterygii	NC_000019.10	32172261	32172324	64	*	22
sarcopterygii	NC_000019.10	33875290	33875396	107	*	26
sarcopterygii	NC_000020.11	5292050	5292123	74	*	22
sarcopterygii	NC_000020.11	10293363	10293388	26	*	14
sarcopterygii	NC_000020.11	10667812	10667980	169	*	41
sarcopterygii	NC_000020.11	11266616	11266646	31	*	14
sarcopterygii	NC_000020.11	16005381	16005474	94	*	15
sarcopterygii	NC_000020.11	20408533	20408656	124	*	24
sarcopterygii	NC_000020.11	20449128	20449227	100	*	17
sarcopterygii	NC_000020.11	20968361	20968480	120	*	15
sarcopterygii	NC_000020.11	21090875	21090927	53	*	18
sarcopterygii	NC_000020.11	44027054	44027256	203	*	19
sarcopterygii	NC_000020.11	44187260	44187301	42	*	15
sarcopterygii	NC_000020.11	52919078	52919323	246	*	18
sarcopterygii	NC_000020.11	53120520	53120831	312	*	55
sarcopterygii	NC_000021.9	13818686	13818728	43	*	15
sarcopterygii	NC_000021.9	14943664	14943767	104	*	23
sarcopterygii	NC_000021.9	16308352	16308498	147	*	24
sarcopterygii	NC_000021.9	23102970	23103103	134	*	24
sarcopterygii	NC_000021.9	35922768	35922869	102	*	15
sarcopterygii	NC_000021.9	38675654	38675703	50	*	16
sarcopterygii	NC_000021.9	44676426	44676480	55	*	14
sarcopterygii	NC_000022.11	15561183	15561246	64	*	19
sarcopterygii	NC_000022.11	15561629	15561688	60	*	15
sarcopterygii	NC_000022.11	17812492	17812551	60	*	15
sarcopterygii	NC_000022.11	22340839	22340928	90	*	16
sarcopterygii	NC_000022.11	22367397	22367486	90	*	18
sarcopterygii	NC_000022.11	22447973	22448052	80	*	15
