seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	flank_txIds	flank_geneIds	flank_gene_distances
NC_133181.1	42116859	42117020	162	*	22	Distal Intergenic	7	42084131	42088582	4452	1	si:dkeyp-80d11.1	NR_120355.1	32728	XM_021471823.3;XM_021471824.3;XM_021471825.3;XM_021471826.3;XM_021471827.3;XM_073954377.1;XM_073954378.1	dip2bb;dip2bb;dip2bb;dip2bb;dip2bb;dip2bb;dip2bb	0;0;0;0;0;0;0
NC_133181.1	42645784	42645886	103	*	16	Intron (XM_073952697.1/pfkfb4b, intron 1 of 10)	7	42644921	42653723	8803	2	ip6k2b	NM_001002389.1	7837	NM_001002389.1;XM_073952812.1;XM_073952813.1;XM_073952814.1;XM_073952815.1;XM_073952697.1	ip6k2b;ip6k2b;ip6k2b;ip6k2b;ip6k2b;pfkfb4b	0;0;0;0;0;0
NC_133181.1	42646042	42646241	200	*	20	Intron (XM_073952697.1/pfkfb4b, intron 1 of 10)	7	42644921	42653723	8803	2	ip6k2b	NM_001002389.1	7482	NM_001002389.1;XM_073952812.1;XM_073952813.1;XM_073952814.1;XM_073952815.1;XM_073952697.1	ip6k2b;ip6k2b;ip6k2b;ip6k2b;ip6k2b;pfkfb4b	0;0;0;0;0;0
NC_133181.1	42653366	42653492	127	*	20	Promoter (<=1kb)	7	42644921	42653723	8803	2	ip6k2b	NM_001002389.1	231	NM_001002389.1;XM_073952812.1;XM_073952813.1;XM_073952814.1;XM_073952815.1;XM_073952697.1	ip6k2b;ip6k2b;ip6k2b;ip6k2b;ip6k2b;pfkfb4b	0;0;0;0;0;0
NC_133181.1	43749288	43749396	109	*	15	Promoter (<=1kb)	7	43749212	43751170	1959	1	opn1mw3	NM_182892.2	76	NM_182891.2;NM_182892.2	opn1mw2;opn1mw3	5196;0
NC_133181.1	45444373	45444502	130	*	16	Intron (XM_005166039.5/sema3fa, intron 8 of 18)	7	45470025	45481354	11330	1	gnat1	NM_131868.2	-25523	XM_005166039.5;XM_005166040.5;NM_001014822.1	sema3fa;sema3fa;sema3fa	0;0;0
NC_133181.1	46139813	46139869	57	*	15	Intron (XM_073953209.1/foxp1b, intron 8 of 14)	7	46115815	46119139	3325	1	LOC141386344	XR_012408171.1	23998	XM_073953209.1;XM_073953210.1;XM_073953211.1;XM_073953212.1;XM_068221773.2;XM_068221774.2;XM_073953187.1;XM_073953188.1;XM_073953208.1;XM_021476918.3;XM_073953186.1;XM_073953195.1;XM_073953207.1;XM_068221772.2;XM_073953184.1;XM_073953193.1;XM_073953205.1;XM_005166055.6;XM_068221766.2;XM_068221768.2;XM_068221769.2;XM_068221770.2;XM_068221771.2;XM_068221775.2;XM_068221776.2;XM_073953177.1;XM_073953178.1;XM_073953179.1;XM_073953182.1;XM_073953185.1;XM_073953189.1;XM_073953190.1;XM_073953192.1;XM_073953194.1;XM_073953196.1;XM_073953199.1;XM_073953200.1;XM_073953201.1;XM_073953202.1;XM_073953204.1;XM_073953206.1;XR_012407404.1;XR_012407405.1;XM_068221767.2;XM_073953181.1;XM_073953183.1;XM_073953191.1;XM_073953197.1;XM_073953198.1;XM_073953203.1;NM_001039637.1	foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	46371024	46371323	300	*	27	Intron (XM_005166055.6/foxp1b, intron 3 of 20)	7	46360876	46369550	8675	1	LOC141386343	XR_012408170.1	10148	XR_012408170.1;XM_005166055.6;XM_068221766.2;XM_068221768.2;XM_068221769.2;XM_068221770.2;XM_068221771.2;XM_068221775.2;XM_068221776.2;XM_073953177.1;XM_073953178.1;XM_073953179.1;XM_073953182.1;XM_073953185.1;XM_073953189.1;XM_073953190.1;XM_073953192.1;XM_073953194.1;XM_073953196.1;XM_073953199.1;XM_073953200.1;XM_073953201.1;XM_073953202.1;XM_073953204.1;XM_073953206.1;XR_012407404.1;XR_012407405.1;XM_068221767.2;XM_073953181.1;XM_073953183.1;XM_073953191.1;XM_073953197.1;XM_073953198.1;XM_073953203.1;NM_001039637.1	LOC141386343;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b;foxp1b	10148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	48345600	48345638	39	*	15	Distal Intergenic	7	48370752	48396288	25537	2	rbm19	XM_017356448.4	50650	XM_009302657.4;XM_073953300.1;XM_068221777.2;XM_068221778.1;NM_001080051.1;XM_073953302.1;XM_073953301.1;XM_073953303.1;XM_073953304.1	cntn4;cntn4;cntn4;cntn4;cntn4;cntn4;cntn4;cntn4;cntn4	0;0;0;0;0;0;0;0;0
NC_133181.1	48465722	48465850	129	*	18	3' UTR	7	48461878	48464154	2277	1	cenps	NM_001128749.1	3844	NM_001128749.1;XR_002458992.3;NM_201476.1;XM_073952596.1	cenps;tardbpb;tardbpb;tardbpb	3844;0;0;0
NC_133181.1	49255216	49255818	603	*	28	3' UTR	7	49254474	49264316	9843	2	tarbp2	NM_199997.1	8498	NM_199997.1;XM_002662524.8	tarbp2;tespa1	0;28447
NC_133181.1	49568732	49568804	73	*	14	Distal Intergenic	7	49409883	49476372	66490	2	igfn1.1	NM_001430846.1	-92360	XM_021476906.3;XM_073953112.1;XM_021476905.3;NM_001302241.1	grm4;grm4;grm4;grm4	0;0;0;0
NC_133181.1	49590938	49591018	81	*	17	Distal Intergenic	7	49516325	49679019	162695	2	grm4	XM_021476906.3	88001	XM_021476906.3;XM_073953112.1;XM_021476905.3;NM_001302241.1	grm4;grm4;grm4;grm4	0;0;0;0
NC_133181.1	49627967	49628038	72	*	17	Distal Intergenic	7	49516325	49679019	162695	2	grm4	XM_021476906.3	50981	XM_021476906.3;XM_073953112.1;XM_021476905.3;NM_001302241.1	grm4;grm4;grm4;grm4	0;0;0;0
NC_133181.1	50103334	50103566	233	*	24	Distal Intergenic	7	50073230	50077865	4636	1	LOC141386352	XR_012408202.1	30104	XM_017356704.4;XM_017356705.4;XM_073954524.1;XM_073954525.1;XM_073954526.1;XM_073954527.1;XM_073954528.1;XM_073954529.1	magi3b;magi3b;magi3b;magi3b;magi3b;magi3b;magi3b;magi3b	0;0;0;0;0;0;0;0
NC_133181.1	50107335	50107439	105	*	15	Distal Intergenic	7	50073230	50077865	4636	1	LOC141386352	XR_012408202.1	34105	XM_017356704.4;XM_017356705.4;XM_073954524.1;XM_073954525.1;XM_073954526.1;XM_073954527.1;XM_073954528.1;XM_073954529.1	magi3b;magi3b;magi3b;magi3b;magi3b;magi3b;magi3b;magi3b	0;0;0;0;0;0;0;0
NC_133181.1	50346982	50347053	72	*	17	Distal Intergenic	7	50335546	50367566	32021	2	lrig2	XM_021477279.3	20513	XM_021477279.3;XR_012408197.1	lrig2;lrig2	0;0
NC_133181.1	50426523	50426749	227	*	24	Intron (XM_073954599.1/rap1gapb, intron 5 of 23)	7	50396410	50436036	39627	2	rap1gapb	XM_073954584.1	9287	XM_073954599.1;XM_073954584.1;XM_073954583.1;XM_068222049.2;XM_073954580.1;XM_073954585.1;XM_073954616.1;XM_073954609.1;XM_073954613.1;XM_073954603.1;XM_017356707.4;XM_009302681.5;XM_021477280.3;XM_073954571.1;XM_073954572.1;XM_073954576.1;XM_073954579.1;XM_073954582.1;XM_009302680.5;XM_009302683.5;XM_009302684.5;XM_017356706.4;XM_073954573.1;XM_073954575.1;XM_073954578.1;XM_073954581.1;XM_009302685.5;XM_073954588.1;XM_073954590.1;XM_073954591.1;XM_073954593.1;XM_073954594.1;XM_073954595.1;XM_073954596.1;XM_073954598.1;XM_073954600.1;XM_073954602.1;XM_073954604.1;XM_073954606.1;XM_073954607.1;XM_073954610.1;XM_073954612.1;XM_073954614.1;XM_073954615.1;XM_073954589.1;XM_073954601.1;XM_073954592.1;XM_073954605.1;XM_073954586.1;XM_073954611.1	rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb;rap1gapb	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	51614113	51614203	91	*	15	Promoter (<=1kb)	7	51599469	51614443	14975	2	slc5a8l	NM_001034969.1	240	NM_001034969.1;XM_073952639.1;NM_181494.2	slc5a8l;tshba;tshba	0;-864;-3152
NC_133181.1	52447669	52447813	145	*	20	Distal Intergenic	7	52418774	52437538	18765	2	nelfcd	NM_201190.1	-10131	XM_005172124.5;XM_001335696.7;XR_012408218.1;XR_012408217.1	gnas;gnas;gnas;gnas	50928;61972;50928;61972
NC_133181.1	52634383	52634447	65	*	20	Promoter (<=1kb)	7	52633406	52649551	16146	1	eif2s2	NM_212675.1	977	XM_073953425.1;XM_073953422.1;XM_073952589.1;XM_073952590.1;XR_012407184.1;NM_212675.1	asip1;asip1;eif2s2;eif2s2;eif2s2;eif2s2	-1673;-1460;0;0;0;0
NC_133181.1	53048279	53048421	143	*	18	Promoter (<=1kb)	7	53046172	53049362	3191	2	romo1	NM_200797.4	941	NM_001033105.1;NM_201015.1;NM_200797.4	ergic3;ergic3;romo1	0;0;0
NC_133181.1	54797556	54797674	119	*	26	Intron (XR_012408247.1/LOC141386368, intron 3 of 10)	7	54792891	54801469	8579	1	abraa	XM_694448.9	4665	XR_012408247.1;XM_694448.9	LOC141386368;abraa	0;0
NC_133181.1	54977808	54977846	39	*	16	Intron (NM_207098.1/zc3h10, intron 2 of 2)	7	54972206	54983232	11027	1	zc3h10	XM_073952779.1	5602	NM_207098.1;XM_073952779.1	zc3h10;zc3h10	0;0
NC_133181.1	54981473	54981643	171	*	32	Distal Intergenic	7	54988003	54991109	3107	1	LOC141386371	XR_012408251.1	-6360	NM_207098.1;XM_073952779.1	zc3h10;zc3h10	0;0
NC_133181.1	54981743	54981913	171	*	19	Distal Intergenic	7	54988003	54991109	3107	1	LOC141386371	XR_012408251.1	-6090	NM_207098.1;XM_073952779.1	zc3h10;zc3h10	0;0
NC_133181.1	55112007	55112082	76	*	17	Intron (XM_694711.9/mmp24, intron 6 of 8)	7	55079219	55081234	2016	1	si:ch211-239j9.1	NR_170221.1	32788	XM_694711.9	mmp24	0
NC_133181.1	55545236	55545446	211	*	22	Distal Intergenic	7	55554650	55577875	23226	1	matn4	XM_073952930.1	-9204	XM_073952918.1;XM_073952919.1;XM_073952920.1;XM_073952921.1;XM_073952922.1;XM_073952923.1;XM_073952925.1;XM_073952926.1;XM_073952927.1;XM_073952928.1;XM_073952929.1;NM_213549.1	matn4;matn4;matn4;matn4;matn4;matn4;matn4;matn4;matn4;matn4;matn4;matn4	0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	56565488	56565526	39	*	16	Intron (XM_073952938.1/cacna2d2a, intron 2 of 38)	7	56556777	56559494	2718	2	LOC137496028	XR_012408283.1	-5994	XM_073952938.1;XM_073952939.1;XR_012407348.1;XM_009302716.5;XR_012407347.1;XM_073952940.1;XR_012407349.1;NM_001013503.4;XM_073952942.1;XM_073952941.1;XM_073952943.1	cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a;cacna2d2a	0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	56984822	56984920	99	*	18	Intron (XM_001343041.7/spdef, intron 5 of 5)	7	56980493	56992801	12309	2	spdef	XM_073954758.1	7881	XM_001343041.7;XM_073954758.1	spdef;spdef	0;0
NC_133181.1	57039670	57039824	155	*	21	Intron (NM_001013542.2/ilrun, intron 3 of 4)	7	57049994	57130475	80482	1	anks1ab	XM_073954740.1	-10170	NM_001013542.2;XR_011015813.1	ilrun;ilrun	0;0
NC_133181.1	57593053	57593154	102	*	19	Promoter (<=1kb)	7	57592614	57728267	135654	1	nav1b	XM_073954714.1	439	XR_662003.5;XM_073954708.1;XM_073954705.1;XM_017356758.4;XM_073954706.1;XM_073954707.1;XM_068222074.2;XM_068222075.2;XM_068222077.2;XM_073954709.1;XM_073954710.1;XM_073954711.1;XM_073954713.1;XM_073954714.1	LOC103911280;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b;nav1b	-2150;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	57778465	57778613	149	*	18	Intron (NM_001100137.1/mybphb, intron 9 of 12)	7	57809548	57903271	93724	1	syt2b	XM_073954746.1	-30935	XM_073952578.1;NM_001100137.1;XM_073952577.1	mybphb;mybphb;mybphb	0;0;0
NC_133181.1	58161384	58161447	64	*	15	Intron (XR_012408255.1/slc12a5a, intron 19 of 27)	7	58122229	58130311	8083	1	ncoa5	NM_001004588.1	39155	XR_012408255.1;XM_073954729.1;XM_068222082.2;XM_068222079.2;XM_073954730.1;XM_073954723.1;XM_073954725.1;XM_068222080.2;XM_073954722.1;XM_073954726.1;XM_073954727.1;XM_073954720.1;XM_073954721.1	slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a;slc12a5a	0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	58616780	58616889	110	*	18	Intron (XM_073952848.1/eya2, intron 4 of 7)	7	58604230	58628318	24089	2	eya2	XM_073952848.1	11429	XM_073952848.1;XM_068221701.2;XM_068221702.2;XM_073952847.1;NM_001004558.1	eya2;eya2;eya2;eya2;eya2	0;0;0;0;0
NC_133181.1	58847319	58847478	160	*	17	5' UTR	7	58843656	58875603	31948	1	tfap2c	NM_001008576.2	3663	XM_073952910.1;XM_017356481.4;XM_021476853.3;XM_021476852.3;NM_001008576.2	tfap2c;tfap2c;tfap2c;tfap2c;tfap2c	0;0;0;0;0
NC_133181.1	58858648	58858766	119	*	15	Distal Intergenic	7	58843656	58875603	31948	1	tfap2c	NM_001008576.2	14992	XM_073952910.1;XM_017356481.4;XM_021476853.3;XM_021476852.3;NM_001008576.2	tfap2c;tfap2c;tfap2c;tfap2c;tfap2c	0;0;0;0;0
NC_133181.1	59499216	59499363	148	*	23	Intron (XM_073954732.1/cdh22, intron 6 of 12)	7	59454118	59456112	1995	2	LOC137496032	XR_011016108.2	-43104	XM_073954732.1;XM_073954733.1;XM_073954734.1;XR_012408257.1	cdh22;cdh22;cdh22;cdh22	0;0;0;0
NC_133181.1	60172565	60172663	99	*	17	Intron (XM_073954774.1/LOC141386375, intron 1 of 1)	7	60143128	60183367	40240	2	ddx27	NM_001002869.1	10704	XM_073954774.1;NM_001002869.1	LOC141386375;ddx27	0;0
NC_133181.1	60205097	60205208	112	*	19	Intron (XM_073954774.1/LOC141386375, intron 1 of 1)	7	60185239	60192313	7075	2	snrpb	NM_205667.1	-12784	XM_073954774.1;XM_009302759.5;NM_001287095.1	LOC141386375;itcha;itcha	0;0;0
NC_133181.1	61460437	61460478	42	*	14	Distal Intergenic	7	61447942	61470854	22913	1	sp7	XR_012407277.1	12495	NM_212863.2;XM_073952781.1;XR_012407277.1	sp7;sp7;sp7	0;0;0
NC_133181.1	61998960	61999079	120	*	22	Intron (XR_012408338.1/LOC141386394, intron 2 of 4)	7	61977336	62016328	38993	1	LOC141386394	XR_012408339.1	21624	XR_012408338.1;XR_012408339.1;NM_178296.3;XM_073952638.1	LOC141386394;LOC141386394;gli1;gli1	0;0;0;0
NC_133181.1	62007075	62007164	90	*	18	5' UTR	7	62021688	62025273	3586	1	LOC141386392	XR_012408326.1	-14524	XR_012408338.1;XR_012408339.1;NM_178296.3;XM_073952638.1	LOC141386394;LOC141386394;gli1;gli1	0;0;0;0
NC_133181.1	62254204	62254312	109	*	17	Intron (XM_073954785.1/r3hdm2, intron 15 of 25)	7	62174128	62279208	105081	1	r3hdm2	XM_073954795.1	80076	XM_073954785.1;XM_073954787.1;XM_073954788.1;XM_073954789.1;XM_073954790.1;XM_073954792.1;XM_073954793.1;XM_073954796.1;XM_073954797.1;XM_073954798.1;XM_073954799.1;XM_073954800.1;XM_073954801.1;XM_073954786.1;XM_073954791.1;XM_073954795.1	r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	62276081	62276246	166	*	33	3' UTR	7	62363060	62366149	3090	1	LOC141386398	XR_012408343.1	-86814	XM_073954785.1;XM_073954787.1;XM_073954788.1;XM_073954789.1;XM_073954790.1;XM_073954792.1;XM_073954793.1;XM_073954796.1;XM_073954797.1;XM_073954798.1;XM_073954799.1;XM_073954800.1;XM_073954801.1;XM_073954786.1;XM_073954791.1;XM_073954795.1	r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2;r3hdm2	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	62574930	62575150	221	*	19	Distal Intergenic	7	62585275	62635288	50014	1	shmt2	XR_012407154.1	-10125	XM_009302772.5	nxph4	0
NC_133181.1	62767710	62767777	68	*	15	Intron (XM_073954817.1/ppp1r16b, intron 6 of 12)	7	62735660	62745064	9405	2	fam210b	NM_001033751.2	-22646	XM_073954817.1;XM_073954818.1;XM_073954816.1;XM_073954814.1;XM_073954815.1	ppp1r16b;ppp1r16b;ppp1r16b;ppp1r16b;ppp1r16b	0;0;0;0;0
NC_133181.1	63222047	63222184	138	*	23	Intron (XM_073952433.1/caskb, intron 1 of 28)	7	63231229	63232398	1170	2	gpr34a	NM_001007215.1	10214	XM_073952433.1;XM_073952434.1;XM_073952435.1;XM_073952436.1;XM_073952437.1;XM_073952438.1;XM_073952439.1;XM_073952440.1;XM_073952441.1;XM_073952442.1;XM_073952443.1;XM_073952444.1;XM_073952445.1;XM_073952446.1;XM_073952447.1;NM_001142376.1	caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	63243445	63243554	110	*	20	Intron (XM_073952433.1/caskb, intron 5 of 28)	7	63229965	63239455	9491	2	gpr34a	XM_073952629.1	-3990	XM_073952433.1;XM_073952434.1;XM_073952435.1;XM_073952436.1;XM_073952437.1;XM_073952438.1;XM_073952439.1;XM_073952440.1;XM_073952441.1;XM_073952442.1;XM_073952443.1;XM_073952444.1;XM_073952445.1;XM_073952446.1;XM_073952447.1;NM_001142376.1;XM_073952629.1	caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;caskb;gpr34a	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3990
NC_133198.1	647360	647470	111	*	17	Promoter (<=1kb)	24	643436	647670	4235	2	kcnk15	NM_001111231.1	200	XM_005161888.6;NM_001111231.1;XM_005161889.6;NM_001311349.1;XR_012398229.1	kcnk15;kcnk15;kcnk15;ogfr;ogfr	0;0;0;-3668;-3671
NC_133198.1	737658	737790	133	*	17	Intron (XM_695320.11/zmp:0000000926, intron 1 of 2)	24	730880	751629	20750	2	zmp:0000000926	XM_695320.11	13839	XM_695320.11;XM_068216820.2	zmp:0000000926;zmp:0000000926	0;0
NC_133198.1	1302871	1303057	187	*	30	Intron (XM_073939615.1/utrn, intron 10 of 76)	24	1263471	1552819	289349	1	utrn	XM_073939628.1	39400	XM_073939615.1;XM_073939616.1;XM_073939618.1;XM_073939619.1;XM_073939621.1;XM_073939622.1;XM_073939623.1;XM_073939625.1;XM_073939626.1;XM_073939627.1;XM_073939629.1;XM_073939630.1;XM_073939631.1;XM_073939632.1;XM_073939633.1;XM_073939617.1;XM_073939620.1;XM_073939628.1	utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	1365588	1365991	404	*	25	Intron (XM_073939615.1/utrn, intron 50 of 76)	24	1383592	1552819	169228	1	utrn	XM_073939634.1	-17601	XM_073939615.1;XM_073939616.1;XM_073939618.1;XM_073939619.1;XM_073939621.1;XM_073939622.1;XM_073939623.1;XM_073939625.1;XM_073939626.1;XM_073939627.1;XM_073939629.1;XM_073939630.1;XM_073939631.1;XM_073939632.1;XM_073939633.1;XM_073939617.1;XM_073939620.1;XM_073939628.1	utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	1543543	1543635	93	*	18	Distal Intergenic	24	1464639	1467736	3098	1	LOC141380612	XR_012398919.1	78904	XM_073939615.1;XM_073939616.1;XM_073939618.1;XM_073939619.1;XM_073939621.1;XM_073939622.1;XM_073939623.1;XM_073939625.1;XM_073939626.1;XM_073939627.1;XM_073939629.1;XM_073939630.1;XM_073939631.1;XM_073939632.1;XM_073939633.1;XM_073939617.1;XM_073939620.1;XM_073939628.1;XM_073939634.1;XM_073939636.1;XM_073939635.1;XM_073939637.1	utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn;utrn	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	2867031	2867089	59	*	16	Intron (XR_012398259.1/plcg1, intron 30 of 32)	24	2877593	2880844	3252	2	zhx3b	NM_198813.1	13755	XR_012398259.1;XR_012398260.1;XM_073938161.1;XM_073938162.1;XM_073938163.1;XM_073938164.1;NM_194407.1	plcg1;plcg1;plcg1;plcg1;plcg1;plcg1;plcg1	0;0;0;0;0;0;0
NC_133198.1	4299642	4299695	54	*	15	Intron (XM_073938361.1/zgc:113278, intron 11 of 11)	24	4287198	4318816	31619	1	l3mbtl1	XM_073939723.1	12444	XM_002666408.7;XM_073939722.1;XM_073939724.1;XM_073939723.1;XM_073938361.1;XM_073938362.1	l3mbtl1;l3mbtl1;l3mbtl1;l3mbtl1;zgc:113278;zgc:113278	0;0;0;0;0;0
NC_133198.1	4648148	4648231	84	*	16	5' UTR	24	4643939	4687416	43478	1	iqsec1a	XM_073937938.1	4209	NM_001386594.1;NM_001386595.1;XM_073937936.1;XM_073937941.1;XM_073937939.1;XM_073937940.1;XM_073937937.1;XM_073937935.1;XM_073937938.1;XM_073938361.1;XM_073938362.1	iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;zgc:113278;zgc:113278	0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	4664542	4664641	100	*	21	Intron (XM_073938361.1/zgc:113278, intron 11 of 11)	24	4643939	4687416	43478	1	iqsec1a	XM_073937938.1	20603	NM_001386594.1;NM_001386595.1;XM_073937936.1;XM_073937941.1;XM_073937939.1;XM_073937940.1;XM_073937937.1;XM_073937935.1;XM_073937938.1;XM_073938361.1;XM_073938362.1	iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;iqsec1a;zgc:113278;zgc:113278	0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	4886736	4886878	143	*	19	Promoter (<=1kb)	24	4866800	4887589	20790	2	slc6a1a	NM_001045287.2	711	NM_001045287.2;XM_073939758.1;XM_073938361.1;XM_073938362.1	slc6a1a;vgll4a;zgc:113278;zgc:113278	0;0;0;0
NC_133198.1	5577471	5577540	70	*	23	Intron (NM_001435891.1/tead3a, intron 3 of 11)	24	5564049	5582774	18726	2	LOC141380628	XR_012398957.1	5234	XR_012398957.1;NM_001435891.1	LOC141380628;tead3a	0;0
NC_133198.1	5584808	5584897	90	*	18	Promoter (2-3kb)	24	5564049	5582774	18726	2	LOC141380628	XR_012398957.1	-2034	XR_012398957.1;NM_001435891.1	LOC141380628;tead3a	0;0
NC_133198.1	7611054	7611215	162	*	19	Intron (XM_005174121.6/hck, intron 10 of 12)	24	7622199	7652538	30340	1	tm9sf4	XR_012398269.1	-10984	XM_005174121.6;XM_068216859.2	hck;hck	0;0
NC_133198.1	7665899	7665973	75	*	18	Promoter (2-3kb)	24	7664758	7668290	3533	2	plagl2	NM_153652.2	2317	XM_005174102.6;NM_153652.2	plagl2;plagl2	0;0
NC_133198.1	7666009	7666053	45	*	15	Promoter (2-3kb)	24	7664758	7668290	3533	2	plagl2	NM_153652.2	2237	XM_005174102.6;NM_153652.2	plagl2;plagl2	0;0
NC_133198.1	7666201	7666300	100	*	20	Promoter (1-2kb)	24	7664758	7668290	3533	2	plagl2	NM_153652.2	1990	XM_005174102.6;NM_153652.2	plagl2;plagl2	0;0
NC_133198.1	9000602	9000678	77	*	15	Promoter (<=1kb)	24	9000255	9146688	146434	1	xkr7b	XM_068216748.2	347	XM_068216748.2	xkr7b	0
NC_133198.1	10690273	10690439	167	*	17	Intron (XM_009296676.5/tns2a, intron 25 of 28)	24	10707561	10717736	10176	1	LOC137489178	XR_012399029.1	-17122	XR_012399025.1;XM_009296676.5;XM_021469904.3;XM_021469905.3;XM_021469907.3;XM_073939847.1;XM_073939848.1;XM_073939849.1;XM_009296675.5;XM_021469906.3;XM_073939844.1;XM_073939850.1;XM_073939851.1;XM_073939846.1;XM_073939852.1;XM_073939853.1;XM_073939854.1	LOC137490614;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a;tns2a	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
