seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm_mean	z_fpkm_first	n_active_samples	n_samples	is_active	activity_measured	dist_to_tss_signed
NC_133181.1	986113	986158	46	*	21	Intron (XR_012407492.1/LOC141386151, intron 2 of 5)	7	885855	1125265	239411	1	LOC141386151	XR_012407492.1	100258	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	100280
NC_133181.1	1073803	1073870	68	*	16	Intron (XR_012407492.1/LOC141386151, intron 4 of 5)	7	885855	1125265	239411	1	LOC141386151	XR_012407492.1	187948	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	187981
NC_133181.1	1083862	1083967	106	*	33	Intron (XR_012407492.1/LOC141386151, intron 4 of 5)	7	885855	1125265	239411	1	LOC141386151	XR_012407492.1	198007	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	198059
NC_133181.1	1084126	1084221	96	*	44	Intron (XR_012407492.1/LOC141386151, intron 4 of 5)	7	885855	1125265	239411	1	LOC141386151	XR_012407492.1	198271	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	198318
NC_133181.1	1139321	1139431	111	*	33	Intron (XR_012407491.1/LOC141386151, intron 5 of 8)	7	885855	1190152	304298	1	LOC141386151	XR_012407491.1	253466	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	-218195
NC_133181.1	1141692	1141863	172	*	28	Intron (XR_012407491.1/LOC141386151, intron 5 of 8)	7	885855	1190152	304298	1	LOC141386151	XR_012407491.1	255837	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	-215794
NC_133181.1	1145811	1145870	60	*	14	Intron (XR_012407491.1/LOC141386151, intron 5 of 8)	7	885855	1190152	304298	1	LOC141386151	XR_012407491.1	259956	gene-LOC141386151	0.011179	-4.0217479103242	-3.96683571250575	0	2	FALSE	TRUE	-211731
NC_133181.1	1234563	1234601	39	*	24	Intron (XM_073953097.1/zeb2b, intron 3 of 6)	7	1217095	1248517	31423	2	zeb2b	XM_073953097.1	13916	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-122989
NC_133181.1	1261312	1261343	32	*	25	Intron (XM_073953096.1/zeb2b, intron 1 of 8)	7	1217095	1267845	50751	2	zeb2b	XM_073953096.1	6502	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-96244
NC_133181.1	1271282	1271328	47	*	29	Intron (XM_021476901.3/zeb2b, intron 2 of 9)	7	1217095	1357460	140366	2	zeb2b	XM_021476901.3	86132	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-86266
NC_133181.1	1277301	1277388	88	*	21	Intron (XM_021476901.3/zeb2b, intron 2 of 9)	7	1217095	1357460	140366	2	zeb2b	XM_021476901.3	80072	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-80227
NC_133181.1	1325485	1325573	89	*	32	Intron (XM_021476901.3/zeb2b, intron 2 of 9)	7	1217095	1357460	140366	2	zeb2b	XM_021476901.3	31887	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-32042
NC_133181.1	1337974	1338006	33	*	18	Intron (XM_021476901.3/zeb2b, intron 2 of 9)	7	1217095	1357460	140366	2	zeb2b	XM_021476901.3	19454	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-19581
NC_133181.1	1350268	1350304	37	*	17	Intron (XM_021476901.3/zeb2b, intron 2 of 9)	7	1217095	1357460	140366	2	zeb2b	XM_021476901.3	7156	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-7285
NC_133181.1	1350494	1350602	109	*	42	Intron (XM_021476901.3/zeb2b, intron 2 of 9)	7	1217095	1357460	140366	2	zeb2b	XM_021476901.3	6858	gene-zeb2b	2.804987	-0.621080024225448	-0.694499335451124	2	2	TRUE	TRUE	-7023
NC_133181.1	1633659	1633722	64	*	28	Intron (XR_012407497.1/LOC141386154, intron 3 of 3)	7	1493254	1664286	171033	1	LOC141386154	XR_012407497.1	140405	gene-LOC141386154	0.030005	-Inf	-Inf	0	2	FALSE	TRUE	29267
NC_133181.1	1633746	1633773	28	*	15	Intron (XR_012407497.1/LOC141386154, intron 3 of 3)	7	1493254	1664286	171033	1	LOC141386154	XR_012407497.1	140492	gene-LOC141386154	0.030005	-Inf	-Inf	0	2	FALSE	TRUE	29336
NC_133181.1	1720412	1720510	99	*	28	Intron (XR_012407498.1/LOC141386154, intron 5 of 5)	7	1493254	1756287	263034	1	LOC141386154	XR_012407498.1	227158	gene-LOC141386154	0.030005	-Inf	-Inf	0	2	FALSE	TRUE	38540
NC_133181.1	1739013	1739085	73	*	18	Intron (XR_012407498.1/LOC141386154, intron 5 of 5)	7	1493254	1756287	263034	1	LOC141386154	XR_012407498.1	245759	gene-LOC141386154	0.030005	-Inf	-Inf	0	2	FALSE	TRUE	19952
NC_133181.1	2772117	2772151	35	*	18	Promoter (1-2kb)	7	2769256	2773525	4270	2	pxmp4	NM_001326556.1	1374	gene-pxmp4	8.7027865	0.0827306780337289	0.0933180075905448	2	2	TRUE	TRUE	1391
NC_133181.1	3091059	3091130	72	*	16	Intron (XR_012407413.1/pbx1b, intron 7 of 8)	7	2968294	3095176	126883	1	pbx1b	XR_012407413.1	122765	gene-pbx1b	2.337004	-0.740748210076791	-0.855297990230495	2	2	TRUE	TRUE	50159
NC_133181.1	4394827	4394870	44	*	16	Promoter (<=1kb)	7	4394424	4404079	9656	1	klhl41b	NM_198979.1	403	gene-klhl41b	122.6102165	1.71312808456883	1.73050326173839	2	2	TRUE	TRUE	424
NC_133181.1	4410539	4410580	42	*	20	5' UTR	7	4407311	4422260	14950	1	ppig	NM_213464.1	3228	gene-ppig	44.670503	1.09111902011433	1.09440008436107	2	2	TRUE	TRUE	3248
NC_133181.1	4410676	4410725	50	*	17	5' UTR	7	4407311	4422260	14950	1	ppig	NM_213464.1	3365	gene-ppig	44.670503	1.09111902011433	1.09440008436107	2	2	TRUE	TRUE	3389
NC_133181.1	4412422	4412473	52	*	16	5' UTR	7	4407311	4422260	14950	1	ppig	NM_213464.1	5111	gene-ppig	44.670503	1.09111902011433	1.09440008436107	2	2	TRUE	TRUE	5136
NC_133181.1	5122237	5122296	60	*	22	3' UTR	7	5090749	5122637	31889	1	rbm26	XM_002662263.8	31488	gene-rbm26	19.4159955	0.577202349894596	0.560884118827001	2	2	TRUE	TRUE	31517
NC_133181.1	5122832	5122863	32	*	18	Downstream (<=300bp)	7	5090749	5122637	31889	1	rbm26	XM_002662263.8	32083	gene-rbm26	19.4159955	0.577202349894596	0.560884118827001	2	2	TRUE	TRUE	32098
NC_133181.1	5127432	5127480	49	*	31	Distal Intergenic	7	5090749	5122637	31889	1	rbm26	XM_002662263.8	36683	gene-rbm26	19.4159955	0.577202349894596	0.560884118827001	2	2	TRUE	TRUE	36707
NC_133181.1	5127517	5127560	44	*	25	Distal Intergenic	7	5090749	5122637	31889	1	rbm26	XM_002662263.8	36768	gene-rbm26	19.4159955	0.577202349894596	0.560884118827001	2	2	TRUE	TRUE	36789
NC_133181.1	5211433	5211487	55	*	20	Intron (XR_012407551.1/LOC137495912, intron 4 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	130091	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	-32839
NC_133181.1	5216167	5216222	56	*	27	Intron (XR_012407551.1/LOC137495912, intron 4 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	125356	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	-28105
NC_133181.1	5231504	5231540	37	*	18	Intron (XR_012407551.1/LOC137495912, intron 4 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	110038	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	-12777
NC_133181.1	5257211	5257241	31	*	15	3' UTR	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	84337	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	1839
NC_133181.1	5257297	5257338	42	*	20	3' UTR	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	84240	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	1930
NC_133181.1	5260812	5260846	35	*	18	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	80732	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	5442
NC_133181.1	5263046	5263085	40	*	14	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	78493	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	7678
NC_133181.1	5263096	5263193	98	*	63	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	78385	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	7757
NC_133181.1	5297479	5297532	54	*	30	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	44046	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	42118
NC_133181.1	5304244	5304284	41	*	29	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	37294	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	48877
NC_133181.1	5314291	5314365	75	*	44	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	27213	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	58941
NC_133181.1	5327796	5327848	53	*	27	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	13730	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	72435
NC_133181.1	5335302	5335338	37	*	22	Intron (XR_012407551.1/LOC137495912, intron 1 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	6240	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	79933
NC_133181.1	5341078	5341136	59	*	23	Promoter (<=1kb)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	442	gene-LOC137495912	0.242666	-2.14105567370186	-2.26269007611658	2	2	TRUE	TRUE	85720
NC_133181.1	5594611	5594682	72	*	25	Promoter (2-3kb)	7	5591941	6103579	511639	1	pcdh9	XM_009302119.5	2670	gene-pcdh9	0.582586	-1.58422820956431	-1.56731237759281	2	2	TRUE	TRUE	2705
NC_133181.1	5594720	5594772	53	*	20	Promoter (2-3kb)	7	5591941	6103579	511639	1	pcdh9	XM_009302119.5	2779	gene-pcdh9	0.582586	-1.58422820956431	-1.56731237759281	2	2	TRUE	TRUE	2805
NC_133181.1	5594933	5595012	80	*	18	Promoter (2-3kb)	7	5591941	6103579	511639	1	pcdh9	XM_009302119.5	2992	gene-pcdh9	0.582586	-1.58422820956431	-1.56731237759281	2	2	TRUE	TRUE	3031
NC_133181.1	7454904	7454929	26	*	23	Intron (NM_001100951.1/bcl11ab, intron 2 of 2)	7	7427703	7478214	50512	1	bcl11ab	NM_001100951.1	27201	gene-bcl11ab	3.1123675	-0.554803738172899	-0.61101479018481	2	2	TRUE	TRUE	27213
NC_133181.1	7481404	7481596	193	*	78	Distal Intergenic	7	7427703	7478214	50512	1	bcl11ab	NM_001100951.1	53701	gene-bcl11ab	3.1123675	-0.554803738172899	-0.61101479018481	2	2	TRUE	TRUE	53797
NC_133181.1	7712030	7712085	56	*	20	Promoter (<=1kb)	7	7673738	7712675	38938	2	ccdc85al	NM_001004570.1	590	gene-ccdc85al	1.157723	-1.16303694221489	-1.19934541659368	2	2	TRUE	TRUE	111
NC_133181.1	7712153	7712192	40	*	15	Promoter (<=1kb)	7	7673738	7712675	38938	2	ccdc85al	NM_001004570.1	483	gene-ccdc85al	1.157723	-1.16303694221489	-1.19934541659368	2	2	TRUE	TRUE	226
NC_133181.1	7843354	7843390	37	*	14	Intron (NM_001114896.1/rapgef4b, intron 12 of 12)	7	7787711	7859195	71485	1	rapgef4b	NM_001114896.1	55643	gene-rapgef4b	0.7073735	-1.46709330798308	-1.39324088296116	2	2	TRUE	TRUE	-18137
NC_133181.1	7846668	7846715	48	*	17	Intron (NM_001114896.1/rapgef4b, intron 12 of 12)	7	7787711	7859195	71485	1	rapgef4b	NM_001114896.1	58957	gene-rapgef4b	0.7073735	-1.46709330798308	-1.39324088296116	2	2	TRUE	TRUE	-14818
NC_133181.1	7853176	7853221	46	*	14	Intron (NM_001114896.1/rapgef4b, intron 12 of 12)	7	7787711	7859195	71485	1	rapgef4b	NM_001114896.1	65465	gene-rapgef4b	0.7073735	-1.46709330798308	-1.39324088296116	2	2	TRUE	TRUE	-8311
NC_133181.1	8059456	8059481	26	*	16	Promoter (2-3kb)	7	8056917	8066452	9536	1	gpr161a	XM_002662282.8	2539	gene-gpr161a	11.9998195	0.277240060274454	0.214997018241578	2	2	TRUE	TRUE	2551
NC_133181.1	8059546	8059619	74	*	23	Promoter (2-3kb)	7	8056917	8066452	9536	1	gpr161a	XM_002662282.8	2629	gene-gpr161a	11.9998195	0.277240060274454	0.214997018241578	2	2	TRUE	TRUE	2665
NC_133181.1	8437328	8437353	26	*	22	5' UTR	7	8400707	8466698	65992	1	erbb3a	XM_005165701.5	36621	gene-erbb3a	5.8524865	-0.162421092053662	-0.18102583849828	2	2	TRUE	TRUE	-30992
NC_133181.1	8583508	8583541	34	*	14	Intron (XM_009302145.5/myh10, intron 39 of 43)	7	8487755	8592932	105178	1	myh10	XM_009302145.5	95753	gene-myh10	30.7558915	0.860932910955504	0.848491750048644	2	2	TRUE	TRUE	37718
NC_133181.1	8702637	8702671	35	*	14	Promoter (<=1kb)	7	8670494	8702739	32246	2	myh9a	NM_001098177.2	68	gene-myh9a	66.982671	1.34040189212982	1.31110853729518	2	2	TRUE	TRUE	7744
NC_133181.1	9139349	9139387	39	*	23	5' UTR	7	9069098	9151700	82603	2	rgl3a	XM_073953618.1	12313	gene-rgl3a	2.8551635	-0.610805327311511	-0.5102591180433	2	2	TRUE	TRUE	19647
NC_133181.1	10139460	10139503	44	*	28	5' UTR	7	10135677	10160168	24492	1	tbx19	XM_073953663.1	3783	gene-tbx19	0.0406595	-3.28611707971207	-2.97592009103901	1	2	TRUE	TRUE	3804
NC_133181.1	10139553	10139598	46	*	26	5' UTR	7	10135677	10160168	24492	1	tbx19	XM_073953663.1	3876	gene-tbx19	0.0406595	-3.28611707971207	-2.97592009103901	1	2	TRUE	TRUE	3898
NC_133181.1	10147396	10147429	34	*	18	Intron (XM_073953663.1/tbx19, intron 3 of 8)	7	10141160	10158883	17724	2	LOC141386182	XR_012407636.1	11454	gene-LOC141386182	0.007663	-4.25456018273433	-4.19777351889321	0	2	FALSE	TRUE	11471
NC_133181.1	10506038	10506075	38	*	15	Promoter (2-3kb)	7	10495237	10509074	13838	2	cyp27c1	NM_001113337.3	2999	gene-cyp27c1	9.9914975	0.167556677988358	0.192623126161773	2	2	TRUE	TRUE	3018
NC_133181.1	10628797	10628942	146	*	46	Promoter (2-3kb)	7	10627184	10631070	3887	2	fzd7b	NM_170763.2	2128	gene-fzd7b	36.497439	0.966555638158988	0.969021502318133	2	2	TRUE	TRUE	2201
NC_133181.1	10629023	10629076	54	*	19	Promoter (1-2kb)	7	10627184	10631070	3887	2	fzd7b	NM_170763.2	1994	gene-fzd7b	36.497439	0.966555638158988	0.969021502318133	2	2	TRUE	TRUE	2021
NC_133181.1	11349225	11349568	344	*	23	Intron (XM_005165791.6/LOC101884757, intron 2 of 2)	7	11335353	11358546	23194	1	LOC101884757	XM_005165791.6	13872	gene-LOC101884757	5.316652	-0.221629172533175	-0.239987679183448	2	2	TRUE	TRUE	14043
NC_133181.1	11351152	11351461	310	*	56	Intron (XM_005165791.6/LOC101884757, intron 2 of 2)	7	11335353	11358546	23194	1	LOC101884757	XM_005165791.6	15799	gene-LOC101884757	5.316652	-0.221629172533175	-0.239987679183448	2	2	TRUE	TRUE	15953
NC_133181.1	11359310	11359400	91	*	71	Intron (XR_012407657.1/gpr155b, intron 11 of 11)	7	11040433	11739125	698693	2	gpr155b	XR_012407657.1	379725	gene-gpr155b	0.638482	-1.52774322936035	-1.50837116706703	2	2	TRUE	TRUE	-20705
NC_133181.1	11359760	11359859	100	*	31	Intron (XR_012407657.1/gpr155b, intron 11 of 11)	7	11040433	11739125	698693	2	gpr155b	XR_012407657.1	379266	gene-gpr155b	0.638482	-1.52774322936035	-1.50837116706703	2	2	TRUE	TRUE	-20251
NC_133181.1	11572823	11572875	53	*	15	5' UTR	7	11543018	11577833	34816	2	dnah9l	XM_073953680.1	4958	gene-dnah9l	0.1777815	-2.32032400909414	-2.22203268496603	2	2	TRUE	TRUE	-77166
NC_133181.1	11574177	11574250	74	*	22	5' UTR	7	11543018	11577833	34816	2	dnah9l	XM_073953680.1	3583	gene-dnah9l	0.1777815	-2.32032400909414	-2.22203268496603	2	2	TRUE	TRUE	-75802
NC_133181.1	11785120	11785168	49	*	21	Promoter (2-3kb)	7	11770874	11787460	16587	2	chrna1	NM_131445.1	2292	gene-chrna1	32.9846255	0.903973723246854	0.887195349007107	2	2	TRUE	TRUE	2316
NC_133181.1	12118169	12118250	82	*	21	5' UTR	7	12055971	12186025	130055	2	myo10l1	XM_001924006.9	67775	gene-myo10l1	0.2237075	-2.17433662277052	-2.14409489436359	2	2	TRUE	TRUE	46094
NC_133181.1	12793945	12793998	54	*	30	Promoter (2-3kb)	7	12791876	12965988	174113	1	baz2ba	XM_017356581.4	2069	gene-baz2ba	14.080282	0.377284353253515	0.329836164484339	2	2	TRUE	TRUE	-1666
NC_133181.1	13427774	13427804	31	*	14	Promoter (1-2kb)	7	13425775	13429538	3764	1	nr4a2b	NM_001002406.1	1999	gene-nr4a2b	0.5784865	-1.58889161985845	-1.5894995478683	2	2	TRUE	TRUE	2014
NC_133181.1	13427852	13427882	31	*	17	Promoter (2-3kb)	7	13425775	13429538	3764	1	nr4a2b	NM_001002406.1	2077	gene-nr4a2b	0.5784865	-1.58889161985845	-1.5894995478683	2	2	TRUE	TRUE	2092
NC_133181.1	13428638	13428709	72	*	27	Promoter (2-3kb)	7	13425775	13429538	3764	1	nr4a2b	NM_001002406.1	2863	gene-nr4a2b	0.5784865	-1.58889161985845	-1.5894995478683	2	2	TRUE	TRUE	2898
NC_133181.1	13768938	13769071	134	*	30	5' UTR	7	13751811	13810923	59113	2	bmpr2a	XM_005165835.5	41852	gene-bmpr2a	2.4217275	-0.706744949092232	-0.727869203561665	2	2	TRUE	TRUE	-21329
NC_133181.1	13769185	13769210	26	*	15	5' UTR	7	13751811	13810923	59113	2	bmpr2a	XM_005165835.5	41713	gene-bmpr2a	2.4217275	-0.706744949092232	-0.727869203561665	2	2	TRUE	TRUE	-21522
NC_133181.1	13882417	13882502	86	*	22	Promoter (<=1kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	823	gene-cxcr4a	14.3523405	0.390800801093522	0.415268027270394	2	2	TRUE	TRUE	865
NC_133181.1	13927723	13927766	44	*	19	5' UTR	7	13908442	14659177	750736	1	asic4b	XM_073952792.1	19281	gene-asic4b	0.6155555	-1.55430717968903	-1.60602818509392	2	2	TRUE	TRUE	168
NC_133181.1	13929794	13929826	33	*	14	5' UTR	7	13908442	14659177	750736	1	asic4b	XM_073952792.1	21352	gene-asic4b	0.6155555	-1.55430717968903	-1.60602818509392	2	2	TRUE	TRUE	2234
NC_133181.1	14055365	14055414	50	*	22	5' UTR	7	13908442	14659177	750736	1	asic4b	XM_073952792.1	146923	gene-asic4b	0.6155555	-1.55430717968903	-1.60602818509392	2	2	TRUE	TRUE	3842
NC_133181.1	14114426	14114472	47	*	17	Intron (XM_073952792.1/asic4b, intron 1 of 9)	7	14105073	14156341	51269	2	adam23a	XM_001923227.9	41869	gene-adam23a	1.804644	-0.892848027126715	-0.96311889627897	2	2	TRUE	TRUE	-27997
NC_133181.1	14115587	14115612	26	*	22	Intron (XM_073952792.1/asic4b, intron 1 of 9)	7	14105073	14156341	51269	2	adam23a	XM_001923227.9	40729	gene-adam23a	1.804644	-0.892848027126715	-0.96311889627897	2	2	TRUE	TRUE	-29147
NC_133181.1	14175768	14175822	55	*	14	Promoter (<=1kb)	7	14175777	14201212	25436	1	ndufs1	NM_001007765.1	0	gene-ndufs1	71.3718205	1.37979318291773	1.35788379171504	2	2	TRUE	TRUE	18
NC_133181.1	14714324	14714382	59	*	22	Promoter (<=1kb)	7	14713569	14715291	1723	1	cdk5r2a	NM_001017569.1	755	gene-cdk5r2a	1.4296685	-1.03112211057422	-0.995914736835511	2	2	TRUE	TRUE	784
NC_133181.1	14715216	14715280	65	*	16	Promoter (1-2kb)	7	14713569	14715291	1723	1	cdk5r2a	NM_001017569.1	1647	gene-cdk5r2a	1.4296685	-1.03112211057422	-0.995914736835511	2	2	TRUE	TRUE	1679
NC_133181.1	15367753	15367780	28	*	22	Distal Intergenic	7	15309553	15332806	23254	2	LOC141386204	XR_012407710.1	-34947	gene-LOC141386204	0	-Inf	-Inf	0	2	FALSE	TRUE	-34960
NC_133181.1	15477650	15477705	56	*	14	Distal Intergenic	7	15309553	15332806	23254	2	LOC141386204	XR_012407710.1	-144844	gene-LOC141386204	0	-Inf	-Inf	0	2	FALSE	TRUE	-144871
NC_133181.1	15480387	15480458	72	*	27	Distal Intergenic	7	15309553	15332806	23254	2	LOC141386204	XR_012407710.1	-147581	gene-LOC141386204	0	-Inf	-Inf	0	2	FALSE	TRUE	-147616
NC_133181.1	15574112	15574153	42	*	19	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-182742	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	-182763
NC_133181.1	15669001	15669058	58	*	26	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-87837	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	-87866
NC_133181.1	15685292	15685396	105	*	22	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-71499	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	-71551
NC_133181.1	15719443	15719648	206	*	19	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-37247	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	-37350
NC_133181.1	15724118	15724315	198	*	108	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-32580	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	-32679
NC_133181.1	15749852	15749884	33	*	23	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-7011	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	-7027
NC_133181.1	15764057	15764530	474	*	34	3' UTR	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	7162	gene-LOC110439863	1.395052	-1.04654459708616	-1.00338681511773	2	2	TRUE	TRUE	7398
NC_133181.1	15853119	15853320	202	*	57	Distal Intergenic	7	15813631	15816753	3123	2	LOC141386205	XR_012407715.1	-36366	gene-LOC141386205	8.144433	0.0316266102308695	-0.0750583242152195	2	2	TRUE	TRUE	-36466
NC_133181.1	15853753	15853808	56	*	39	Distal Intergenic	7	15813631	15816753	3123	2	LOC141386205	XR_012407715.1	-37000	gene-LOC141386205	8.144433	0.0316266102308695	-0.0750583242152195	2	2	TRUE	TRUE	-37027
NC_133181.1	15853867	15854040	174	*	64	Distal Intergenic	7	15813631	15816753	3123	2	LOC141386205	XR_012407715.1	-37114	gene-LOC141386205	8.144433	0.0316266102308695	-0.0750583242152195	2	2	TRUE	TRUE	-37200
NC_133181.1	15864559	15864613	55	*	14	Distal Intergenic	7	15813631	15816753	3123	2	LOC141386205	XR_012407715.1	-47806	gene-LOC141386205	8.144433	0.0316266102308695	-0.0750583242152195	2	2	TRUE	TRUE	-47833
NC_133181.1	15919241	15919296	56	*	26	Promoter (1-2kb)	7	15912926	15920788	7863	2	si:ch73-30b17.2	XR_002459034.2	1492	gene-si:ch73-30b17.2	4.2534285	-0.363824275888714	-0.434870597008773	2	2	TRUE	TRUE	-2708
NC_133181.1	15920619	15920787	169	*	51	Promoter (<=1kb)	7	15912926	15920788	7863	2	si:ch73-30b17.2	XR_002459034.2	1	gene-si:ch73-30b17.2	4.2534285	-0.363824275888714	-0.434870597008773	2	2	TRUE	TRUE	-1273
NC_133181.1	15921875	15921910	36	*	27	Intron (XR_011015926.2/si:ch73-30b17.2, intron 1 of 2)	7	15912926	15940353	27428	2	si:ch73-30b17.2	XR_011015926.2	18443	gene-si:ch73-30b17.2	4.2534285	-0.363824275888714	-0.434870597008773	2	2	TRUE	TRUE	-84
NC_133181.1	15929928	15929963	36	*	21	Promoter (2-3kb)	7	15929863	15932569	2707	2	LOC141386206	XR_012407718.1	2606	gene-LOC141386206	0.780335	-1.42162688847938	-1.25611158810847	2	2	TRUE	TRUE	2629
NC_133181.1	15942332	15942394	63	*	25	Promoter (1-2kb)	7	15912926	15940353	27428	2	si:ch73-30b17.2	XR_012407714.1	-1979	gene-si:ch73-30b17.2	4.2534285	-0.363824275888714	-0.434870597008773	2	2	TRUE	TRUE	-2010
NC_133181.1	17079866	17079944	79	*	15	Intron (XM_005168731.6/agap1, intron 17 of 18)	7	17063880	17301549	237670	2	agap1	XM_005168731.6	221605	gene-agap1	8.188627	0.0421599037337226	-0.0132195653885413	2	2	TRUE	TRUE	30980
NC_133181.1	17543516	17543637	122	*	40	3' UTR	7	17526951	17689786	162836	2	unc80	XM_068221928.2	146149	gene-unc80	0.146465	-2.44085073565803	-2.49691357971435	2	2	TRUE	TRUE	32008
NC_133181.1	19236823	19236848	26	*	17	5' UTR	7	19212358	19240587	28230	2	tns1a	XM_073953994.1	3739	gene-tns1a	2.741923	-0.630442429399745	-0.656613653463589	2	2	TRUE	TRUE	36417
NC_133181.1	19366571	19366811	241	*	36	3' UTR	7	19356604	19366834	10231	1	igfbp5a	XM_073953419.1	9967	gene-igfbp5a	0.5882725	-1.5798628825381	-1.60569116125173	2	2	TRUE	TRUE	10087
NC_133181.1	19397941	19398035	95	*	16	Promoter (<=1kb)	7	19367653	19398287	30635	2	igfbp2a	NM_131458.2	252	gene-igfbp2a	27.8029005	0.798795460879043	0.793624065850381	2	2	TRUE	TRUE	299
NC_133181.1	20130640	20130723	84	*	18	5' UTR	7	20127355	20137974	10620	1	rhebl1	NM_001076748.2	3285	gene-rhebl1	82.5301535	1.46916937585471	1.48637372537314	2	2	TRUE	TRUE	3326
