seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active	in_atac_peak	nearby_gene_active	nearby_gene_fin_dev	overlaps_chan_enhancer	overlaps_yuesong_cne
NC_133181.1	34573217	34573273	57	*	16	Intron (NM_001328132.1/itgb3bp, intron 7 of 8)	7	34563393	34576297	12905	1	itgb3bp	NM_001328132.1	9824	gene-itgb3bp	6.1656595	-0.107907980135642	TRUE	0	1	0	0	0
NC_133181.1	34611108	34611144	37	*	16	Intron (XR_012407157.1/itgb3bp, intron 9 of 9)	7	34563393	34616864	53472	1	itgb3bp	XR_012407157.1	47715	gene-itgb3bp	6.1656595	-0.107907980135642	TRUE	1	1	0	0	0
NC_133181.1	34655640	34655704	65	*	18	Distal Intergenic	7	34619234	34624685	5452	1	LOC137495977	XR_011015997.2	36406	gene-LOC137495977	0.3812495	-1.9734755622912	TRUE	0	1	0	0	1
NC_133181.1	34822179	34822287	109	*	28	Intron (XM_005165874.5/atg4c, intron 8 of 10)	7	34817963	34832282	14320	2	atg4c	XM_005165874.5	9995	gene-atg4c	9.4054895	0.139269674718949	TRUE	0	1	0	0	1
NC_133181.1	37969620	37969684	65	*	16	Distal Intergenic	7	37936621	37950619	13999	2	rgs5a	NM_199962.2	-19001	gene-rgs5a	2.11159	-0.83952350456725	TRUE	0	1	0	0	0
NC_133181.1	39033628	39033747	120	*	19	Intron (XR_011016020.2/LOC137490239, intron 1 of 4)	7	39030315	39098286	67972	1	LOC137490239	XR_011016020.2	3313	gene-LOC137490239	0.0310285	-Inf	FALSE	1	0	0	0	1
NC_133181.1	39072039	39072089	51	*	15	Intron (XR_011016020.2/LOC137490239, intron 3 of 4)	7	39030315	39098286	67972	1	LOC137490239	XR_011016020.2	41724	gene-LOC137490239	0.0310285	-Inf	FALSE	1	0	0	0	1
NC_133181.1	45567018	45567061	44	*	15	Intron (NM_001316959.1/glyctk, intron 4 of 4)	7	45565454	45573523	8070	2	glyctk	NM_001316959.1	6462	gene-glyctk	7.24706	-0.0216633727256184	TRUE	0	1	0	0	0
NC_133181.1	45932550	45932630	81	*	16	Intron (NM_001362262.1/mitfa, intron 4 of 11)	7	45896420	45939816	43397	1	mitfa	NM_001362262.1	36130	gene-mitfa	10.104416	0.180359376082422	TRUE	0	1	0	0	0
NC_133181.1	46025010	46025073	64	*	19	Intron (XR_012408165.1/LOC141386340, intron 3 of 5)	7	46006776	46113395	106620	1	LOC141386340	XR_012408165.1	18234	gene-LOC141386340	0.007003	-3.8401805618976	FALSE	1	0	0	0	0
NC_133181.1	46139814	46139884	71	*	17	Intron (XM_073953209.1/foxp1b, intron 8 of 14)	7	46118978	46195260	76283	2	foxp1b	XM_073953209.1	55376	gene-foxp1b	11.340109	0.22781451138304	TRUE	1	1	0	0	0
NC_133181.1	46150313	46150419	107	*	21	Intron (XM_073953209.1/foxp1b, intron 6 of 14)	7	46118978	46195260	76283	2	foxp1b	XM_073953209.1	44841	gene-foxp1b	11.340109	0.22781451138304	TRUE	0	1	0	0	1
NC_133181.1	46259822	46259906	85	*	28	Intron (XM_068221773.2/foxp1b, intron 2 of 16)	7	46118978	46283566	164589	2	foxp1b	XM_068221773.2	23660	gene-foxp1b	11.340109	0.22781451138304	TRUE	0	1	0	0	1
NC_133181.1	46302332	46302376	45	*	14	Intron (XM_068221772.2/foxp1b, intron 2 of 17)	7	46118978	46322707	203730	2	foxp1b	XM_068221772.2	20331	gene-foxp1b	11.340109	0.22781451138304	TRUE	0	1	0	0	0
NC_133181.1	50646184	50646221	38	*	15	Intron (XR_012408205.1/LOC141386355, intron 3 of 4)	7	50630537	50668821	38285	2	LOC141386355	XR_012408205.1	22600	gene-LOC141386355	0	-Inf	FALSE	0	0	0	0	0
NC_133181.1	62282434	62282547	114	*	37	Distal Intergenic	7	62363060	62366149	3090	1	LOC141386398	XR_012408343.1	-80513	gene-LOC141386398	0.048654	-2.65473273453589	TRUE	0	1	0	0	0
NC_133182.1	735692	735919	228	*	20	Intron (XM_073906700.1/nrxn2b, intron 5 of 22)	8	630841	1490782	859942	2	alpk1	XM_073907797.1	754863	gene-alpk1	3.0125385	-0.593202893069752	TRUE	1	1	0	0	0
NC_133182.1	960598	960717	120	*	29	Intron (XM_073906700.1/nrxn2b, intron 22 of 22)	8	630841	1490782	859942	2	alpk1	XM_073907797.1	530065	gene-alpk1	3.0125385	-0.593202893069752	TRUE	0	1	0	0	0
NC_133182.1	11391711	11391915	205	*	23	Intron (XR_012383148.1/cemip, intron 16 of 16)	8	10962318	12102398	1140081	1	cemip	XR_012383148.1	429393	gene-cemip	1.103618	-1.19934076233525	TRUE	1	1	0	0	0
NC_133182.1	12810745	12810803	59	*	14	Distal Intergenic	8	12801789	12802966	1178	1	gjd6	NM_001103197.1	8956	gene-gjd6	0.797772	-1.36869746299923	TRUE	0	1	0	0	0
NC_133182.1	18865213	18865263	51	*	14	Intron (NM_001017819.1/mllt3, intron 2 of 12)	8	18768083	18872895	104813	2	mllt3	NM_001017819.1	7632	gene-mllt3	22.127218	0.669959341740297	TRUE	0	1	0	0	0
NC_133182.1	26903426	26903468	43	*	16	Intron (XM_001340930.8/alx4a, intron 2 of 3)	8	26894883	26925666	30784	2	alx4a	XM_001340930.8	22198	gene-alx4a	4.2295615	-0.37652171927645	TRUE	0	1	0	0	0
NC_133182.1	27322110	27322166	57	*	18	Intron (NM_001123009.2/sox6, intron 4 of 17)	8	27275372	27476398	201027	1	sox6	NM_001123009.2	46738	gene-sox6	8.7247365	0.0642049347775021	TRUE	1	1	0	0	0
NC_133182.1	27338917	27339049	133	*	33	Intron (NM_001123009.2/sox6, intron 4 of 17)	8	27275372	27476398	201027	1	sox6	NM_001123009.2	63545	gene-sox6	8.7247365	0.0642049347775021	TRUE	1	1	0	0	0
NC_133182.1	27386835	27386908	74	*	16	Intron (NM_001123009.2/sox6, intron 7 of 17)	8	27275372	27476398	201027	1	sox6	NM_001123009.2	111463	gene-sox6	8.7247365	0.0642049347775021	TRUE	1	1	0	0	0
NC_133182.1	27491900	27491946	47	*	15	Intron (XM_068222334.2/cyp2r1, intron 1 of 6)	8	27477093	27720996	243904	1	cyp2r1	XM_068222334.2	14807	gene-cyp2r1	1.257261	-1.15463414593126	TRUE	0	1	0	0	1
NC_133182.1	28241216	28241280	65	*	14	Distal Intergenic	8	28278163	28286725	8563	1	LOC141375017	XM_073908895.1	-36883	gene-LOC141375017	0.362894	-2.10041027512216	TRUE	1	1	0	0	1
NC_133182.1	28620602	28620985	384	*	43	Intron (NM_001014813.1/scube2, intron 16 of 22)	8	28607915	28650300	42386	2	scube2	NM_001014813.1	29315	gene-scube2	20.6983715	0.596211396791206	TRUE	1	1	0	0	1
NC_133182.1	28621028	28621102	75	*	22	Intron (NM_001014813.1/scube2, intron 16 of 22)	8	28607915	28650300	42386	2	scube2	NM_001014813.1	29198	gene-scube2	20.6983715	0.596211396791206	TRUE	1	1	0	0	1
NC_133182.1	33730519	33730621	103	*	28	Intron (XM_005168834.6/tle3b, intron 5 of 20)	8	33701847	33741357	39511	2	tle3b	XM_005168834.6	10736	gene-tle3b	41.5828725	1.01489418084311	TRUE	1	1	0	0	1
NC_133182.1	33810977	33811065	89	*	15	Distal Intergenic	8	33701847	33742051	40205	2	tle3b	XM_073905997.1	-68926	gene-tle3b	41.5828725	1.01489418084311	TRUE	1	1	0	0	0
NC_133182.1	33828860	33828917	58	*	14	Distal Intergenic	8	33856601	33885474	28874	2	uacab	XM_021477874.3	56557	gene-uacab	11.6087285	0.240792136834639	TRUE	1	1	0	0	0
NC_133182.1	34026943	34026993	51	*	14	Promoter (1-2kb)	8	34019256	34025432	6177	2	skor1a	NM_001130652.1	-1511	gene-skor1a	1.424296	-1.09642345240555	TRUE	0	1	0	0	0
NC_133182.1	35776118	35776198	81	*	21	Distal Intergenic	8	35818027	35821520	3494	2	irx5a	NM_001045227.1	45322	gene-irx5a	26.091915	0.756221799739908	TRUE	1	1	0	0	1
NC_133182.1	35962647	35962696	50	*	18	Distal Intergenic	8	36092032	36262477	170446	1	LOC141375396	XR_012383389.1	-129336	gene-LOC141375396	1.015977	-1.29400920538263	TRUE	1	1	0	0	0
NC_133182.1	36027291	36027424	134	*	44	Distal Intergenic	8	36092032	36262477	170446	1	LOC141375396	XR_012383389.1	-64608	gene-LOC141375396	1.015977	-1.29400920538263	TRUE	0	1	0	0	1
NC_133182.1	36269241	36269326	86	*	16	Intron (XM_001345874.9/fto, intron 8 of 9)	8	36218728	36450344	231617	2	fto	XM_001345874.9	181018	gene-fto	0.990426	-1.27355381106021	TRUE	0	1	0	0	0
NC_133182.1	36364239	36364272	34	*	15	Intron (XM_001345874.9/fto, intron 7 of 9)	8	36218728	36450344	231617	2	fto	XM_001345874.9	86072	gene-fto	0.990426	-1.27355381106021	TRUE	1	1	0	0	0
NC_133182.1	36439773	36439835	63	*	16	Intron (XM_001345874.9/fto, intron 1 of 9)	8	36218728	36450344	231617	2	fto	XM_001345874.9	10509	gene-fto	0.990426	-1.27355381106021	TRUE	0	1	0	0	1
NC_133182.1	37152333	37152465	133	*	31	Intron (XM_073908782.1/tox3, intron 3 of 6)	8	36875436	37168161	292726	1	tox3	XM_073908782.1	276897	gene-tox3	9.4740095	0.140588408285919	TRUE	1	1	0	0	1
NC_133182.1	37429899	37430018	120	*	18	Intron (XM_073906586.1/sall1a, intron 3 of 6)	8	37187971	37599395	411425	1	sall1a	XM_073906586.1	241928	gene-sall1a	10.609694	0.189696435707009	TRUE	0	1	1	0	0
NC_133182.1	37505538	37505570	33	*	14	Intron (XM_073906586.1/sall1a, intron 3 of 6)	8	37187971	37599395	411425	1	sall1a	XM_073906586.1	317567	gene-sall1a	10.609694	0.189696435707009	TRUE	1	1	1	0	0
NC_133182.1	37549467	37549518	52	*	16	Intron (XM_073906586.1/sall1a, intron 3 of 6)	8	37187971	37599395	411425	1	sall1a	XM_073906586.1	361496	gene-sall1a	10.609694	0.189696435707009	TRUE	1	1	1	0	0
NC_133182.1	37611427	37611503	77	*	16	Distal Intergenic	8	37589513	37599395	9883	1	sall1a	XM_073906582.1	21914	gene-sall1a	10.609694	0.189696435707009	TRUE	0	1	1	0	0
NC_133182.1	37677010	37677184	175	*	30	Intron (XR_011016192.2/LOC137496101, intron 2 of 2)	8	37630740	37684823	54084	2	LOC137496101	XR_011016192.2	7639	gene-LOC137496101	0	-Inf	FALSE	0	0	0	0	1
NC_133182.1	40866447	40866508	62	*	14	Distal Intergenic	8	40840511	40840591	81	1	dre-mir-153a	NR_030097.1	25936	gene-dre-mir-153a	0	-Inf	FALSE	1	0	0	0	0
NC_133182.1	40967238	40967294	57	*	26	Intron (NM_200473.2/ube3c, intron 11 of 23)	8	40935529	40979427	43899	2	ube3c	NM_200473.2	12133	gene-ube3c	7.970079	-0.0170392113821685	TRUE	1	1	0	0	0
NC_133182.1	40987856	40987905	50	*	14	Promoter (<=1kb)	8	40986875	40989655	2781	1	mnx1	NM_001009885.2	981	gene-mnx1	3.518006	-0.415746944159685	TRUE	1	1	0	0	0
NC_133182.1	43884978	43885118	141	*	20	Intron (XM_073907189.1/cdh8, intron 2 of 13)	8	43694378	43947058	252681	2	cdh8	XM_073907189.1	61940	gene-cdh8	0.360099	-1.89976837793939	TRUE	1	1	0	0	0
NC_133182.1	48048822	48049030	209	*	44	Intron (XM_073907234.1/znf536, intron 5 of 9)	8	47822551	48223406	400856	1	znf536	XM_073907234.1	226271	gene-znf536	2.391407	-0.765919608762358	TRUE	1	1	0	0	0
NC_133182.1	48219381	48219548	168	*	17	Intron (XM_073907234.1/znf536, intron 9 of 9)	8	47822551	48223406	400856	1	znf536	XM_073907234.1	396830	gene-znf536	2.391407	-0.765919608762358	TRUE	0	1	0	0	0
NC_133182.1	48237556	48237608	53	*	15	Intron (XM_073907218.1/znf536, intron 13 of 13)	8	47822551	48288230	465680	1	znf536	XM_073907218.1	415005	gene-znf536	2.391407	-0.765919608762358	TRUE	0	1	0	0	0
NC_133182.1	48238226	48238271	46	*	19	Intron (XM_073907218.1/znf536, intron 13 of 13)	8	47822551	48288230	465680	1	znf536	XM_073907218.1	415675	gene-znf536	2.391407	-0.765919608762358	TRUE	0	1	0	0	0
NC_133182.1	48391190	48391282	93	*	16	Intron (XR_012382631.1/LOC141375118, intron 1 of 2)	8	48365397	48495764	130368	2	LOC141375118	XR_012382631.1	104482	gene-LOC141375118	0.0364865	-3.24340191338785	FALSE	0	0	0	0	0
NC_133182.1	54072984	54073020	37	*	15	Intron (XM_003198999.7/cgnl1, intron 8 of 18)	8	54021464	54095245	73782	2	cgnl1	XM_003198999.7	22225	gene-cgnl1	19.5429795	0.570186458672013	TRUE	1	1	0	0	0
NC_133182.1	56634245	56634389	145	*	27	Intron (XM_073907346.1/cbfa2t3, intron 2 of 11)	8	56616686	56668271	51586	2	cbfa2t3	XM_073907346.1	33882	gene-cbfa2t3	7.032377	-0.0990760136094223	TRUE	1	1	0	0	0
NC_133182.1	56928715	56928753	39	*	15	Promoter (2-3kb)	8	56931127	57033703	102577	1	acsf3	XM_073907358.1	-2374	gene-acsf3	3.5638375	-0.475768250252281	TRUE	0	1	0	0	0
NC_133182.1	66372948	66373006	59	*	14	Distal Intergenic	8	66391409	66643191	251783	1	pcdh7b	NM_001365653.1	-18403	gene-pcdh7b	5.75124	-0.182747438439432	TRUE	0	1	0	0	0
NC_133182.1	68394768	68394875	108	*	21	Intron (XM_068222301.1/znf609b, intron 2 of 8)	8	68367093	68488741	121649	1	znf609b	XM_068222301.1	27675	gene-znf609b	19.3719275	0.548879170650369	TRUE	1	1	0	0	0
NC_133182.1	70794486	70794582	97	*	21	Distal Intergenic	8	70807375	70815278	7904	1	clec3a	XM_005170772.6	-12793	gene-clec3a	0.015461	-3.35583487265172	FALSE	1	0	0	0	0
NC_133182.1	73572064	73572102	39	*	15	Intron (XM_017357129.3/pmfbp1, intron 1 of 25)	8	73259410	73587289	327880	2	pmfbp1	XM_017357129.3	15187	gene-pmfbp1	0.4120965	-1.79429247127144	TRUE	0	1	0	0	1
NC_133182.1	73717675	73717752	78	*	19	Intron (XM_073906065.1/zfhx3b, intron 2 of 7)	8	73660737	73795116	134380	2	zfhx3b	XM_073906065.1	77364	gene-zfhx3b	4.37881	-0.397458556364751	TRUE	0	1	0	0	0
NC_133182.1	74263669	74263776	108	*	19	Intron (XM_021478047.2/zfhx3b, intron 1 of 13)	8	73660737	74354641	693905	2	zfhx3b	XM_021478047.2	90865	gene-zfhx3b	4.37881	-0.397458556364751	TRUE	0	1	0	0	0
NC_133182.1	74272380	74272534	155	*	19	Intron (XM_021478047.2/zfhx3b, intron 1 of 13)	8	73660737	74354641	693905	2	zfhx3b	XM_021478047.2	82107	gene-zfhx3b	4.37881	-0.397458556364751	TRUE	1	1	0	0	1
NC_133182.1	74275107	74275293	187	*	18	Intron (XM_021478047.2/zfhx3b, intron 1 of 13)	8	73660737	74354641	693905	2	zfhx3b	XM_021478047.2	79348	gene-zfhx3b	4.37881	-0.397458556364751	TRUE	0	1	0	0	0
NC_133182.1	74435914	74436050	137	*	20	Intron (XM_068222142.1/zfhx3b, intron 1 of 14)	8	73660737	74442325	781589	2	zfhx3b	XM_068222142.1	6275	gene-zfhx3b	4.37881	-0.397458556364751	TRUE	1	1	0	0	0
NC_133182.1	76137201	76137319	119	*	18	Distal Intergenic	8	76143244	76237156	93913	2	ppargc1a	XM_002667531.8	99837	gene-ppargc1a	2.422798	-0.764791957137624	TRUE	0	1	0	0	0
NC_133183.1	606417	606570	154	*	35	Intron (XR_012383989.1/dmxl1, intron 23 of 23)	9	505083	643131	138049	2	LOC141375560	XR_012383994.1	36561	gene-LOC141375560	0.076895	-2.72009102525627	TRUE	1	1	0	0	0
NC_133183.1	5465625	5465673	49	*	15	Intron (XR_012384057.1/gcn1, intron 57 of 57)	9	4928287	5708078	779792	1	gcn1	XR_012384057.1	537338	gene-gcn1	25.463155	0.727956835667901	TRUE	0	1	0	0	0
NC_133183.1	5698993	5699044	52	*	14	Intron (XR_012384057.1/gcn1, intron 57 of 57)	9	5467441	5737791	270351	2	cux2b	XM_073910044.1	38747	gene-cux2b	0.2094705	-2.37123257640493	TRUE	0	1	0	0	0
NC_133183.1	16199515	16199643	129	*	26	Intron (NM_001025455.1/acbd6, intron 7 of 7)	9	16144070	16204685	60616	1	acbd6	NM_001025455.1	55445	gene-acbd6	12.9326775	0.325189256284726	TRUE	1	1	0	0	0
NC_133183.1	18113219	18113259	41	*	15	Intron (XM_021478230.3/faf1, intron 12 of 18)	9	18051845	18186239	134395	2	faf1	XM_021478230.3	72980	gene-faf1	18.8290015	0.542454750246611	TRUE	1	1	0	0	1
NC_133183.1	20213407	20213478	72	*	21	Promoter (<=1kb)	9	20102161	20213126	110966	2	rnf220b	XM_073910196.1	-281	gene-rnf220b	0.907408	-1.30430831588809	TRUE	0	1	0	0	0
NC_133183.1	21668381	21668472	92	*	19	Intron (XR_012384254.1/si:ch211-120j21.2, intron 5 of 6)	9	21607898	21676218	68321	1	si:ch211-120j21.2	XR_012384254.1	60483	gene-si:ch211-120j21.2	0.01985	-Inf	FALSE	1	0	0	0	1
NC_133183.1	21966978	21967057	80	*	17	Intron (NM_001013278.1/rfx2, intron 5 of 17)	9	21942017	22007084	65068	2	rfx2	NM_001013278.1	40027	gene-rfx2	18.352067	0.565507374582257	TRUE	1	1	0	0	0
NC_133183.1	22632502	22632563	62	*	17	Intron (XM_068223130.2/nfic, intron 5 of 11)	9	22456783	22682118	225336	1	nfic	XM_068223130.2	175719	gene-nfic	0.3323695	-1.98021739944523	TRUE	0	1	0	0	0
NC_133183.1	31863530	31863610	81	*	15	Intron (XM_073909553.1/slc20a2, intron 10 of 10)	9	31851174	31933769	82596	2	slc20a2	XM_073909553.1	70159	gene-slc20a2	8.4932065	0.0766605897841233	TRUE	0	1	0	0	0
NC_133183.1	32080142	32080204	63	*	16	Intron (NM_001305542.1/ptch1, intron 8 of 23)	9	32043114	32148341	105228	1	ptch1	NM_001305542.1	37028	gene-ptch1	13.4635555	0.29876872466262	TRUE	1	1	0	0	0
NC_133183.1	35267985	35268049	65	*	14	Intron (XR_012384453.1/LOC141375661, intron 3 of 5)	9	35262256	35281747	19492	1	LOC141375661	XR_012384453.1	5729	gene-LOC141375661	0	-Inf	FALSE	0	0	0	0	0
NC_133183.1	35577076	35577132	57	*	16	Intron (XR_012383532.1/mvb12bb, intron 6 of 8)	9	35516533	35672646	156114	2	mvb12bb	XR_012383532.1	95514	gene-mvb12bb	0.3120375	-1.84216569381033	TRUE	0	1	0	0	1
NC_133183.1	35902700	35902791	92	*	32	Distal Intergenic	9	35936124	35938095	1972	1	LOC141375660	XR_012384452.1	-33333	gene-LOC141375660	0.9913005	-1.19332228828992	TRUE	1	1	0	0	1
NC_133183.1	35902844	35902948	105	*	33	Distal Intergenic	9	35936124	35938095	1972	1	LOC141375660	XR_012384452.1	-33176	gene-LOC141375660	0.9913005	-1.19332228828992	TRUE	1	1	0	0	1
NC_133183.1	35950882	35950910	29	*	14	Intron (XR_012384459.1/LOC141375664, intron 1 of 2)	9	35946256	35959065	12810	1	LOC141375664	XR_012384459.1	4626	gene-LOC141375664	0	-Inf	FALSE	1	0	0	0	0
NC_133183.1	47747862	47748105	244	*	23	Distal Intergenic	9	47942679	48008959	66281	1	lzts1	XM_009304165.4	-194574	gene-lzts1	4.4744235	-0.341158235692533	TRUE	1	1	0	0	0
NC_133183.1	57875767	57876018	252	*	19	Intron (XM_001922892.9/prdm16, intron 1 of 16)	9	57868788	57894290	25503	2	LOC141375930	XR_012384764.1	18272	gene-LOC141375930	0	-Inf	FALSE	0	0	0	0	0
NC_133183.1	57980887	57980953	67	*	17	Intron (XM_001922892.9/prdm16, intron 2 of 16)	9	57830812	58307135	476324	1	prdm16	XM_001922892.9	150075	gene-prdm16	4.593579	-0.391050808461248	TRUE	0	1	0	0	0
NC_133183.1	58023817	58023893	77	*	16	Intron (XM_001922892.9/prdm16, intron 2 of 16)	9	57830812	58307135	476324	1	prdm16	XM_001922892.9	193005	gene-prdm16	4.593579	-0.391050808461248	TRUE	1	1	0	0	0
NC_133183.1	58239368	58239453	86	*	15	Intron (XM_001922892.9/prdm16, intron 5 of 16)	9	57830812	58307135	476324	1	prdm16	XM_001922892.9	408556	gene-prdm16	4.593579	-0.391050808461248	TRUE	1	1	0	0	1
NC_133183.1	62668484	62668579	96	*	27	Promoter (<=1kb)	9	62667731	62786704	118974	1	adgrd2	XM_073911277.1	753	gene-adgrd2	4.556619	-0.328887562604405	TRUE	0	1	0	0	0
NC_133184.1	1917786	1917863	78	*	26	Distal Intergenic	10	1928858	1931483	2626	2	LOC141376042	XR_012385099.1	13620	gene-LOC141376042	4.2079215	-0.332924767060149	TRUE	1	1	0	0	1
NC_133184.1	1930379	1930448	70	*	20	Promoter (1-2kb)	10	1928858	1931483	2626	2	LOC141376042	XR_012385099.1	1035	gene-LOC141376042	4.2079215	-0.332924767060149	TRUE	0	1	0	0	0
NC_133184.1	2046186	2046264	79	*	21	Distal Intergenic	10	2018100	2043679	25580	1	lnpa	NM_199480.1	28086	gene-lnpa	25.515257	0.738188769146443	TRUE	1	1	0	0	1
NC_133184.1	2170357	2170384	28	*	14	Intron (XR_012385100.1/LOC141376043, intron 2 of 3)	10	2151096	2174294	23199	2	LOC141376043	XR_012385100.1	3910	gene-LOC141376043	0.0080935	-Inf	FALSE	1	0	0	0	1
NC_133184.1	2199580	2199624	45	*	17	Distal Intergenic	10	2151096	2174294	23199	2	LOC141376043	XR_012385100.1	-25286	gene-LOC141376043	0.0080935	-Inf	FALSE	0	0	0	0	1
NC_133184.1	2732931	2732979	49	*	15	Intron (XR_012385762.1/LOC141376257, intron 2 of 2)	10	2721811	2735377	13567	1	LOC141376257	XR_012385762.1	11120	gene-LOC141376257	0	-Inf	FALSE	0	0	0	0	1
NC_133184.1	5215882	5215965	84	*	25	Distal Intergenic	10	5241712	5266387	24676	1	galnt5	XM_073912445.1	-25747	gene-galnt5	9.532235	0.121848551112425	TRUE	1	1	0	0	1
NC_133184.1	9198415	9198602	188	*	21	Promoter (<=1kb)	10	9198656	9208472	9817	1	sik1	XM_005167449.5	-54	gene-sik1	9.359165	0.113543190614651	TRUE	1	1	0	1	0
NC_133184.1	10202263	10202312	50	*	14	Distal Intergenic	10	10151415	10170342	18928	2	spopla	NM_001013447.1	-31921	gene-spopla	14.487055	0.396179400919865	TRUE	0	1	0	0	0
NC_133184.1	18740577	18740611	35	*	14	Intron (NM_001012247.2/mycbp2, intron 52 of 81)	10	18673573	18917151	243579	2	mycbp2	NM_001012247.2	176540	gene-mycbp2	5.3033135	-0.27642911993584	TRUE	0	1	0	0	0
NC_133184.1	22659802	22659849	48	*	18	Intron (XR_012385312.1/LOC141376109, intron 1 of 2)	10	22147324	22754503	607180	2	LOC141376109	XR_012385312.1	94654	gene-LOC141376109	0.003473	-Inf	FALSE	0	0	0	0	0
NC_133184.1	23034226	23034308	83	*	15	Promoter (1-2kb)	10	23004695	23036059	31365	2	LOC137490348	XR_011009767.2	1751	gene-LOC137490348	0	-Inf	FALSE	1	0	0	0	0
NC_133184.1	23222723	23222786	64	*	25	Intron (XM_073912188.1/rev1, intron 2 of 25)	10	23185770	23433641	247872	1	rev1	XM_073912188.1	36953	gene-rev1	6.196695	-0.111343004810303	TRUE	1	1	0	0	0
NC_133184.1	23306084	23306172	89	*	18	Intron (XM_073912188.1/rev1, intron 3 of 25)	10	23185770	23433641	247872	1	rev1	XM_073912188.1	120314	gene-rev1	6.196695	-0.111343004810303	TRUE	1	1	0	0	0
NC_133184.1	25787129	25787199	71	*	19	Intron (XM_021478948.3/hecw2a, intron 4 of 29)	10	25778062	25814845	36784	1	hecw2a	XM_021478948.3	9067	gene-hecw2a	0.1978095	-2.3902279032725	TRUE	0	1	0	0	0
NC_133184.1	32575770	32575824	55	*	16	Intron (XM_073912265.1/dachd, intron 7 of 16)	10	32498821	32744326	245506	1	dachd	XM_073912265.1	76949	gene-dachd	5.2959515	-0.279676390433731	TRUE	0	1	0	0	0
NC_133184.1	32614401	32614474	74	*	19	Intron (XM_073912265.1/dachd, intron 7 of 16)	10	32498821	32744326	245506	1	dachd	XM_073912265.1	115580	gene-dachd	5.2959515	-0.279676390433731	TRUE	0	1	0	0	1
NC_133184.1	32672605	32672713	109	*	26	Intron (XM_073912265.1/dachd, intron 9 of 16)	10	32498821	32744326	245506	1	dachd	XM_073912265.1	173784	gene-dachd	5.2959515	-0.279676390433731	TRUE	0	1	0	0	0
NC_133184.1	32684118	32684239	122	*	27	Intron (XM_073912265.1/dachd, intron 9 of 16)	10	32498821	32744326	245506	1	dachd	XM_073912265.1	185297	gene-dachd	5.2959515	-0.279676390433731	TRUE	1	1	0	0	0
NC_133184.1	32961491	32961627	137	*	25	Promoter (<=1kb)	10	32961679	32966459	4781	1	zic2a	NM_131558.1	-52	gene-zic2a	28.1840945	0.780418527402073	TRUE	1	1	0	0	1
NC_133184.1	33013091	33013272	182	*	17	Distal Intergenic	10	33026532	33235883	209352	1	si:ch211-168k14.2	XM_073912860.1	-13260	gene-si:ch211-168k14.2	0.1717795	-2.22748063160577	TRUE	1	1	0	0	0
NC_133184.1	34446633	34446687	55	*	15	Distal Intergenic	10	34436524	34438604	2081	2	olig2	NM_178100.1	-8029	gene-olig2	12.907311	0.308000590987024	TRUE	1	1	0	0	0
NC_133184.1	36252477	36252528	52	*	15	Distal Intergenic	10	36279084	36342124	63041	1	shox	XM_073912212.1	-26556	gene-shox	1.0495015	-1.12030744209151	TRUE	0	1	1	0	0
NC_133184.1	36519886	36520009	124	*	24	Distal Intergenic	10	36526817	36534403	7587	2	crlf2	XM_073911507.1	14394	gene-crlf2	0.1026025	-2.37146586926654	TRUE	0	1	0	0	0
NC_133184.1	43337284	43337361	78	*	15	Intron (XM_009304895.4/spegb, intron 3 of 40)	10	43246460	43410804	164345	1	spegb	XM_009304895.4	90824	gene-spegb	2.7883985	-0.689076711114377	TRUE	1	1	0	0	0
NC_133184.1	45730994	45731058	65	*	15	Intron (XM_068223674.2/itga4, intron 1 of 29)	10	45722440	45830345	107906	1	itga4	XM_068223674.2	8554	gene-itga4	2.901547	-0.673323576072118	TRUE	1	1	0	0	0
NC_133184.1	46021734	46021821	88	*	19	Intron (NM_001089474.1/cerkl, intron 1 of 12)	10	45834559	46030468	195910	2	cerkl	NM_001089474.1	8647	gene-cerkl	0.7922055	-1.42575664956404	TRUE	0	1	0	0	0
NC_133184.1	57661145	57661224	80	*	21	Intron (XM_073911460.1/nlgn4xb, intron 2 of 6)	10	57606429	57706771	100343	1	nlgn4xb	XM_073911460.1	54716	gene-nlgn4xb	0.140899	-2.74937835400737	TRUE	0	1	0	0	0
NC_133185.1	615849	615963	115	*	18	Promoter (2-3kb)	11	593212	613504	20293	2	emsy	XR_012385833.1	-2345	gene-emsy	12.6073965	0.317509648940507	TRUE	0	1	0	0	0
NC_133185.1	5476468	5476511	44	*	19	Intron (NM_001110460.1/hnrnpd, intron 7 of 7)	11	5475128	5491502	16375	2	hnrnpd	NM_001110460.1	14991	gene-hnrnpd	40.6423735	1.03334831610463	TRUE	0	1	0	0	0
NC_133185.1	11546505	11546628	124	*	18	Intron (XR_012386155.1/exd3, intron 18 of 19)	11	11522165	11626941	104777	2	exd3	XR_012386155.1	80313	gene-exd3	2.744798	-0.590182788024509	TRUE	1	1	0	0	0
