seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133180.1	40156163	40156283	121	*	16	Intron (XM_073950029.1/paqr3a, intron 2 of 8)	6	40059657	40288392	228736	2	paqr3a	XM_073950029.1	132109	gene-paqr3a	13.240069	0.361176663776968	TRUE
NC_133180.1	40457060	40457157	98	*	17	Promoter (<=1kb)	6	40457233	40475845	18613	1	fgf5	NM_001009561.1	-76	gene-fgf5	0.236874	-2.19207592407012	TRUE
NC_133180.1	42206792	42207005	214	*	20	Intron (XM_073950925.1/arid3c, intron 5 of 10)	6	42114484	42318231	203748	1	arid3c	XM_073950925.1	92308	gene-arid3c	21.564662	0.587228165022529	TRUE
NC_133180.1	53706293	53706398	106	*	16	Distal Intergenic	6	53807146	53814374	7229	2	linc.0464	XR_223641.6	107976	gene-linc.0464	17.598861	0.460529662025385	TRUE
NC_133180.1	59819786	59819930	145	*	18	Promoter (<=1kb)	6	59819073	59860062	40990	1	tprn	XM_005165497.6	713	gene-tprn	2.2931235	-0.730692602092557	TRUE
NC_133180.1	68294585	68294648	64	*	16	Promoter (<=1kb)	6	68293704	68575838	282135	1	abr	NM_001368694.1	881	gene-abr	8.6191845	0.0736544736384038	TRUE
NC_133180.1	69447781	69447891	111	*	24	Promoter (<=1kb)	6	69447800	69476338	28539	1	LOC141385657	XR_012406471.1	0	gene-LOC141385657	0.1437785	-2.4047497312434	TRUE
NC_133180.1	70039222	70039261	40	*	15	Intron (XM_073949694.1/pappab, intron 2 of 22)	6	69846735	70099618	252884	2	pappab	XM_073949694.1	60357	gene-pappab	0.4114915	-1.96936338022378	TRUE
NC_133180.1	71245695	71245784	90	*	15	Promoter (<=1kb)	6	71115873	71246244	130372	2	col27a1b	XM_073950529.1	460	gene-col27a1b	0.631523	-1.52934550401319	TRUE
NC_133180.1	71632769	71632801	33	*	16	Intron (XM_005168649.6/notch1b, intron 15 of 33)	6	71594565	71699365	104801	2	notch1b	XM_005168649.6	66564	gene-notch1b	11.4798975	0.225860747499739	TRUE
NC_133180.1	71832360	71832466	107	*	16	5' UTR	6	71799380	71839952	40573	2	ttc16	XM_073951615.1	7486	gene-ttc16	0.4066815	-1.76313197413207	TRUE
NC_133180.1	71834260	71834395	136	*	20	5' UTR	6	71799380	71839952	40573	2	ttc16	XM_073951615.1	5557	gene-ttc16	0.4066815	-1.76313197413207	TRUE
NC_133180.1	74019131	74019236	106	*	19	Distal Intergenic	6	74002918	74015976	13059	2	gtf3aa	NM_001003866.1	-3155	gene-gtf3aa	19.5803825	0.569150400750423	TRUE
NC_133181.1	576266	576336	71	*	18	Promoter (<=1kb)	7	565716	577142	11427	2	fam83fb	NM_001007320.3	806	gene-fam83fb	0.43009	-1.63982648097296	TRUE
NC_133181.1	2281173	2281261	89	*	22	Promoter (<=1kb)	7	2269934	2280821	10888	2	chchd6b	XM_073952909.1	-352	gene-chchd6b	37.6688545	0.965726269942887	TRUE
NC_133181.1	3090673	3090725	53	*	16	Intron (XR_012407413.1/pbx1b, intron 7 of 8)	7	2968294	3095176	126883	1	pbx1b	XR_012407413.1	122379	gene-pbx1b	2.337004	-0.855297990230495	TRUE
NC_133181.1	5237285	5237334	50	*	15	Intron (XR_012407551.1/LOC137495912, intron 4 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	104244	gene-LOC137495912	0.242666	-2.26269007611658	TRUE
NC_133181.1	5255950	5256066	117	*	21	Intron (NM_001312866.2/pou4f1, intron 1 of 1)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	85512	gene-LOC137495912	0.242666	-2.26269007611658	TRUE
NC_133181.1	6479943	6480057	115	*	22	Intron (XR_012407583.1/LOC141386167, intron 3 of 6)	7	6392826	6573846	181021	2	LOC141386167	XR_012407583.1	93789	gene-LOC141386167	0.0354695	-2.8480233562975	TRUE
NC_133181.1	9675675	9675786	112	*	19	Promoter (<=1kb)	7	9647519	9676475	28957	2	cavin2b	NM_001004584.1	689	gene-cavin2b	58.348141	1.2549214421901	TRUE
NC_133181.1	12210403	12210479	77	*	15	Promoter (<=1kb)	7	12209418	12226033	16616	1	atg9a	XM_068221599.1	985	gene-atg9a	1.3305845	-1.05265499320216	TRUE
NC_133181.1	12785482	12785544	63	*	19	Intron (XR_011015917.2/LOC137495927, intron 1 of 1)	7	12777645	12792305	14661	2	LOC137495927	XR_011015917.2	6761	gene-LOC137495927	0.6188215	-1.57484796606992	TRUE
NC_133181.1	13882225	13882281	57	*	15	Promoter (<=1kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	631	gene-cxcr4a	14.3523405	0.415268027270394	TRUE
NC_133181.1	13882627	13882700	74	*	19	Promoter (1-2kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	1033	gene-cxcr4a	14.3523405	0.415268027270394	TRUE
NC_133181.1	15749237	15749294	58	*	16	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-7601	gene-LOC110439863	1.395052	-1.00338681511773	TRUE
NC_133181.1	15921999	15922163	165	*	22	Promoter (<=1kb)	7	15921976	15925381	3406	1	pou3f3b	NM_131102.3	23	gene-pou3f3b	50.502252	1.15217247266476	TRUE
NC_133181.1	17095872	17095935	64	*	15	Intron (XM_005168731.6/agap1, intron 17 of 18)	7	17063880	17301549	237670	2	agap1	XM_005168731.6	205614	gene-agap1	8.188627	-0.0132195653885413	TRUE
NC_133181.1	24219547	24219650	104	*	16	Promoter (<=1kb)	7	24218905	24220198	1294	2	ppp1r27b	NM_001037104.2	548	gene-ppp1r27b	0.041315	-2.75472815961824	TRUE
NC_133181.1	24396368	24396441	74	*	15	5' UTR	7	24388715	24403560	14846	1	dgke	XM_073952448.1	7653	gene-dgke	2.3800395	-0.712755282786305	TRUE
NC_133181.1	24646860	24647037	178	*	18	3' UTR	7	24645300	24691634	46335	2	rhbdl3	XM_005166187.4	44597	gene-rhbdl3	18.3890925	0.522714819535826	TRUE
NC_133181.1	27283009	27283182	174	*	19	Promoter (<=1kb)	7	27283093	27286922	3830	1	barhl2	NM_205740.1	0	gene-barhl2	5.482916	-0.200140884034682	TRUE
NC_133181.1	27391521	27391566	46	*	14	Distal Intergenic	7	27283093	27286922	3830	1	barhl2	NM_205740.1	108428	gene-barhl2	5.482916	-0.200140884034682	TRUE
NC_133181.1	27675845	27675994	150	*	35	5' UTR	7	27668253	27682035	13783	2	lrrc8c	NM_001326544.1	6041	gene-lrrc8c	9.305571	0.126278277609503	TRUE
NC_133181.1	28449550	28449601	52	*	16	Intron (XR_012407225.1/kyat3.2, intron 13 of 15)	7	27735965	28544820	808856	1	kyat3.2	XR_012407225.1	713585	gene-kyat3.2	16.1902525	0.484122241912958	TRUE
NC_133181.1	28458139	28458189	51	*	19	Intron (XR_012407225.1/kyat3.2, intron 13 of 15)	7	27735965	28544820	808856	1	kyat3.2	XR_012407225.1	722174	gene-kyat3.2	16.1902525	0.484122241912958	TRUE
NC_133181.1	29559682	29559897	216	*	29	Promoter (<=1kb)	7	29559265	29585422	26158	1	boka	NM_001003612.2	417	gene-boka	4.150536	-0.410796735547223	TRUE
NC_133181.1	29604756	29604832	77	*	18	Promoter (<=1kb)	7	29601666	29605500	3835	2	dtymk	NM_001037110.1	668	gene-dtymk	55.73095	1.24093516674223	TRUE
NC_133181.1	29699416	29699607	192	*	43	5' UTR	7	29644607	29762315	117709	1	kif1aa	XM_002662438.7	54809	gene-kif1aa	1.761433	-0.931001437361487	TRUE
NC_133181.1	31807632	31807701	70	*	22	Promoter (1-2kb)	7	31796746	31809097	12352	2	bivm	NA	1396	gene-bivm	1.323076	-1.01991940054989	TRUE
NC_133181.1	34092063	34092115	53	*	17	Promoter (<=1kb)	7	33946559	34092317	145759	2	raver2	XM_001338047.9	202	gene-raver2	1.360745	-1.06471153587537	TRUE
NC_133181.1	34610984	34611056	73	*	20	Promoter (<=1kb)	7	34609219	34611017	1799	2	foxd3	NM_131290.2	0	gene-foxd3	28.893883	0.817831628439304	TRUE
NC_133181.1	34611108	34611144	37	*	16	Intron (XR_012407157.1/itgb3bp, intron 9 of 9)	7	34563393	34616864	53472	1	itgb3bp	XR_012407157.1	47715	gene-itgb3bp	6.1656595	-0.107907980135642	TRUE
NC_133181.1	36213406	36213549	144	*	31	5' UTR	7	36186732	36241003	54272	2	mast2	XM_005166291.6	27454	gene-mast2	3.881201	-0.465125590176696	TRUE
NC_133181.1	42025227	42025329	103	*	18	Promoter (<=1kb)	7	41942453	42025313	82861	2	scn8ab	NM_001045183.1	0	gene-scn8ab	0.735741	-1.50197857443921	TRUE
NC_133181.1	42653367	42653492	126	*	21	Promoter (<=1kb)	7	42644921	42653723	8803	2	ip6k2b	NM_001002389.1	231	gene-ip6k2b	8.845959	0.0937011574645766	TRUE
NC_133181.1	44505678	44505833	156	*	19	Promoter (1-2kb)	7	44504659	44525384	20726	1	oxtra	XM_005166001.6	1019	gene-oxtra	0.065724	-2.8379427977649	TRUE
NC_133181.1	46139814	46139884	71	*	17	Intron (XM_073953209.1/foxp1b, intron 8 of 14)	7	46118978	46195260	76283	2	foxp1b	XM_073953209.1	55376	gene-foxp1b	11.340109	0.22781451138304	TRUE
NC_133181.1	46195239	46195395	157	*	44	Promoter (<=1kb)	7	46118978	46195260	76283	2	foxp1b	XM_073953209.1	0	gene-foxp1b	11.340109	0.22781451138304	TRUE
NC_133181.1	48465730	48465850	121	*	20	3' UTR	7	48463828	48476246	12419	2	tardbpb	XR_002458992.3	10396	gene-tardbpb	142.671696	1.8116966208588	TRUE
NC_133181.1	49198375	49198523	149	*	24	Promoter (2-3kb)	7	49195479	49219032	23554	1	oxtrb	XM_005168771.6	2896	gene-oxtrb	0.1104735	-2.49920472134371	TRUE
NC_133181.1	51614114	51614203	90	*	16	Promoter (<=1kb)	7	51599469	51614443	14975	2	slc5a8l	NM_001034969.1	240	gene-slc5a8l	1.282137	-1.04630574427132	TRUE
NC_133181.1	52497447	52497596	150	*	31	Promoter (1-2kb)	7	52448410	52498741	50332	2	gnas	XM_005172124.5	1145	gene-gnas	12.7673205	0.261853959311008	TRUE
NC_133181.1	54941289	54941389	101	*	21	Promoter (<=1kb)	7	54941307	54951688	10382	1	ywhaba	NM_001082798.1	0	gene-ywhaba	422.8468855	2.44504384691038	TRUE
NC_133181.1	56150117	56150212	96	*	15	5' UTR	7	56146331	56163156	16826	1	abhd14b	XM_068221675.2	3786	gene-abhd14b	4.3866325	-0.308312832030506	TRUE
NC_133181.1	58847321	58847478	158	*	19	5' UTR	7	58835230	58875607	40378	1	tfap2c	XM_073952910.1	12091	gene-tfap2c	27.9662135	0.797269749155351	TRUE
NC_133181.1	62276082	62276246	165	*	35	3' UTR	7	62148589	62279208	130620	1	r3hdm2	XM_073954785.1	127493	gene-r3hdm2	1.3435325	-1.16322371771775	TRUE
NC_133182.1	735692	735919	228	*	20	Intron (XM_073906700.1/nrxn2b, intron 5 of 22)	8	630841	1490782	859942	2	alpk1	XM_073907797.1	754863	gene-alpk1	3.0125385	-0.593202893069752	TRUE
NC_133182.1	2059200	2059364	165	*	43	5' UTR	8	2045308	2070820	25513	1	supt16h	XR_012382467.1	13892	gene-supt16h	122.9366375	1.66914652513624	TRUE
NC_133182.1	2066246	2066501	256	*	40	5' UTR	8	2045308	2070820	25513	1	supt16h	XR_012382467.1	20938	gene-supt16h	122.9366375	1.66914652513624	TRUE
NC_133182.1	11391711	11391915	205	*	23	Intron (XR_012383148.1/cemip, intron 16 of 16)	8	10962318	12102398	1140081	1	cemip	XR_012383148.1	429393	gene-cemip	1.103618	-1.19934076233525	TRUE
NC_133182.1	18715904	18716070	167	*	19	Promoter (2-3kb)	8	18707467	18718791	11325	2	si:dkey-38l22.2	XM_021477741.3	2721	gene-si:dkey-38l22.2	0.181243	-2.45644887036075	TRUE
NC_133182.1	18716430	18716544	115	*	32	Promoter (2-3kb)	8	18707467	18718791	11325	2	si:dkey-38l22.2	XM_021477741.3	2247	gene-si:dkey-38l22.2	0.181243	-2.45644887036075	TRUE
NC_133182.1	22300848	22300964	117	*	21	Promoter (<=1kb)	8	22300023	22311630	11608	1	tmem102	NM_001327862.1	825	gene-tmem102	3.799411	-0.44519459917397	TRUE
NC_133182.1	24606787	24606861	75	*	14	Promoter (<=1kb)	8	24578688	24607171	28484	2	pik3c3	XM_021477525.3	310	gene-pik3c3	10.2882995	0.184593853670068	TRUE
NC_133182.1	26416608	26416667	60	*	15	Promoter (<=1kb)	8	26394873	26417355	22483	2	trappc14	NM_001423811.1	688	gene-trappc14	3.7702	-0.434111184746007	TRUE
NC_133182.1	26925004	26925434	431	*	93	Promoter (<=1kb)	8	26894883	26925666	30784	2	alx4a	XM_001340930.8	232	gene-alx4a	4.2295615	-0.37652171927645	TRUE
NC_133182.1	27322110	27322166	57	*	18	Intron (NM_001123009.2/sox6, intron 4 of 17)	8	27275372	27476398	201027	1	sox6	NM_001123009.2	46738	gene-sox6	8.7247365	0.0642049347775021	TRUE
NC_133182.1	27338917	27339049	133	*	33	Intron (NM_001123009.2/sox6, intron 4 of 17)	8	27275372	27476398	201027	1	sox6	NM_001123009.2	63545	gene-sox6	8.7247365	0.0642049347775021	TRUE
NC_133182.1	27386835	27386908	74	*	16	Intron (NM_001123009.2/sox6, intron 7 of 17)	8	27275372	27476398	201027	1	sox6	NM_001123009.2	111463	gene-sox6	8.7247365	0.0642049347775021	TRUE
NC_133182.1	28241216	28241280	65	*	14	Distal Intergenic	8	28278163	28286725	8563	1	LOC141375017	XM_073908895.1	-36883	gene-LOC141375017	0.362894	-2.10041027512216	TRUE
NC_133182.1	28554241	28554348	108	*	15	Promoter (1-2kb)	8	28500996	28555506	54511	2	dennd2b	XM_073906187.1	1158	gene-dennd2b	16.280357	0.442680328970669	TRUE
NC_133182.1	28620602	28620985	384	*	43	Intron (NM_001014813.1/scube2, intron 16 of 22)	8	28607915	28650300	42386	2	scube2	NM_001014813.1	29315	gene-scube2	20.6983715	0.596211396791206	TRUE
NC_133182.1	28621028	28621102	75	*	22	Intron (NM_001014813.1/scube2, intron 16 of 22)	8	28607915	28650300	42386	2	scube2	NM_001014813.1	29198	gene-scube2	20.6983715	0.596211396791206	TRUE
NC_133182.1	29205273	29205345	73	*	16	Promoter (<=1kb)	8	29204851	29205865	1015	2	exosc6	NM_001020486.1	520	gene-exosc6	35.6361105	0.97210209026105	TRUE
NC_133182.1	31387795	31387970	176	*	41	Promoter (1-2kb)	8	31386727	31416533	29807	1	golm2	XM_005168941.5	1068	gene-golm2	11.086759	0.258226279425726	TRUE
NC_133182.1	33730519	33730621	103	*	28	Intron (XM_005168834.6/tle3b, intron 5 of 20)	8	33701847	33741357	39511	2	tle3b	XM_005168834.6	10736	gene-tle3b	41.5828725	1.01489418084311	TRUE
NC_133182.1	33810977	33811065	89	*	15	Distal Intergenic	8	33701847	33742051	40205	2	tle3b	XM_073905997.1	-68926	gene-tle3b	41.5828725	1.01489418084311	TRUE
NC_133182.1	33828860	33828917	58	*	14	Distal Intergenic	8	33856601	33885474	28874	2	uacab	XM_021477874.3	56557	gene-uacab	11.6087285	0.240792136834639	TRUE
NC_133182.1	34362662	34362861	200	*	27	Promoter (<=1kb)	8	34362034	34363588	1555	1	fibinb	NM_001017873.2	628	gene-fibinb	15.7909695	0.447405197533329	TRUE
NC_133182.1	35625712	35625771	60	*	23	Promoter (<=1kb)	8	35625505	35629206	3702	1	LOC110439935	XR_002459227.2	207	gene-LOC110439935	0.5286345	-1.59959134783763	TRUE
NC_133182.1	35626847	35626998	152	*	42	Promoter (<=1kb)	8	35622380	35626900	4521	2	irx6a	XM_005168976.6	0	gene-irx6a	0.7286295	-1.4858483319462	TRUE
NC_133182.1	35776118	35776198	81	*	21	Distal Intergenic	8	35818027	35821520	3494	2	irx5a	NM_001045227.1	45322	gene-irx5a	26.091915	0.756221799739908	TRUE
NC_133182.1	35962647	35962696	50	*	18	Distal Intergenic	8	36092032	36262477	170446	1	LOC141375396	XR_012383389.1	-129336	gene-LOC141375396	1.015977	-1.29400920538263	TRUE
NC_133182.1	36364239	36364272	34	*	15	Intron (XM_001345874.9/fto, intron 7 of 9)	8	36218728	36450344	231617	2	fto	XM_001345874.9	86072	gene-fto	0.990426	-1.27355381106021	TRUE
NC_133182.1	37152333	37152465	133	*	31	Intron (XM_073908782.1/tox3, intron 3 of 6)	8	36875436	37168161	292726	1	tox3	XM_073908782.1	276897	gene-tox3	9.4740095	0.140588408285919	TRUE
NC_133182.1	37505538	37505570	33	*	14	Intron (XM_073906586.1/sall1a, intron 3 of 6)	8	37187971	37599395	411425	1	sall1a	XM_073906586.1	317567	gene-sall1a	10.609694	0.189696435707009	TRUE
NC_133182.1	37549467	37549518	52	*	16	Intron (XM_073906586.1/sall1a, intron 3 of 6)	8	37187971	37599395	411425	1	sall1a	XM_073906586.1	361496	gene-sall1a	10.609694	0.189696435707009	TRUE
NC_133182.1	40967238	40967294	57	*	26	Intron (NM_200473.2/ube3c, intron 11 of 23)	8	40935529	40979427	43899	2	ube3c	NM_200473.2	12133	gene-ube3c	7.970079	-0.0170392113821685	TRUE
NC_133182.1	40987856	40987905	50	*	14	Promoter (<=1kb)	8	40986875	40989655	2781	1	mnx1	NM_001009885.2	981	gene-mnx1	3.518006	-0.415746944159685	TRUE
NC_133182.1	41362401	41362449	49	*	15	Promoter (<=1kb)	8	41357398	41362771	5374	2	insig1	NM_199869.1	322	gene-insig1	16.045773	0.457728307722159	TRUE
NC_133182.1	43884978	43885118	141	*	20	Intron (XM_073907189.1/cdh8, intron 2 of 13)	8	43694378	43947058	252681	2	cdh8	XM_073907189.1	61940	gene-cdh8	0.360099	-1.89976837793939	TRUE
NC_133182.1	48048822	48049030	209	*	44	Intron (XM_073907234.1/znf536, intron 5 of 9)	8	47822551	48223406	400856	1	znf536	XM_073907234.1	226271	gene-znf536	2.391407	-0.765919608762358	TRUE
NC_133182.1	54072984	54073020	37	*	15	Intron (XM_003198999.7/cgnl1, intron 8 of 18)	8	54021464	54095245	73782	2	cgnl1	XM_003198999.7	22225	gene-cgnl1	19.5429795	0.570186458672013	TRUE
NC_133182.1	56634245	56634389	145	*	27	Intron (XM_073907346.1/cbfa2t3, intron 2 of 11)	8	56616686	56668271	51586	2	cbfa2t3	XM_073907346.1	33882	gene-cbfa2t3	7.032377	-0.0990760136094223	TRUE
NC_133182.1	60209209	60209529	321	*	35	5' UTR	8	60155137	60242629	87493	2	dennd4c	XM_001919955.9	33100	gene-dennd4c	9.292396	0.0865997371056148	TRUE
NC_133182.1	68394768	68394875	108	*	21	Intron (XM_068222301.1/znf609b, intron 2 of 8)	8	68367093	68488741	121649	1	znf609b	XM_068222301.1	27675	gene-znf609b	19.3719275	0.548879170650369	TRUE
NC_133182.1	70384473	70384565	93	*	17	Promoter (1-2kb)	8	70378763	70385950	7188	2	sinhcafl	NM_001353917.1	1385	gene-sinhcafl	74.2395165	1.39966730190158	TRUE
NC_133182.1	74272380	74272534	155	*	19	Intron (XM_021478047.2/zfhx3b, intron 1 of 13)	8	73660737	74354641	693905	2	zfhx3b	XM_021478047.2	82107	gene-zfhx3b	4.37881	-0.397458556364751	TRUE
NC_133182.1	74435914	74436050	137	*	20	Intron (XM_068222142.1/zfhx3b, intron 1 of 14)	8	73660737	74442325	781589	2	zfhx3b	XM_068222142.1	6275	gene-zfhx3b	4.37881	-0.397458556364751	TRUE
NC_133183.1	606417	606570	154	*	35	Intron (XR_012383989.1/dmxl1, intron 23 of 23)	9	505083	643131	138049	2	LOC141375560	XR_012383994.1	36561	gene-LOC141375560	0.076895	-2.72009102525627	TRUE
NC_133183.1	4476442	4476575	134	*	22	Promoter (<=1kb)	9	4475588	4494280	18693	1	lhx2b	XM_005167367.5	854	gene-lhx2b	8.5061455	0.0330674277482153	TRUE
NC_133183.1	15546099	15546269	171	*	26	3' UTR	9	15528661	15547456	18796	1	lonrf1	XR_012383542.1	17438	gene-lonrf1	19.6204395	0.526429190602113	TRUE
NC_133183.1	16199515	16199643	129	*	26	Intron (NM_001025455.1/acbd6, intron 7 of 7)	9	16144070	16204685	60616	1	acbd6	NM_001025455.1	55445	gene-acbd6	12.9326775	0.325189256284726	TRUE
NC_133183.1	16235607	16235793	187	*	47	5' UTR	9	16216801	16251849	35049	2	lhx4	XM_073909766.1	16056	gene-lhx4	2.738781	-0.653981225868322	TRUE
NC_133183.1	18113219	18113259	41	*	15	Intron (XM_021478230.3/faf1, intron 12 of 18)	9	18051845	18186239	134395	2	faf1	XM_021478230.3	72980	gene-faf1	18.8290015	0.542454750246611	TRUE
NC_133183.1	21112350	21112410	61	*	19	Promoter (2-3kb)	9	21096865	21115404	18540	2	abhd17ab	XM_021478400.3	2994	gene-abhd17ab	6.3049635	-0.0713064492028917	TRUE
NC_133183.1	21966978	21967057	80	*	17	Intron (NM_001013278.1/rfx2, intron 5 of 17)	9	21942017	22007084	65068	2	rfx2	NM_001013278.1	40027	gene-rfx2	18.352067	0.565507374582257	TRUE
NC_133183.1	24244048	24244170	123	*	17	Promoter (1-2kb)	9	24242915	24246021	3107	1	mad2l2	XM_005167034.5	1133	gene-mad2l2	11.761258	0.268337180487731	TRUE
NC_133183.1	26685972	26686171	200	*	25	Promoter (1-2kb)	9	26684060	26687527	3468	2	rbm15	XM_001335784.9	1356	gene-rbm15	10.8748075	0.197210676174972	TRUE
NC_133183.1	26686576	26686717	142	*	18	Promoter (<=1kb)	9	26684060	26687527	3468	2	rbm15	XM_001335784.9	810	gene-rbm15	10.8748075	0.197210676174972	TRUE
NC_133183.1	26686803	26687021	219	*	24	Promoter (<=1kb)	9	26684060	26687527	3468	2	rbm15	XM_001335784.9	506	gene-rbm15	10.8748075	0.197210676174972	TRUE
NC_133183.1	26687282	26687340	59	*	19	Promoter (<=1kb)	9	26684060	26687527	3468	2	rbm15	XM_001335784.9	187	gene-rbm15	10.8748075	0.197210676174972	TRUE
NC_133183.1	26861414	26861602	189	*	53	Promoter (<=1kb)	9	26814804	26862299	47496	2	kcnc4	XM_073909918.1	697	gene-kcnc4	1.083338	-1.13899036727347	TRUE
NC_133183.1	26861690	26861829	140	*	32	Promoter (<=1kb)	9	26814804	26862299	47496	2	kcnc4	XM_073909918.1	470	gene-kcnc4	1.083338	-1.13899036727347	TRUE
NC_133183.1	30309165	30309352	188	*	26	5' UTR	9	30289617	30312559	22943	2	klhl12	NM_001007328.1	3207	gene-klhl12	7.918094	0.035818020833245	TRUE
NC_133183.1	32080142	32080204	63	*	16	Intron (NM_001305542.1/ptch1, intron 8 of 23)	9	32043114	32148341	105228	1	ptch1	NM_001305542.1	37028	gene-ptch1	13.4635555	0.29876872466262	TRUE
NC_133183.1	34708014	34708090	77	*	16	Promoter (<=1kb)	9	34707607	34880348	172742	1	hmcn2	XM_001920466.9	407	gene-hmcn2	4.6446275	-0.339759746404997	TRUE
NC_133183.1	35902700	35902791	92	*	32	Distal Intergenic	9	35936124	35938095	1972	1	LOC141375660	XR_012384452.1	-33333	gene-LOC141375660	0.9913005	-1.19332228828992	TRUE
NC_133183.1	35902844	35902948	105	*	33	Distal Intergenic	9	35936124	35938095	1972	1	LOC141375660	XR_012384452.1	-33176	gene-LOC141375660	0.9913005	-1.19332228828992	TRUE
NC_133183.1	40199277	40199328	52	*	15	Promoter (<=1kb)	9	40189409	40199674	10266	2	hpdb	NM_001003742.1	346	gene-hpdb	0.231284	-2.38630921392333	TRUE
NC_133183.1	47747862	47748105	244	*	23	Distal Intergenic	9	47942679	48008959	66281	1	lzts1	XM_009304165.4	-194574	gene-lzts1	4.4744235	-0.341158235692533	TRUE
NC_133183.1	48769200	48769381	182	*	37	Promoter (<=1kb)	9	48768703	48770178	1476	2	aplnra	NM_001075105.1	797	gene-aplnra	15.3235285	0.443082545506958	TRUE
NC_133183.1	51763968	51764098	131	*	24	Promoter (1-2kb)	9	51762844	51785484	22641	1	rflna	NM_001007031.2	1124	gene-rflna	1.358033	-1.18152966513491	TRUE
NC_133183.1	58023817	58023893	77	*	16	Intron (XM_001922892.9/prdm16, intron 2 of 16)	9	57830812	58307135	476324	1	prdm16	XM_001922892.9	193005	gene-prdm16	4.593579	-0.391050808461248	TRUE
NC_133183.1	58239368	58239453	86	*	15	Intron (XM_001922892.9/prdm16, intron 5 of 16)	9	57830812	58307135	476324	1	prdm16	XM_001922892.9	408556	gene-prdm16	4.593579	-0.391050808461248	TRUE
NC_133183.1	64008953	64009063	111	*	19	3' UTR	9	63991334	64009778	18445	1	mmp23ba	XM_009304336.4	17619	gene-mmp23ba	1.59163	-0.960284711200573	TRUE
NC_133183.1	64243670	64243733	64	*	15	5' UTR	9	64236339	64246293	9955	1	creld1b	XM_009304364.5	7331	gene-creld1b	4.9450245	-0.265411861095552	TRUE
NC_133183.1	64366819	64366916	98	*	16	Promoter (2-3kb)	9	64365242	64369305	4064	2	exorh	NM_131212.2	2389	gene-exorh	0.9755115	-1.19379601176296	TRUE
NC_133183.1	64367272	64367435	164	*	18	Promoter (1-2kb)	9	64365242	64369305	4064	2	exorh	NM_131212.2	1870	gene-exorh	0.9755115	-1.19379601176296	TRUE
NC_133183.1	64385474	64385576	103	*	15	Promoter (2-3kb)	9	64369757	64387634	17878	2	ift122	XM_073909272.1	2058	gene-ift122	7.4446745	-0.00862013586711816	TRUE
NC_133184.1	383632	383685	54	*	17	Promoter (<=1kb)	10	383164	390676	7513	1	bzw1b	XM_005167390.5	468	gene-bzw1b	177.718343	1.94364312401724	TRUE
NC_133184.1	1917786	1917863	78	*	26	Distal Intergenic	10	1928858	1931483	2626	2	LOC141376042	XR_012385099.1	13620	gene-LOC141376042	4.2079215	-0.332924767060149	TRUE
NC_133184.1	1962546	1962678	133	*	18	Promoter (<=1kb)	10	1961541	1963193	1653	2	hoxd9a	NM_131126.3	515	gene-hoxd9a	15.6613425	0.444643393405023	TRUE
NC_133184.1	1975270	1975530	261	*	20	Promoter (<=1kb)	10	1973354	1975626	2273	2	hoxd11a	NM_131167.1	96	gene-hoxd11a	3.9403495	-0.405329046644556	TRUE
NC_133184.1	1975575	1975740	166	*	36	Promoter (<=1kb)	10	1973354	1975626	2273	2	hoxd11a	NM_131167.1	0	gene-hoxd11a	3.9403495	-0.405329046644556	TRUE
NC_133184.1	2046186	2046264	79	*	21	Distal Intergenic	10	2018100	2043679	25580	1	lnpa	NM_199480.1	28086	gene-lnpa	25.515257	0.738188769146443	TRUE
NC_133184.1	3071471	3071537	67	*	16	Promoter (<=1kb)	10	3070748	3121441	50694	1	ppp1r9ala	XR_012385109.1	723	gene-ppp1r9ala	10.4441905	0.172591096388212	TRUE
NC_133184.1	4026694	4026757	64	*	17	Promoter (<=1kb)	10	3907584	4026763	119180	2	ubr3	XM_017357738.4	6	gene-ubr3	6.655334	-0.107288681636265	TRUE
NC_133184.1	4481626	4481683	58	*	14	3' UTR	10	4479574	4514310	34737	2	kcnj3a	XM_002663310.8	32627	gene-kcnj3a	0.330078	-2.03736009694541	TRUE
NC_133184.1	4547504	4547619	116	*	20	3' UTR	10	4546940	4614318	67379	2	galnt13	XM_002663311.8	66699	gene-galnt13	0.4057525	-1.7174720009036	TRUE
NC_133184.1	5215882	5215965	84	*	25	Distal Intergenic	10	5241712	5266387	24676	1	galnt5	XM_073912445.1	-25747	gene-galnt5	9.532235	0.121848551112425	TRUE
NC_133184.1	7760994	7761110	117	*	31	Promoter (<=1kb)	10	7753516	7761250	7735	2	tuba8l5	XM_005167445.6	140	gene-tuba8l5	19.319242	0.546463227002332	TRUE
