seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133178.1	32593644	32593705	62	*	20	3' UTR	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	139005	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32644287	32644393	107	*	18	Intron (XM_073944637.1/cacna1aa, intron 26 of 46)	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	88317	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32670541	32670656	116	*	26	Intron (XM_073944637.1/cacna1aa, intron 18 of 46)	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	62054	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32671027	32671100	74	*	17	Intron (XM_073944637.1/cacna1aa, intron 17 of 46)	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	61610	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32673470	32673540	71	*	27	Intron (XM_073944637.1/cacna1aa, intron 13 of 46)	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	59170	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32674084	32674150	67	*	15	Intron (XM_073944637.1/cacna1aa, intron 11 of 46)	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	58560	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32684397	32684490	94	*	23	Intron (XM_073944637.1/cacna1aa, intron 6 of 46)	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	48220	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32989196	32989407	212	*	19	Promoter (<=1kb)	4	32983057	32989919	6863	2	clpp	NM_001020684.1	512	gene-clpp	63.360849	1.29023787601906	TRUE
NC_133178.1	33031974	33032088	115	*	15	Promoter (1-2kb)	4	33026758	33033984	7227	2	yipf2	XM_068216643.1	1896	gene-yipf2	13.5125005	0.359772756866909	TRUE
NC_133178.1	33665800	33665867	68	*	15	Intron (NM_001166238.2/psmd11a, intron 8 of 12)	4	33658371	33673273	14903	2	psmd11a	NM_001166238.2	7406	gene-psmd11a	26.0208305	0.782173170544481	TRUE
NC_133178.1	34368247	34368485	239	*	33	Distal Intergenic	4	34389280	34389722	443	1	tnrc6a	NR_023338.1	-20795	gene-tnrc6a	57.279677	1.26864325586651	TRUE
NC_133178.1	34520981	34521081	101	*	20	Intron (XM_009299601.5/caskin1, intron 9 of 22)	4	34501693	34659798	158106	2	caskin1	XM_009299601.5	138717	gene-caskin1	1.4677205	-1.08065514053251	TRUE
NC_133178.1	34692233	34692295	63	*	19	5' UTR	4	34671043	34706311	35269	1	crlf3	NM_001017817.2	21190	gene-crlf3	25.7720525	0.759115325530901	TRUE
NC_133178.1	34696600	34696762	163	*	16	Intron (NM_001017817.2/crlf3, intron 5 of 8)	4	34671043	34706311	35269	1	crlf3	NM_001017817.2	25557	gene-crlf3	25.7720525	0.759115325530901	TRUE
NC_133178.1	34699273	34699328	56	*	16	Intron (NM_001017817.2/crlf3, intron 7 of 8)	4	34671043	34706311	35269	1	crlf3	NM_001017817.2	28230	gene-crlf3	25.7720525	0.759115325530901	TRUE
NC_133178.1	34885254	34885333	80	*	24	Intron (XM_009299532.5/rab11fip4a, intron 10 of 12)	4	34876576	34916659	40084	2	rab11fip4a	XM_009299532.5	31326	gene-rab11fip4a	7.5764695	-0.0441086813159466	TRUE
NC_133178.1	34885424	34885546	123	*	22	Intron (XM_009299532.5/rab11fip4a, intron 10 of 12)	4	34876576	34916659	40084	2	rab11fip4a	XM_009299532.5	31113	gene-rab11fip4a	7.5764695	-0.0441086813159466	TRUE
NC_133178.1	35022178	35022266	89	*	16	Intron (XM_005164042.5/slc16a3a, intron 2 of 4)	4	35017753	35028353	10601	1	slc16a3a	XM_005164042.5	4425	gene-slc16a3a	0.6447675	-1.45312914522253	TRUE
NC_133178.1	35098665	35098730	66	*	17	Intron (NM_001077759.1/gps1, intron 7 of 13)	4	35092551	35105280	12730	2	gps1	NM_001077759.1	6550	gene-gps1	59.2399155	1.25227512933676	TRUE
NC_133178.1	35178269	35178330	62	*	15	5' UTR	4	35171694	35187177	15484	1	slc16a6b	NM_001365238.1	6575	gene-slc16a6b	2.4373695	-0.7255229367649	TRUE
NC_133178.1	35264995	35265384	390	*	30	Intron (XM_073944751.1/cog1, intron 5 of 13)	4	35249163	35270275	21113	2	cog1	XM_073944751.1	4891	gene-cog1	8.4951745	0.0823023834808248	TRUE
NC_133178.1	35267408	35267540	133	*	28	Promoter (2-3kb)	4	35249163	35270275	21113	2	cog1	XM_073944751.1	2735	gene-cog1	8.4951745	0.0823023834808248	TRUE
NC_133178.1	35267714	35267888	175	*	30	Promoter (2-3kb)	4	35249163	35270275	21113	2	cog1	XM_073944751.1	2387	gene-cog1	8.4951745	0.0823023834808248	TRUE
NC_133178.1	35281489	35281592	104	*	24	Intron (XR_012397580.1/rogdi, intron 10 of 10)	4	35278548	35291155	12608	2	rogdi	XR_012397580.1	9563	gene-rogdi	10.1248795	0.165518035741196	TRUE
NC_133178.1	35288071	35288277	207	*	17	Promoter (2-3kb)	4	35278548	35291155	12608	2	rogdi	XR_012397580.1	2878	gene-rogdi	10.1248795	0.165518035741196	TRUE
NC_133178.1	35318353	35318404	52	*	15	Intron (NM_001137666.1/ppl, intron 13 of 21)	4	35310348	35332590	22243	2	ppl	NM_001137666.1	14186	gene-ppl	57.7176255	1.25805439368247	TRUE
NC_133178.1	35544161	35544302	142	*	26	Promoter (2-3kb)	4	35541754	35544877	3124	1	LOC141381241	XR_012401111.1	2407	gene-LOC141381241	0.6254355	-1.47135856775579	TRUE
NC_133178.1	35572786	35572941	156	*	33	5' UTR	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	7997	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	35574293	35574382	90	*	20	5' UTR	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	9504	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	35574689	35574781	93	*	25	5' UTR	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	9900	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	35577821	35577905	85	*	16	5' UTR	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	13032	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	35580726	35580872	147	*	24	Intron (XM_001341859.9/abcc1, intron 17 of 30)	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	15937	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	35590256	35590342	87	*	21	Intron (XM_001341859.9/abcc1, intron 26 of 30)	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	25467	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	35675560	35675647	88	*	19	Intron (XM_003198146.7/abcc6b.2, intron 25 of 30)	4	35670848	35690071	19224	2	abcc6b.2	XM_003198146.7	14424	gene-abcc6b.2	1.857497	-0.812594609022471	TRUE
NC_133178.1	35676026	35676141	116	*	22	Intron (XM_003198146.7/abcc6b.2, intron 23 of 30)	4	35670848	35690071	19224	2	abcc6b.2	XM_003198146.7	13930	gene-abcc6b.2	1.857497	-0.812594609022471	TRUE
NC_133178.1	35676698	35676838	141	*	24	Intron (XM_003198146.7/abcc6b.2, intron 21 of 30)	4	35670848	35690071	19224	2	abcc6b.2	XM_003198146.7	13233	gene-abcc6b.2	1.857497	-0.812594609022471	TRUE
NC_133178.1	35679405	35679455	51	*	15	Intron (XM_003198146.7/abcc6b.2, intron 16 of 30)	4	35670848	35690071	19224	2	abcc6b.2	XM_003198146.7	10616	gene-abcc6b.2	1.857497	-0.812594609022471	TRUE
NC_133178.1	35898669	35898772	104	*	24	Intron (XM_694923.10/si:ch211-18i17.2, intron 5 of 12)	4	35838747	35921873	83127	1	si:ch211-18i17.2	XM_694923.10	59922	gene-si:ch211-18i17.2	5.8794355	-0.162151503880721	TRUE
NC_133178.1	36554444	36554481	38	*	14	Intron (NM_001328037.1/gpatch8, intron 2 of 7)	4	36533322	36569700	36379	2	gpatch8	NM_001328037.1	15219	gene-gpatch8	22.02813	0.626017220779023	TRUE
NC_133178.1	36697919	36698039	121	*	17	Intron (XM_073938693.1/asic2, intron 3 of 3)	4	36685752	37073288	387537	1	asic2	XM_073938693.1	12167	gene-asic2	0.274743	-1.9951218330348	TRUE
NC_133178.1	37553249	37553395	147	*	20	Intron (XM_009299665.5/mpp3a, intron 6 of 17)	4	37522145	37567148	45004	2	mpp3a	XM_009299665.5	13753	gene-mpp3a	2.5287075	-0.725446535703106	TRUE
NC_133178.1	37555200	37555321	122	*	19	Intron (XM_009299665.5/mpp3a, intron 4 of 17)	4	37522145	37567148	45004	2	mpp3a	XM_009299665.5	11827	gene-mpp3a	2.5287075	-0.725446535703106	TRUE
NC_133178.1	38054108	38054173	66	*	21	Intron (XM_021474702.3/svilc, intron 29 of 29)	4	38053703	38118052	64350	2	svilc	XM_021474702.3	63879	gene-svilc	5.8313565	-0.160869649504149	TRUE
NC_133178.1	38188864	38188926	63	*	15	Intron (NM_001020480.1/nmt1a, intron 9 of 11)	4	38183744	38204647	20904	2	nmt1a	NM_001020480.1	15721	gene-nmt1a	85.1274575	1.44778075889771	TRUE
NC_133178.1	38190185	38190303	119	*	27	Intron (NM_001020480.1/nmt1a, intron 8 of 11)	4	38183744	38204647	20904	2	nmt1a	NM_001020480.1	14344	gene-nmt1a	85.1274575	1.44778075889771	TRUE
NC_133178.1	38195885	38196010	126	*	29	Intron (NM_001020480.1/nmt1a, intron 6 of 11)	4	38183744	38204647	20904	2	nmt1a	NM_001020480.1	8637	gene-nmt1a	85.1274575	1.44778075889771	TRUE
NC_133178.1	38261808	38261964	157	*	17	3' UTR	4	38258186	38295926	37741	2	arhgap23a	XM_005164175.6	33962	gene-arhgap23a	7.856045	-0.00834830749464177	TRUE
NC_133178.1	39011060	39011153	94	*	18	Intron (XM_073944912.1/myo15aa, intron 61 of 64)	4	39004042	39087269	83228	2	myo15aa	XM_073944912.1	76116	gene-myo15aa	0.2674895	-2.08404461666352	TRUE
NC_133178.1	39102093	39102184	92	*	17	3' UTR	4	39101467	39110511	9045	2	drg2	NM_212638.1	8327	gene-drg2	46.1062605	1.12064734647867	TRUE
NC_133178.1	39141447	39141603	157	*	22	Intron (NM_001033718.1/znf598, intron 4 of 11)	4	39133031	39150312	17282	2	znf598	NM_001033718.1	8709	gene-znf598	13.216569	0.3217333248916	TRUE
NC_133178.1	39170137	39170331	195	*	17	Intron (NM_001257146.1/flii, intron 9 of 29)	4	39155244	39180455	25212	2	flii	NM_001257146.1	10124	gene-flii	16.8731165	0.431676795517318	TRUE
NC_133178.1	39174165	39174251	87	*	24	Intron (NM_001257146.1/flii, intron 4 of 29)	4	39155244	39180455	25212	2	flii	NM_001257146.1	6204	gene-flii	16.8731165	0.431676795517318	TRUE
NC_133178.1	39232773	39232869	97	*	18	Promoter (<=1kb)	4	39232688	39235433	2746	1	bud31	NM_001003860.1	85	gene-bud31	178.371805	1.95618450819353	TRUE
NC_133178.1	39233091	39233220	130	*	18	Promoter (<=1kb)	4	39232688	39235433	2746	1	bud31	NM_001003860.1	403	gene-bud31	178.371805	1.95618450819353	TRUE
NC_133178.1	39480386	39480457	72	*	27	3' UTR	4	39480312	39485288	4977	2	actb2	NM_181601.5	4831	gene-actb2	2831.8634895	3.62691156193765	TRUE
NC_133178.1	39531584	39531791	208	*	40	Promoter (<=1kb)	4	39530836	39543266	12431	1	fscn1a	NM_001076560.1	748	gene-fscn1a	75.792634	1.41619393035471	TRUE
NC_133178.1	39538600	39538731	132	*	17	Intron (NM_001076560.1/fscn1a, intron 3 of 4)	4	39530836	39543266	12431	1	fscn1a	NM_001076560.1	7764	gene-fscn1a	75.792634	1.41619393035471	TRUE
NC_133178.1	39601840	39601931	92	*	21	Intron (XM_068219338.2/rnf216, intron 12 of 17)	4	39559527	39619332	59806	2	rnf216	XM_068219338.2	17401	gene-rnf216	8.8553765	0.072782075603023	TRUE
NC_133178.1	39722724	39722796	73	*	22	Promoter (<=1kb)	4	39644685	39722956	78272	2	smurf1	NM_001001943.1	160	gene-smurf1	7.037729	-0.0665017278804136	TRUE
NC_133178.1	39754529	39754591	63	*	17	5' UTR	4	39750840	39759186	8347	1	arpc1a	NM_201343.2	3689	gene-arpc1a	163.128205	1.88228020054928	TRUE
NC_133178.1	39754672	39754783	112	*	23	Intron (NM_201343.2/arpc1a, intron 2 of 9)	4	39750840	39759186	8347	1	arpc1a	NM_201343.2	3832	gene-arpc1a	163.128205	1.88228020054928	TRUE
NC_133178.1	39769029	39769158	130	*	17	Intron (NM_213156.1/arpc1b, intron 2 of 9)	4	39763779	39775210	11432	1	arpc1b	NM_213156.1	5250	gene-arpc1b	11.24002	0.202676746741199	TRUE
NC_133178.1	39780581	39780698	118	*	20	Intron (XM_005164125.6/wipi2, intron 9 of 11)	4	39775345	39792107	16763	2	wipi2	XM_005164125.6	11409	gene-wipi2	29.1862385	0.833999124652383	TRUE
NC_133178.1	39783482	39783582	101	*	16	Intron (XM_005164125.6/wipi2, intron 5 of 11)	4	39775345	39792107	16763	2	wipi2	XM_005164125.6	8525	gene-wipi2	29.1862385	0.833999124652383	TRUE
NC_133178.1	39791854	39791942	89	*	19	Promoter (<=1kb)	4	39775345	39792107	16763	2	wipi2	XM_005164125.6	165	gene-wipi2	29.1862385	0.833999124652383	TRUE
NC_133178.1	39868522	39868616	95	*	18	Intron (NM_199902.1/foxk1, intron 5 of 8)	4	39857024	39887926	30903	2	foxk1	NM_199902.1	19310	gene-foxk1	12.660874	0.310649905262217	TRUE
NC_133178.1	39968512	39968618	107	*	17	Intron (XM_009299693.5/sdk1a, intron 42 of 45)	4	39956857	40491135	534279	2	sdk1a	XM_009299693.5	522517	gene-sdk1a	0.545714	-1.75084736773659	TRUE
NC_133178.1	40705888	40705948	61	*	16	Intron (NM_001013277.2/gna12a, intron 2 of 3)	4	40654722	40711530	56809	1	gna12a	NM_001013277.2	51166	gene-gna12a	8.540839	0.0681524048477998	TRUE
NC_133178.1	40945429	40945487	59	*	17	Intron (NM_130971.2/lfng, intron 1 of 7)	4	40885127	40979922	94796	2	LOC141381264	XR_012401171.1	34435	gene-LOC141381264	2.821215	-0.537797501173313	TRUE
NC_133178.1	41132972	41133052	81	*	16	Intron (NM_001326490.1/snx8a, intron 9 of 12)	4	41113080	41144676	31597	1	snx8a	NM_001326490.1	19892	gene-snx8a	5.1816725	-0.258605950764553	TRUE
NC_133178.1	42040776	42040828	53	*	15	Promoter (1-2kb)	4	42039711	42103175	63465	1	ints1	XM_003198152.7	1065	gene-ints1	9.048691	0.0824078397212244	TRUE
NC_133178.1	42045727	42045836	110	*	17	Intron (XM_003198152.7/ints1, intron 6 of 47)	4	42039711	42103175	63465	1	ints1	XM_003198152.7	6016	gene-ints1	9.048691	0.0824078397212244	TRUE
NC_133178.1	42441572	42441653	82	*	23	Promoter (2-3kb)	4	42438864	42445685	6822	1	zfand2a	XM_009299701.5	2708	gene-zfand2a	22.245347	0.686343064123684	TRUE
NC_133178.1	42445366	42445657	292	*	20	Intron (XM_009299701.5/zfand2a, intron 4 of 4)	4	42438864	42445685	6822	1	zfand2a	XM_009299701.5	6502	gene-zfand2a	22.245347	0.686343064123684	TRUE
NC_133178.1	42851460	42851538	79	*	16	Intron (XM_073938490.1/zc3h7a, intron 6 of 22)	4	42844759	42878714	33956	1	zc3h7a	XM_073938490.1	6701	gene-zc3h7a	19.115522	0.552909370082673	TRUE
NC_133178.1	43015726	43015841	116	*	19	Intron (XM_005164210.6/ubfd1, intron 5 of 6)	4	43011833	43025957	14125	2	ubfd1	XM_005164210.6	10116	gene-ubfd1	20.318362	0.605500807536575	TRUE
NC_133178.1	44359867	44359949	83	*	16	Intron (XM_005164228.6/usp31, intron 9 of 16)	4	44342598	44396782	54185	2	usp31	XM_005164228.6	36833	gene-usp31	2.6993605	-0.627563803473687	TRUE
NC_133178.1	44362303	44362442	140	*	18	Intron (XM_005164228.6/usp31, intron 5 of 16)	4	44342598	44396782	54185	2	usp31	XM_005164228.6	34340	gene-usp31	2.6993605	-0.627563803473687	TRUE
NC_133178.1	44375407	44375478	72	*	17	5' UTR	4	44342598	44396782	54185	2	usp31	XM_005164228.6	21304	gene-usp31	2.6993605	-0.627563803473687	TRUE
NC_133178.1	44395620	44395734	115	*	33	Promoter (<=1kb)	4	44395621	44404285	8665	1	LOC141381271	XR_012401182.1	0	gene-LOC141381271	0.0788205	-2.77014513659262	TRUE
NC_133178.1	44437540	44437616	77	*	15	Intron (XM_068217664.2/pdpk1a, intron 13 of 13)	4	44433615	44458672	25058	2	pdpk1a	XM_068217664.2	21056	gene-pdpk1a	1.10507	-1.19804244472505	TRUE
NC_133178.1	44442070	44442153	84	*	18	Intron (XM_068217664.2/pdpk1a, intron 8 of 13)	4	44433615	44458672	25058	2	pdpk1a	XM_068217664.2	16519	gene-pdpk1a	1.10507	-1.19804244472505	TRUE
NC_133178.1	45546845	45546928	84	*	17	Promoter (1-2kb)	4	45545486	45548081	2596	2	snrnp25	NM_001017690.1	1153	gene-snrnp25	24.3831725	0.727729604414869	TRUE
NC_133178.1	45910457	45910549	93	*	16	Intron (XM_009299744.5/pde4a, intron 9 of 14)	4	45798335	45922373	124039	1	pde4a	XM_009299744.5	112122	gene-pde4a	0.539288	-1.6749627040534	TRUE
NC_133178.1	45969449	45969515	67	*	17	Intron (XR_012401199.1/LOC103910324, intron 1 of 1)	4	45966316	45976940	10625	1	LOC103910324	XR_012401199.1	3133	gene-LOC103910324	0.254262	-2.4743124772485	TRUE
NC_133178.1	48242773	48242831	59	*	17	Intron (XR_012399864.1/dnm2a, intron 3 of 15)	4	48208909	48263623	54715	1	dnm2a	XR_012399864.1	33864	gene-dnm2a	13.6815965	0.345662757694657	TRUE
NC_133178.1	48248462	48248609	148	*	26	Intron (XR_012399864.1/dnm2a, intron 6 of 15)	4	48208909	48263623	54715	1	dnm2a	XR_012399864.1	39553	gene-dnm2a	13.6815965	0.345662757694657	TRUE
NC_133178.1	50218276	50218359	84	*	17	Intron (XM_005163776.6/gipc1, intron 2 of 6)	4	50207920	50225124	17205	2	gipc1	XM_005163776.6	6765	gene-gipc1	5.691401	-0.215518540644783	TRUE
NC_133178.1	51591811	51592040	230	*	24	Promoter (<=1kb)	4	51590183	51592341	2159	2	rcvrna	NM_001030248.1	301	gene-rcvrna	0.5954655	-1.40204071111193	TRUE
NC_133178.1	54434266	54434355	90	*	19	Promoter (<=1kb)	4	54417781	54434906	17126	2	aatka	XM_021474742.3	551	gene-aatka	0.7716985	-1.48145582955798	TRUE
NC_133178.1	55319359	55319407	49	*	14	Intron (XM_073945053.1/gmip, intron 15 of 21)	4	55272925	55338442	65518	1	gmip	XM_073945053.1	46434	gene-gmip	0.645402	-1.45433380000994	TRUE
NC_133178.1	55803095	55803214	120	*	18	Intron (NM_213289.1/stxbp2, intron 14 of 18)	4	55778653	55812788	34136	1	stxbp2	NM_213289.1	24442	gene-stxbp2	12.823879	0.310999567547385	TRUE
NC_133178.1	55870401	55870535	135	*	22	Intron (NM_001044783.1/xab2, intron 10 of 18)	4	55855549	55889113	33565	1	xab2	NM_001044783.1	14852	gene-xab2	26.0812245	0.747039048375823	TRUE
NC_133178.1	55885252	55885341	90	*	16	Intron (NM_001044783.1/xab2, intron 16 of 18)	4	55855549	55889113	33565	1	xab2	NM_001044783.1	29703	gene-xab2	26.0812245	0.747039048375823	TRUE
NC_133178.1	56058213	56058360	148	*	27	Intron (NM_131549.2/notch3, intron 29 of 32)	4	56055121	56088529	33409	2	notch3	NM_131549.2	30169	gene-notch3	35.601251	0.852723972986601	TRUE
NC_133178.1	56060542	56060660	119	*	21	Intron (NM_131549.2/notch3, intron 22 of 32)	4	56055121	56088529	33409	2	notch3	NM_131549.2	27869	gene-notch3	35.601251	0.852723972986601	TRUE
NC_133178.1	56062345	56062435	91	*	18	Intron (NM_131549.2/notch3, intron 21 of 32)	4	56055121	56088529	33409	2	notch3	NM_131549.2	26094	gene-notch3	35.601251	0.852723972986601	TRUE
NC_133178.1	56354757	56354824	68	*	14	Intron (XM_021469216.3/col5a3a, intron 2 of 65)	4	56308736	56456817	148082	1	col5a3a	XM_021469216.3	46021	gene-col5a3a	8.494381	0.0557785822272626	TRUE
NC_133178.1	56432601	56432663	63	*	15	Intron (XM_021469216.3/col5a3a, intron 43 of 65)	4	56308736	56456817	148082	1	col5a3a	XM_021469216.3	123865	gene-col5a3a	8.494381	0.0557785822272626	TRUE
NC_133178.1	56763732	56763794	63	*	15	Intron (NM_212717.1/olfm2a, intron 3 of 5)	4	56549395	56774856	225462	1	olfm2a	NM_212717.1	214337	gene-olfm2a	1.420008	-0.959542540441564	TRUE
NC_133178.1	57148733	57148842	110	*	18	Intron (NM_131189.2/dnmt1, intron 10 of 33)	4	57137395	57153383	15989	2	dnmt1	NM_131189.2	4541	gene-dnmt1	53.359408	1.18321976804689	TRUE
NC_133178.1	57148954	57149053	100	*	18	Intron (NM_131189.2/dnmt1, intron 9 of 33)	4	57137395	57153383	15989	2	dnmt1	NM_131189.2	4330	gene-dnmt1	53.359408	1.18321976804689	TRUE
NC_133178.1	57153393	57153427	35	*	15	Promoter (<=1kb)	4	57137395	57153394	16000	2	dnmt1	XM_017353152.3	0	gene-dnmt1	53.359408	1.18321976804689	TRUE
NC_133178.1	57403200	57403319	120	*	23	Intron (NM_001144782.1/mgrn1b, intron 10 of 15)	4	57395490	57418367	22878	1	mgrn1b	NM_001144782.1	7710	gene-mgrn1b	7.000837	-0.113385118446172	TRUE
NC_133178.1	57457034	57457120	87	*	21	Intron (NM_001002228.1/rhbdf1a, intron 10 of 17)	4	57442825	57539821	96997	2	rhbdf1a	NM_001002228.1	82701	gene-rhbdf1a	12.8309535	0.310162526406999	TRUE
NC_133178.1	57460201	57460256	56	*	16	Intron (NM_001002228.1/rhbdf1a, intron 7 of 17)	4	57442825	57539821	96997	2	rhbdf1a	NM_001002228.1	79565	gene-rhbdf1a	12.8309535	0.310162526406999	TRUE
NC_133178.1	57585970	57586074	105	*	18	Intron (NM_001082850.2/mpg, intron 2 of 2)	4	57578564	57590052	11489	1	mpg	NM_001082850.2	7406	gene-mpg	1.5280555	-0.970773599331265	TRUE
NC_133178.1	57604383	57604418	36	*	14	Intron (XM_073942636.1/nprl3, intron 9 of 15)	4	57590132	57626902	36771	2	nprl3	XM_073942636.1	22484	gene-nprl3	6.7744685	-0.0972240163595927	TRUE
NC_133178.1	57771164	57771248	85	*	18	Intron (XM_068219442.2/dock6, intron 48 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	106282	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	57782445	57782570	126	*	19	Intron (XM_068219442.2/dock6, intron 41 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	94960	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	57784922	57785119	198	*	40	Intron (XM_068219442.2/dock6, intron 40 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	92411	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	57792853	57792915	63	*	17	Intron (XM_068219442.2/dock6, intron 34 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	84615	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	57793040	57793154	115	*	24	Intron (XM_068219442.2/dock6, intron 33 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	84376	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	57804800	57804904	105	*	23	Intron (XM_068219442.2/dock6, intron 28 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	72626	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	57820783	57820945	163	*	31	Intron (XM_068219442.2/dock6, intron 19 of 49)	4	57765678	57877530	111853	2	dock6	XM_068219442.2	56585	gene-dock6	6.554889	-0.117408482984447	TRUE
NC_133178.1	59357197	59357284	88	*	16	Distal Intergenic	4	59362357	59381954	19598	2	axin2	NM_131561.1	24670	gene-axin2	31.7385405	0.865062126382582	TRUE
NC_133178.1	59364661	59364756	96	*	16	Intron (NM_131561.1/axin2, intron 10 of 10)	4	59362357	59381954	19598	2	axin2	NM_131561.1	17198	gene-axin2	31.7385405	0.865062126382582	TRUE
NC_133178.1	59369970	59370104	135	*	20	Intron (NM_131561.1/axin2, intron 8 of 10)	4	59362357	59381954	19598	2	axin2	NM_131561.1	11850	gene-axin2	31.7385405	0.865062126382582	TRUE
NC_133178.1	60071997	60072099	103	*	18	Intron (XM_009299809.5/prkcab, intron 16 of 17)	4	59772118	60085712	313595	1	prkcab	XM_009299809.5	299879	gene-prkcab	0.1279915	-2.6357243181769	TRUE
NC_133178.1	61054011	61054069	59	*	16	Intron (XM_073945162.1/hid1a, intron 15 of 18)	4	61044221	61099840	55620	2	hid1a	XM_073945161.1	45771	gene-hid1a	0.97013	-1.27727362776986	TRUE
NC_133178.1	61054227	61054289	63	*	15	Intron (XM_073945161.1/hid1a, intron 14 of 17)	4	61044221	61099840	55620	2	hid1a	XM_073945161.1	45551	gene-hid1a	0.97013	-1.27727362776986	TRUE
NC_133178.1	61099702	61099771	70	*	14	Promoter (<=1kb)	4	61044221	61099840	55620	2	hid1a	XM_073945161.1	69	gene-hid1a	0.97013	-1.27727362776986	TRUE
NC_133178.1	61426381	61426419	39	*	14	Promoter (<=1kb)	4	61425456	61453080	27625	1	fscn2a	XM_017354598.4	925	gene-fscn2a	0.473815	-1.68660965351065	TRUE
NC_133178.1	61807691	61807807	117	*	24	Intron (NM_001305580.1/usp36, intron 9 of 20)	4	61787041	61834191	47151	2	usp36	NM_001305580.1	26384	gene-usp36	16.4593335	0.460969776463356	TRUE
NC_133178.1	61812056	61812143	88	*	19	5' UTR	4	61787041	61834191	47151	2	usp36	NM_001305580.1	22048	gene-usp36	16.4593335	0.460969776463356	TRUE
NC_133178.1	61816367	61816484	118	*	30	5' UTR	4	61787041	61834191	47151	2	usp36	NM_001305580.1	17707	gene-usp36	16.4593335	0.460969776463356	TRUE
NC_133178.1	61818508	61818702	195	*	40	5' UTR	4	61787041	61834191	47151	2	usp36	NM_001305580.1	15489	gene-usp36	16.4593335	0.460969776463356	TRUE
NC_133178.1	62180486	62180643	158	*	31	Intron (NM_001161654.1/notum1a, intron 8 of 10)	4	62153708	62183780	30073	1	notum1a	NM_001161654.1	26778	gene-notum1a	7.778239	-0.0067117590514133	TRUE
NC_133178.1	62350942	62351096	155	*	17	Intron (XM_003198186.6/si:ch211-256e16.3, intron 4 of 10)	4	62338286	62361948	23663	1	si:ch211-256e16.3	XM_003198186.6	12656	gene-si:ch211-256e16.3	2.9654555	-0.628750635593082	TRUE
NC_133178.1	63001125	63001167	43	*	14	Intron (XR_012396829.1/radil2a, intron 16 of 16)	4	62991197	63019351	28155	1	LOC141381313	XM_073945148.1	9928	gene-LOC141381313	0.1029425	-2.63900475315329	TRUE
NC_133178.1	63033176	63033218	43	*	14	Intron (XR_012396829.1/radil2a, intron 16 of 16)	4	63023065	63061710	38646	1	LOC141381312	XM_073945144.1	10111	gene-LOC141381312	0.2531145	-1.95799020800489	TRUE
NC_133178.1	63100357	63100425	69	*	15	Intron (XR_012396829.1/radil2a, intron 10 of 16)	4	62989107	63145144	156038	2	radil2a	XR_012396829.1	44719	gene-radil2a	2.915358	-0.611065034979718	TRUE
