cne_chr	cne_start	cne_end	cne_phastcons	atac_chr	atac_start	atac_end	atac_peak_name	atac_score
NC_133181.1	62767710	62767777	15	NC_133181.1	62766730	62767978	Interval_61962	0
NC_133181.1	63222047	63222184	23	NC_133181.1	63220928	63223425	Interval_62069	0
NC_133181.1	63243445	63243554	20	NC_133181.1	63243451	63243756	Interval_62073	0
NC_133198.1	647360	647470	17	NC_133198.1	647157	647856	Interval_207956	0
NC_133198.1	737658	737790	17	NC_133198.1	737463	737964	Interval_207974	0
NC_133198.1	1302871	1303057	30	NC_133198.1	1302899	1303716	Interval_208075	0
NC_133198.1	1365588	1365991	25	NC_133198.1	1364977	1366165	Interval_208089	0
NC_133198.1	1543543	1543635	18	NC_133198.1	1543524	1544229	Interval_208136	0
NC_133198.1	2867031	2867089	16	NC_133198.1	2866959	2867627	Interval_208383	0
NC_133198.1	4299642	4299695	15	NC_133198.1	4299637	4300039	Interval_208705	0
NC_133198.1	4648148	4648231	16	NC_133198.1	4648031	4648235	Interval_208763	0
NC_133198.1	4664542	4664641	21	NC_133198.1	4663058	4664792	Interval_208766	0
NC_133198.1	4886736	4886878	19	NC_133198.1	4886403	4887799	Interval_208796	0
NC_133198.1	5577471	5577540	23	NC_133198.1	5577328	5577934	Interval_208923	0
NC_133198.1	5584808	5584897	18	NC_133198.1	5584863	5585229	Interval_208924	0
NC_133198.1	7611054	7611215	19	NC_133198.1	7610922	7611826	Interval_209284	0
NC_133198.1	7665899	7665973	18	NC_133198.1	7665832	7666740	Interval_209292	0
NC_133198.1	7666009	7666053	15	NC_133198.1	7665832	7666740	Interval_209292	0
NC_133198.1	7666201	7666300	20	NC_133198.1	7665832	7666740	Interval_209292	0
NC_133198.1	9000602	9000678	15	NC_133198.1	9000065	9000902	Interval_209521	0
NC_133198.1	10690273	10690439	17	NC_133198.1	10690267	10690503	Interval_209767	0
NC_133198.1	12706276	12706706	35	NC_133198.1	12706261	12706529	Interval_210081	0
NC_133198.1	12708707	12708997	28	NC_133198.1	12708683	12709402	Interval_210082	0
NC_133198.1	15128114	15128216	19	NC_133198.1	15127962	15128194	Interval_210236	0
NC_133198.1	16539280	16539358	16	NC_133198.1	16539254	16539545	Interval_210418	0
NC_133198.1	16813119	16813296	23	NC_133198.1	16813117	16813298	Interval_210464	0
NC_133198.1	17380555	17380703	22	NC_133198.1	17380600	17381181	Interval_210563	0
NC_133198.1	17380863	17380985	24	NC_133198.1	17380600	17381181	Interval_210563	0
NC_133198.1	19591275	19591334	16	NC_133198.1	19590865	19591920	Interval_210714	0
NC_133198.1	20712820	20712935	16	NC_133198.1	20712884	20714090	Interval_210875	0
NC_133198.1	21239485	21240234	61	NC_133198.1	21239615	21240094	Interval_210926	0
NC_133198.1	22057307	22057389	28	NC_133198.1	22056490	22057862	Interval_211035	0
NC_133198.1	22057750	22057832	25	NC_133198.1	22056490	22057862	Interval_211035	0
NC_133198.1	22429609	22429684	15	NC_133198.1	22429587	22429763	Interval_211070	0
NC_133198.1	22708770	22708912	21	NC_133198.1	22708409	22708918	Interval_211104	0
NC_133198.1	23116667	23116808	17	NC_133198.1	23116368	23116689	Interval_211141	0
NC_133198.1	23776222	23776351	21	NC_133198.1	23774442	23776524	Interval_211198	0
NC_133198.1	23822960	23823019	15	NC_133198.1	23822953	23823250	Interval_211210	0
NC_133198.1	24648638	24648741	17	NC_133198.1	24648421	24648651	Interval_211285	0
NC_133198.1	25340956	25341067	18	NC_133198.1	25340903	25341105	Interval_211341	0
NC_133198.1	25855138	25855289	35	NC_133198.1	25854665	25855802	Interval_211420	0
NC_133198.1	26310192	26310284	19	NC_133198.1	26310211	26310897	Interval_211500	0
NC_133198.1	27633025	27633130	18	NC_133198.1	27632712	27633608	Interval_211674	0
NC_133198.1	29020061	29020176	22	NC_133198.1	29020037	29022186	Interval_211803	0
NC_133198.1	30300994	30301065	22	NC_133198.1	30301043	30301521	Interval_211932	0
NC_133198.1	30738289	30738348	14	NC_133198.1	30738102	30739224	Interval_211982	0
NC_133198.1	31292252	31292366	17	NC_133198.1	31290887	31292406	Interval_212068	0
NC_133198.1	31393212	31393380	21	NC_133198.1	31393010	31393689	Interval_212081	0
NC_133198.1	31483115	31483234	19	NC_133198.1	31483045	31483304	Interval_212089	0
NC_133198.1	31908649	31908758	30	NC_133198.1	31908071	31909343	Interval_212144	0
NC_133198.1	32046032	32046169	22	NC_133198.1	32045765	32046239	Interval_212177	0
NC_133198.1	32389680	32389768	15	NC_133198.1	32389331	32389729	Interval_212211	0
NC_133198.1	33014849	33014966	26	NC_133198.1	33014245	33015093	Interval_212280	0
NC_133198.1	35324549	35324754	31	NC_133198.1	35324616	35325384	Interval_212591	0
NC_133198.1	36448411	36448490	19	NC_133198.1	36448400	36448599	Interval_212790	0
NC_133198.1	38901662	38901751	18	NC_133198.1	38901203	38901681	Interval_213157	0
NC_133198.1	39150904	39150975	18	NC_133198.1	39150863	39151878	Interval_213208	0
NC_133198.1	39199616	39199759	17	NC_133198.1	39198899	39200218	Interval_213222	0
NC_133198.1	39210774	39210809	14	NC_133198.1	39210619	39210884	Interval_213225	0
NC_133198.1	39597368	39597494	18	NC_133198.1	39597262	39598121	Interval_213301	0
NC_133198.1	39757304	39757453	22	NC_133198.1	39757110	39758114	Interval_213314	0
NC_133198.1	39903457	39903618	27	NC_133198.1	39903396	39903669	Interval_213327	0
NC_133198.1	39949958	39950171	18	NC_133198.1	39949794	39950399	Interval_213332	0
NC_133198.1	40497307	40497380	15	NC_133198.1	40497178	40499748	Interval_213419	0
NC_133198.1	41172084	41172336	23	NC_133198.1	41172240	41173002	Interval_213545	0
NC_133198.1	42256466	42256534	18	NC_133198.1	42256474	42256761	Interval_213797	0
NC_133198.1	42312201	42312279	16	NC_133198.1	42311811	42312255	Interval_213809	0
NC_133198.1	42743056	42743213	22	NC_133198.1	42743141	42743581	Interval_213905	0
NC_133198.1	42748758	42748839	16	NC_133198.1	42748681	42748914	Interval_213907	0
NC_133198.1	42799017	42799073	14	NC_133198.1	42799017	42799702	Interval_213914	0
NC_133198.1	42920010	42920081	16	NC_133198.1	42919845	42921277	Interval_213940	0
NC_133198.1	43757294	43757362	17	NC_133198.1	43756611	43757382	Interval_214118	0
NC_133198.1	43976453	43976658	23	NC_133198.1	43975451	43976705	Interval_214169	0
NC_133198.1	44645870	44646010	19	NC_133198.1	44645655	44645907	Interval_214338	0
NC_133198.1	44658406	44658522	17	NC_133198.1	44657521	44659022	Interval_214341	0
NC_133198.1	46350456	46350629	26	NC_133198.1	46349865	46350708	Interval_214777	0
NC_133198.1	47233054	47233090	15	NC_133198.1	47231814	47233378	Interval_214995	0
NC_133198.1	47243438	47243585	19	NC_133198.1	47243487	47244258	Interval_214997	0
NC_133198.1	47260180	47260252	16	NC_133198.1	47260205	47260578	Interval_215001	0
NC_133198.1	47278293	47278348	15	NC_133198.1	47278104	47278319	Interval_215006	0
NC_133198.1	47961690	47961869	32	NC_133198.1	47961057	47961906	Interval_215139	0
NC_133198.1	48532107	48532263	22	NC_133198.1	48532045	48532235	Interval_215253	0
NC_133198.1	48794136	48794402	25	NC_133198.1	48794213	48795401	Interval_215305	0
NC_133198.1	48795243	48795306	14	NC_133198.1	48794213	48795401	Interval_215305	0
NC_133198.1	49057837	49057980	25	NC_133198.1	49057148	49058247	Interval_215361	0
NC_133198.1	49876718	49876837	16	NC_133198.1	49876436	49876969	Interval_215548	0
NC_133198.1	49877992	49878114	16	NC_133198.1	49877669	49878103	Interval_215549	0
NC_133198.1	49880225	49880314	15	NC_133198.1	49879991	49880524	Interval_215550	0
NC_133198.1	50063847	50063959	20	NC_133198.1	50063677	50064727	Interval_215586	0
NC_133185.1	595611	595721	25	NC_133185.1	594825	595771	Interval_96216	0
NC_133185.1	933281	933413	17	NC_133185.1	933283	933579	Interval_96276	0
NC_133185.1	1696718	1696859	25	NC_133185.1	1695844	1696840	Interval_96452	0
NC_133185.1	1698988	1699151	16	NC_133185.1	1699088	1699697	Interval_96453	0
NC_133185.1	2738592	2738691	17	NC_133185.1	2738510	2738741	Interval_96647	0
NC_133185.1	3563618	3563720	16	NC_133185.1	3563327	3564417	Interval_96749	0
NC_133185.1	4570578	4570680	16	NC_133185.1	4570306	4572460	Interval_96917	0
NC_133185.1	8461633	8461935	54	NC_133185.1	8461692	8462758	Interval_97315	0
NC_133185.1	8786363	8786467	16	NC_133185.1	8786400	8786882	Interval_97335	0
NC_133185.1	9187862	9188005	23	NC_133185.1	9186525	9189278	Interval_97384	0
NC_133185.1	9977181	9977243	21	NC_133185.1	9975322	9977258	Interval_97461	0
NC_133185.1	10496563	10496632	15	NC_133185.1	10496630	10496958	Interval_97532	0
NC_133185.1	10814832	10815713	84	NC_133185.1	10814844	10815699	Interval_97592	0
NC_133185.1	10904240	10904343	16	NC_133185.1	10903872	10904251	Interval_97610	0
NC_133185.1	10907218	10907341	18	NC_133185.1	10907166	10907518	Interval_97611	0
NC_133185.1	17902876	17902922	14	NC_133185.1	17902884	17903495	Interval_98495	0
NC_133185.1	22250633	22250716	17	NC_133185.1	22250194	22250684	Interval_98764	0
NC_133185.1	22262101	22262227	29	NC_133185.1	22261825	22262406	Interval_98767	0
NC_133185.1	22262376	22262439	18	NC_133185.1	22261825	22262406	Interval_98767	0
NC_133185.1	22438778	22438832	16	NC_133185.1	22437999	22439481	Interval_98794	0
NC_133185.1	22767804	22767884	15	NC_133185.1	22767691	22768201	Interval_98842	0
NC_133185.1	23859151	23859257	15	NC_133185.1	23858357	23859155	Interval_99009	0
NC_133185.1	23866811	23866924	18	NC_133185.1	23866786	23866961	Interval_99010	0
NC_133185.1	25179633	25179928	34	NC_133185.1	25179687	25179920	Interval_99188	0
NC_133185.1	25472831	25472913	15	NC_133185.1	25472266	25472893	Interval_99232	0
NC_133185.1	26326172	26326254	16	NC_133185.1	26326143	26326730	Interval_99358	0
NC_133185.1	26382159	26382209	15	NC_133185.1	26381845	26384288	Interval_99369	0
NC_133185.1	26383548	26383649	32	NC_133185.1	26381845	26384288	Interval_99369	0
NC_133185.1	26383799	26383868	15	NC_133185.1	26381845	26384288	Interval_99369	0
NC_133185.1	26383990	26384069	15	NC_133185.1	26381845	26384288	Interval_99369	0
NC_133185.1	27373957	27374127	17	NC_133185.1	27373804	27374211	Interval_99495	0
NC_133185.1	27401071	27401158	16	NC_133185.1	27401108	27401609	Interval_99500	0
NC_133185.1	29450482	29450632	24	NC_133185.1	29450547	29450885	Interval_99805	0
NC_133185.1	29719480	29719558	15	NC_133185.1	29719354	29719567	Interval_99850	0
NC_133185.1	31235920	31236063	16	NC_133185.1	31235440	31236678	Interval_100074	0
NC_133185.1	31240049	31240126	15	NC_133185.1	31240005	31240332	Interval_100075	0
NC_133185.1	31689009	31689080	15	NC_133185.1	31688644	31689993	Interval_100124	0
NC_133185.1	32318262	32318302	15	NC_133185.1	32318098	32318375	Interval_100225	0
NC_133185.1	32349455	32349500	16	NC_133185.1	32349300	32350631	Interval_100231	0
NC_133185.1	32410493	32410565	24	NC_133185.1	32410029	32410738	Interval_100237	0
NC_133185.1	35995033	35995113	17	NC_133185.1	35994381	35995107	Interval_100723	0
NC_133185.1	36015756	36015842	15	NC_133185.1	36015265	36015944	Interval_100728	0
NC_133185.1	36379842	36379960	23	NC_133185.1	36379865	36381021	Interval_100805	0
NC_133185.1	37561788	37561863	17	NC_133185.1	37560678	37562142	Interval_100989	0
NC_133185.1	37823730	37823847	17	NC_133185.1	37823830	37824466	Interval_101017	0
NC_133185.1	38416073	38416195	25	NC_133185.1	38416070	38416290	Interval_101109	0
NC_133185.1	38444786	38445025	37	NC_133185.1	38444406	38444962	Interval_101112	0
NC_133185.1	38892611	38892800	23	NC_133185.1	38892469	38892813	Interval_101171	0
NC_133185.1	39672166	39672222	15	NC_133185.1	39671887	39672763	Interval_101281	0
NC_133185.1	39974439	39974549	29	NC_133185.1	39973795	39974631	Interval_101324	0
NC_133185.1	40257789	40257968	19	NC_133185.1	40257518	40258022	Interval_101366	0
NC_133185.1	40263940	40264070	20	NC_133185.1	40263450	40264845	Interval_101367	0
NC_133185.1	40988276	40988356	16	NC_133185.1	40987477	40989076	Interval_101502	0
NC_133185.1	41493972	41494114	54	NC_133185.1	41493954	41495565	Interval_101594	0
NC_133185.1	41494198	41494339	32	NC_133185.1	41493954	41495565	Interval_101594	0
NC_133185.1	41494533	41494587	24	NC_133185.1	41493954	41495565	Interval_101594	0
NC_133185.1	42187742	42188009	44	NC_133185.1	42187682	42187892	Interval_101705	0
NC_133185.1	43297052	43297170	15	NC_133185.1	43296941	43297429	Interval_101916	0
NC_133185.1	43344366	43344402	14	NC_133185.1	43343740	43344368	Interval_101928	0
NC_133185.1	43383464	43383538	17	NC_133185.1	43381299	43384095	Interval_101937	0
NC_133185.1	43861239	43861366	16	NC_133185.1	43861068	43861330	Interval_102023	0
NC_133185.1	44088432	44088589	23	NC_133185.1	44087126	44090173	Interval_102071	0
NC_133185.1	47216729	47216761	15	NC_133185.1	47216397	47218161	Interval_102768	0
NC_133185.1	47352733	47352800	27	NC_133185.1	47352613	47354294	Interval_102789	0
NC_133185.1	47953195	47953316	26	NC_133185.1	47952924	47953229	Interval_102891	0
NC_133185.1	47957817	47957920	20	NC_133185.1	47957533	47958200	Interval_102892	0
NC_133185.1	48182981	48183094	16	NC_133185.1	48182143	48184167	Interval_102938	0
NC_133185.1	48183926	48184026	31	NC_133185.1	48182143	48184167	Interval_102938	0
NC_133185.1	48196528	48196842	27	NC_133185.1	48195418	48197574	Interval_102941	0
NC_133185.1	48948998	48949050	18	NC_133185.1	48947764	48949272	Interval_103155	0
NC_133185.1	49547060	49547149	15	NC_133185.1	49547035	49547833	Interval_103295	0
NC_133185.1	49914090	49914170	22	NC_133185.1	49912812	49914147	Interval_103384	0
NC_133185.1	50033282	50033334	17	NC_133185.1	50033075	50033872	Interval_103410	0
NC_133185.1	50289399	50289516	31	NC_133185.1	50288200	50290525	Interval_103463	0
NC_133185.1	50421815	50421887	17	NC_133185.1	50421832	50422140	Interval_103490	0
NC_133185.1	50438023	50438130	19	NC_133185.1	50436180	50438150	Interval_103493	0
NC_133185.1	50677838	50677989	24	NC_133185.1	50677868	50678187	Interval_103532	0
NC_133179.1	109260	109325	14	NC_133179.1	108773	110744	Interval_31201	0
NC_133179.1	452278	452402	22	NC_133179.1	451978	452495	Interval_31271	0
NC_133179.1	1199370	1199555	33	NC_133179.1	1198851	1199607	Interval_31439	0
NC_133179.1	1255938	1256074	30	NC_133179.1	1255683	1256104	Interval_31449	0
NC_133179.1	1984500	1984637	20	NC_133179.1	1984155	1986097	Interval_31594	0
NC_133179.1	2008797	2008913	16	NC_133179.1	2008767	2011889	Interval_31597	0
NC_133179.1	2009849	2009978	28	NC_133179.1	2008767	2011889	Interval_31597	0
NC_133179.1	2010061	2010218	29	NC_133179.1	2008767	2011889	Interval_31597	0
NC_133179.1	2019839	2019922	15	NC_133179.1	2019677	2020280	Interval_31599	0
NC_133179.1	2100855	2100905	14	NC_133179.1	2100483	2100863	Interval_31609	0
NC_133179.1	2322638	2322749	31	NC_133179.1	2321582	2322766	Interval_31628	0
NC_133179.1	2729617	2729730	23	NC_133179.1	2729370	2729624	Interval_31695	0
NC_133179.1	3298203	3298249	17	NC_133179.1	3297947	3298293	Interval_31816	0
NC_133179.1	4003620	4003674	14	NC_133179.1	4003620	4004485	Interval_31979	0
NC_133179.1	4464446	4464642	20	NC_133179.1	4464381	4465323	Interval_32071	0
NC_133179.1	4649579	4649673	15	NC_133179.1	4649239	4650625	Interval_32102	0
NC_133179.1	4931203	4931309	15	NC_133179.1	4931257	4931905	Interval_32164	0
NC_133179.1	4990540	4990644	20	NC_133179.1	4990103	4990547	Interval_32180	0
NC_133179.1	5467881	5467928	14	NC_133179.1	5467863	5469146	Interval_32258	0
NC_133179.1	5623929	5624044	17	NC_133179.1	5623854	5625696	Interval_32281	0
NC_133179.1	6705366	6705531	30	NC_133179.1	6705468	6705930	Interval_32457	0
NC_133179.1	6736353	6736412	22	NC_133179.1	6736201	6736375	Interval_32466	0
NC_133179.1	7029050	7029180	30	NC_133179.1	7027996	7029381	Interval_32534	0
NC_133179.1	7411641	7411766	17	NC_133179.1	7411739	7412106	Interval_32600	0
NC_133179.1	8591589	8591784	64	NC_133179.1	8591685	8592278	Interval_32790	0
NC_133179.1	9196451	9196509	22	NC_133179.1	9196501	9196960	Interval_32921	0
NC_133179.1	9206649	9206735	27	NC_133179.1	9206691	9206893	Interval_32922	0
NC_133179.1	9472390	9472560	17	NC_133179.1	9472291	9472511	Interval_32970	0
NC_133179.1	9504281	9504372	17	NC_133179.1	9504022	9504926	Interval_32973	0
NC_133179.1	10474085	10474159	16	NC_133179.1	10474019	10474650	Interval_33114	0
NC_133179.1	10603042	10603331	37	NC_133179.1	10602814	10603271	Interval_33136	0
NC_133179.1	10672602	10672719	24	NC_133179.1	10672478	10672690	Interval_33152	0
NC_133179.1	10679628	10679846	34	NC_133179.1	10677717	10679670	Interval_33153	0
NC_133179.1	12041303	12041424	34	NC_133179.1	12041323	12041649	Interval_33381	0
NC_133179.1	12041523	12041598	17	NC_133179.1	12041323	12041649	Interval_33381	0
NC_133179.1	12885188	12885269	16	NC_133179.1	12883954	12885389	Interval_33495	0
NC_133179.1	13716745	13716860	30	NC_133179.1	13716813	13718275	Interval_33609	0
NC_133179.1	14694477	14694614	18	NC_133179.1	14694373	14694623	Interval_33742	0
NC_133179.1	14768495	14768661	18	NC_133179.1	14768357	14769815	Interval_33753	0
NC_133179.1	15038906	15039015	25	NC_133179.1	15038953	15039185	Interval_33788	0
NC_133179.1	16981223	16981252	16	NC_133179.1	16981081	16981607	Interval_34070	0
NC_133179.1	17233045	17233180	21	NC_133179.1	17231277	17233513	Interval_34116	0
NC_133179.1	17621265	17621363	19	NC_133179.1	17620973	17621429	Interval_34171	0
NC_133179.1	17687628	17687741	16	NC_133179.1	17686984	17688268	Interval_34187	0
NC_133179.1	17739310	17739503	18	NC_133179.1	17739023	17739855	Interval_34196	0
NC_133179.1	17795587	17795774	22	NC_133179.1	17795325	17796341	Interval_34209	0
NC_133179.1	17988986	17989042	15	NC_133179.1	17988568	17989091	Interval_34230	0
NC_133179.1	18828596	18828726	17	NC_133179.1	18828485	18829194	Interval_34345	0
NC_133179.1	19294080	19294178	26	NC_133179.1	19293612	19294387	Interval_34395	0
NC_133179.1	19572383	19572486	23	NC_133179.1	19572402	19572658	Interval_34437	0
NC_133179.1	19576099	19576234	28	NC_133179.1	19576133	19576509	Interval_34439	0
NC_133179.1	20725876	20725954	16	NC_133179.1	20725792	20727448	Interval_34580	0
NC_133179.1	21548168	21548284	15	NC_133179.1	21546347	21548272	Interval_34714	0
NC_133179.1	22124230	22124416	33	NC_133179.1	22124181	22124406	Interval_34798	0
NC_133179.1	22335694	22335767	18	NC_133179.1	22335362	22335815	Interval_34834	0
NC_133179.1	23719245	23719334	22	NC_133179.1	23718718	23719536	Interval_34987	0
NC_133179.1	23825956	23826075	26	NC_133179.1	23824918	23826178	Interval_34997	0
NC_133179.1	25749636	25749789	35	NC_133179.1	25749668	25749864	Interval_35212	0
NC_133179.1	28870785	28870850	15	NC_133179.1	28868544	28871138	Interval_35496	0
NC_133179.1	28883536	28883679	21	NC_133179.1	28883500	28884854	Interval_35498	0
NC_133179.1	37873126	37873281	19	NC_133179.1	37872397	37873474	Interval_36351	0
NC_133179.1	37873378	37873747	23	NC_133179.1	37872397	37873474	Interval_36351	0
NC_133179.1	46169093	46169242	19	NC_133179.1	46167596	46170027	Interval_36910	0
NC_133179.1	65699402	65699771	25	NC_133179.1	65698546	65699436	Interval_38081	0
NC_133179.1	68935899	68936557	31	NC_133179.1	68936057	68937655	Interval_38341	0
NC_133179.1	69359876	69359943	16	NC_133179.1	69359585	69360258	Interval_38428	0
NC_133179.1	70813453	70813536	18	NC_133179.1	70813309	70814368	Interval_38633	0
NC_133179.1	71577583	71577737	17	NC_133179.1	71576380	71578681	Interval_38826	0
NC_133179.1	71971087	71971132	17	NC_133179.1	71969533	71971684	Interval_38911	0
NC_133179.1	73117058	73117122	15	NC_133179.1	73117055	73117883	Interval_39166	0
NC_133179.1	73122984	73123076	18	NC_133179.1	73122837	73123784	Interval_39169	0
NC_133179.1	73943998	73944077	22	NC_133179.1	73943928	73944220	Interval_39309	0
NC_133179.1	75741144	75741215	16	NC_133179.1	75740035	75741240	Interval_39587	0
NC_133179.1	75742990	75743089	15	NC_133179.1	75742952	75745257	Interval_39588	0
NC_133179.1	75977019	75977070	18	NC_133179.1	75974958	75977042	Interval_39637	0
NC_133179.1	75993391	75993680	23	NC_133179.1	75993135	75994202	Interval_39641	0
NC_133179.1	76003734	76003794	17	NC_133179.1	76001538	76004331	Interval_39642	0
NC_133179.1	76003948	76004013	15	NC_133179.1	76001538	76004331	Interval_39642	0
NC_133179.1	76111458	76111658	25	NC_133179.1	76108783	76112025	Interval_39659	0
NC_133196.1	245773	245869	15	NC_133196.1	245647	246184	Interval_194014	0
NC_133196.1	254004	254100	22	NC_133196.1	253816	254098	Interval_194017	0
NC_133196.1	328564	328687	28	NC_133196.1	328631	330478	Interval_194032	0
NC_133196.1	456505	456599	16	NC_133196.1	456331	456687	Interval_194059	0
NC_133196.1	577142	577329	18	NC_133196.1	577111	577924	Interval_194080	0
NC_133196.1	1116423	1116473	17	NC_133196.1	1116313	1117161	Interval_194171	0
NC_133196.1	1126580	1126663	16	NC_133196.1	1126542	1126902	Interval_194174	0
NC_133196.1	2590150	2590236	15	NC_133196.1	2590121	2590357	Interval_194475	0
NC_133196.1	2598803	2598959	18	NC_133196.1	2597948	2598910	Interval_194476	0
NC_133196.1	5073136	5073181	14	NC_133196.1	5071812	5073165	Interval_194899	0
NC_133196.1	5455299	5455460	16	NC_133196.1	5455223	5455416	Interval_194921	0
NC_133196.1	5473945	5474017	14	NC_133196.1	5473788	5473994	Interval_194924	0
NC_133196.1	6073553	6073703	24	NC_133196.1	6072767	6073567	Interval_195013	0
NC_133196.1	6232993	6233054	14	NC_133196.1	6232756	6233170	Interval_195054	0
NC_133196.1	6994865	6994917	15	NC_133196.1	6994916	6995552	Interval_195180	0
NC_133196.1	6994952	6995035	16	NC_133196.1	6994916	6995552	Interval_195180	0
NC_133196.1	7323451	7323499	15	NC_133196.1	7322945	7323880	Interval_195243	0
NC_133196.1	7394017	7394091	15	NC_133196.1	7393920	7394326	Interval_195253	0
NC_133196.1	8080953	8081472	28	NC_133196.1	8081163	8082223	Interval_195391	0
NC_133196.1	9008329	9008474	25	NC_133196.1	9008113	9008767	Interval_195558	0
NC_133196.1	9255703	9256113	26	NC_133196.1	9254980	9256340	Interval_195597	0
NC_133196.1	11057786	11057860	16	NC_133196.1	11057602	11057819	Interval_195938	0
NC_133196.1	11058918	11059040	27	NC_133196.1	11058921	11059114	Interval_195939	0
NC_133196.1	11354041	11354096	16	NC_133196.1	11353548	11354381	Interval_196010	0
NC_133196.1	11525488	11525614	21	NC_133196.1	11522553	11526156	Interval_196054	0
NC_133196.1	12564986	12565236	21	NC_133196.1	12564998	12565649	Interval_196260	0
NC_133196.1	12843994	12844142	21	NC_133196.1	12843855	12844045	Interval_196284	0
NC_133196.1	13079444	13079534	20	NC_133196.1	13079429	13079950	Interval_196314	0
NC_133196.1	13155557	13155618	17	NC_133196.1	13155425	13155855	Interval_196329	0
NC_133196.1	13985682	13985784	17	NC_133196.1	13985203	13986830	Interval_196460	0
NC_133196.1	15241491	15241579	15	NC_133196.1	15241471	15241905	Interval_196662	0
NC_133196.1	15301175	15301247	19	NC_133196.1	15301079	15301325	Interval_196672	0
NC_133196.1	15314872	15314978	20	NC_133196.1	15314930	15315528	Interval_196674	0
NC_133196.1	15811553	15811648	16	NC_133196.1	15811475	15811901	Interval_196745	0
NC_133196.1	16315766	16315924	19	NC_133196.1	16315860	16316083	Interval_196823	0
NC_133196.1	17322676	17322752	18	NC_133196.1	17322247	17322699	Interval_196962	0
NC_133196.1	18442341	18442396	15	NC_133196.1	18441996	18442775	Interval_197149	0
NC_133196.1	18709667	18709759	15	NC_133196.1	18709152	18709752	Interval_197194	0
NC_133196.1	18878493	18878676	26	NC_133196.1	18878411	18879745	Interval_197219	0
NC_133196.1	19350693	19350851	22	NC_133196.1	19350701	19352551	Interval_197310	0
NC_133196.1	19778504	19778563	14	NC_133196.1	19777901	19779144	Interval_197377	0
NC_133196.1	20438353	20438548	25	NC_133196.1	20436075	20438544	Interval_197480	0
NC_133196.1	21251550	21251583	14	NC_133196.1	21251488	21252611	Interval_197581	0
NC_133196.1	21270393	21270528	19	NC_133196.1	21269552	21270698	Interval_197584	0
NC_133196.1	21877572	21877744	33	NC_133196.1	21877497	21877774	Interval_197665	0
NC_133196.1	22512597	22512685	20	NC_133196.1	22512653	22513141	Interval_197755	0
NC_133196.1	22519853	22520168	26	NC_133196.1	22519762	22519939	Interval_197757	0
NC_133196.1	22552258	22552310	20	NC_133196.1	22552245	22552815	Interval_197760	0
NC_133196.1	23760048	23760211	18	NC_133196.1	23759937	23760189	Interval_197907	0
NC_133196.1	23914419	23914494	24	NC_133196.1	23914272	23914644	Interval_197927	0
NC_133196.1	26151092	26151258	26	NC_133196.1	26150853	26151680	Interval_198217	0
NC_133196.1	29511777	29511893	18	NC_133196.1	29511842	29512329	Interval_198539	0
NC_133196.1	29526343	29526522	21	NC_133196.1	29526340	29526516	Interval_198541	0
NC_133196.1	29719856	29720150	41	NC_133196.1	29719831	29720855	Interval_198574	0
NC_133196.1	30445621	30445714	15	NC_133196.1	30445613	30445832	Interval_198672	0
NC_133196.1	32327124	32327257	25	NC_133196.1	32325447	32327439	Interval_198927	0
NC_133196.1	32925499	32925591	16	NC_133196.1	32925274	32925537	Interval_198993	0
NC_133196.1	33199075	33199305	27	NC_133196.1	33198964	33199220	Interval_199018	0
NC_133196.1	33342394	33342474	15	NC_133196.1	33342185	33342403	Interval_199029	0
NC_133196.1	33455540	33455612	15	NC_133196.1	33455213	33456866	Interval_199044	0
NC_133196.1	34616484	34616632	23	NC_133196.1	34615458	34616610	Interval_199193	0
NC_133196.1	34638184	34638252	15	NC_133196.1	34638132	34638839	Interval_199196	0
NC_133196.1	34653143	34653238	15	NC_133196.1	34652889	34653824	Interval_199199	0
NC_133196.1	34686418	34686553	17	NC_133196.1	34686389	34687772	Interval_199204	0
NC_133196.1	35090944	35091001	16	NC_133196.1	35090712	35091141	Interval_199269	0
NC_133196.1	37628330	37628393	17	NC_133196.1	37627683	37629101	Interval_199593	0
NC_133196.1	38098887	38099027	23	NC_133196.1	38098238	38099024	Interval_199651	0
NC_133196.1	40848113	40848241	28	NC_133196.1	40847676	40848884	Interval_200021	0
NC_133196.1	42483688	42483733	14	NC_133196.1	42483505	42483981	Interval_200211	0
NC_133196.1	42854455	42854618	18	NC_133196.1	42854206	42855215	Interval_200254	0
NC_133196.1	43763774	43763892	21	NC_133196.1	43763767	43764077	Interval_200387	0
NC_133196.1	45710983	45711193	32	NC_133196.1	45711102	45712039	Interval_200691	0
NC_133196.1	45731663	45731808	17	NC_133196.1	45731574	45732311	Interval_200695	0
NC_133196.1	47057255	47057305	14	NC_133196.1	47057032	47057376	Interval_200942	0
NC_133196.1	48867724	48867858	23	NC_133196.1	48866891	48868131	Interval_201295	0
NC_133196.1	49486386	49486460	16	NC_133196.1	49485498	49488186	Interval_201421	0
NC_133196.1	49520063	49520131	18	NC_133196.1	49519858	49520490	Interval_201427	0
NC_133196.1	49721682	49721802	16	NC_133196.1	49720785	49721851	Interval_201455	0
NC_133196.1	49802881	49802936	17	NC_133196.1	49802185	49802987	Interval_201479	0
NC_133176.1	201959	202043	25	NC_133176.1	201495	203166	Interval_6	0
