seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133180.1	8814094	8814225	132	*	23	Intron (XM_009301170.4/slc1a3a, intron 6 of 9)	6	8794670	8848755	54086	2	slc1a3a	XM_009301170.4	34530	gene-slc1a3a	110.1803245	1.65974480561066	TRUE
NC_133180.1	8897293	8897396	104	*	16	Intron (NM_001017576.2/lmbrd2a, intron 8 of 8)	6	8884908	8897554	12647	1	lmbrd2a	NM_001017576.2	12385	gene-lmbrd2a	4.898086	-0.300638167129067	TRUE
NC_133180.1	9263714	9263794	81	*	17	Intron (XM_009301197.5/rictora, intron 17 of 37)	6	9220697	9299800	79104	2	rictora	XM_009301197.5	36006	gene-rictora	1.9321065	-0.856395466903071	TRUE
NC_133180.1	10190382	10190501	120	*	17	Intron (XM_073951962.1/gak, intron 6 of 17)	6	10167239	10207496	40258	2	gak	XM_073951962.1	16995	gene-gak	10.833133	0.19156576119379	TRUE
NC_133180.1	10408177	10408567	391	*	36	5' UTR	6	10277692	10416258	138567	2	sh2b3	XM_017356229.4	7691	gene-sh2b3	1.823716	-0.944725180208971	TRUE
NC_133180.1	10466361	10466456	96	*	17	Intron (XM_073951970.1/ddr2l, intron 10 of 16)	6	10426626	10526006	99381	2	ddr2l	XM_073951970.1	59550	gene-ddr2l	8.198241	0.00970360415917486	TRUE
NC_133180.1	11461605	11461833	229	*	30	Intron (XR_011015427.2/LOC137495558, intron 2 of 3)	6	11454703	11570831	116129	1	LOC137495558	XR_011015427.2	6902	gene-LOC137495558	0.051059	-3.03770135873229	FALSE
NC_133180.1	12099440	12099543	104	*	17	Distal Intergenic	6	12122113	12124647	2535	2	LOC110439807	XR_002458847.3	25104	gene-LOC110439807	2.0755575	-0.803306842481307	TRUE
NC_133180.1	13336107	13336219	113	*	20	Promoter (<=1kb)	6	13320095	13336194	16100	2	aifm3	XM_073949670.1	0	gene-aifm3	1.209613	-1.27482678000403	TRUE
NC_133180.1	13800721	13800850	130	*	27	Intron (NM_182888.2/mapk1, intron 6 of 8)	6	13790780	13855053	64274	2	mapk1	NM_182888.2	54203	gene-mapk1	11.4115215	0.210937161028386	TRUE
NC_133180.1	15940852	15940955	104	*	15	Intron (XM_073951113.1/srrm4, intron 1 of 14)	6	15783725	16546967	763243	1	srrm4	XM_073951113.1	157127	gene-srrm4	0.891401	-1.33403053712094	TRUE
NC_133180.1	16011081	16011152	72	*	21	Intron (XM_073951113.1/srrm4, intron 1 of 14)	6	15950643	16019638	68996	2	gnb1l	XM_073950324.1	8486	gene-gnb1l	3.379325	-0.544148190159941	TRUE
NC_133180.1	19749192	19749327	136	*	46	Intron (XM_073950458.1/atosb, intron 10 of 10)	6	19748255	19779019	30765	2	atosb	XM_073950458.1	29692	gene-atosb	9.740977	0.129654508093641	TRUE
NC_133180.1	20122619	20122805	187	*	28	Intron (NM_131099.2/foxn4, intron 2 of 9)	6	20112343	20127005	14663	2	foxn4	NM_131099.2	4200	gene-foxn4	7.8063195	-0.0242491488883414	TRUE
NC_133180.1	21125182	21125324	143	*	21	Intron (NM_201295.1/coro1ca, intron 2 of 10)	6	21047768	21145074	97307	1	coro1ca	NM_201295.1	77414	gene-coro1ca	46.47343	1.09127262131523	TRUE
NC_133180.1	21691018	21691106	89	*	32	Intron (NM_001271393.1/camk2b1, intron 15 of 19)	6	21662027	21761829	99803	2	camk2b1	NM_001271393.1	70723	gene-camk2b1	7.4110935	-0.0347477838384815	TRUE
NC_133180.1	22888454	22888536	83	*	17	Intron (NM_001004296.1/msna, intron 10 of 13)	6	22851791	22894646	42856	1	msna	NM_001004296.1	36663	gene-msna	88.0552345	1.4991617196047	TRUE
NC_133180.1	24916769	24916861	93	*	17	Intron (NM_201135.2/atp6v1aa, intron 14 of 14)	6	24903100	24917554	14455	1	atp6v1aa	NM_201135.2	13669	gene-atp6v1aa	42.5018765	1.05698113545661	TRUE
NC_133180.1	26650652	26650764	113	*	25	Intron (XM_073952174.1/trpm3, intron 20 of 25)	6	26438621	26665083	226463	1	trpm3	XM_073952174.1	212031	gene-trpm3	0.1671625	-2.4070005977495	TRUE
NC_133180.1	27419105	27419181	77	*	18	Promoter (1-2kb)	6	27418024	27441529	23506	1	rabl6b	XM_021476477.3	1081	gene-rabl6b	11.0613465	0.194161956361094	TRUE
NC_133180.1	27421075	27421218	144	*	32	Intron (XM_021476477.3/rabl6b, intron 2 of 16)	6	27418024	27441529	23506	1	rabl6b	XM_021476477.3	3051	gene-rabl6b	11.0613465	0.194161956361094	TRUE
NC_133180.1	28077069	28077233	165	*	23	Intron (XM_073951066.1/loxl2b, intron 5 of 13)	6	28040331	28093506	53176	1	loxl2b	XM_073951066.1	36738	gene-loxl2b	20.319858	0.603489964074909	TRUE
NC_133180.1	29053345	29053576	232	*	19	Intron (XM_073950972.1/nsmfb, intron 7 of 18)	6	29001660	29097134	95475	1	nsmfb	XM_073950972.1	51685	gene-nsmfb	0.653445	-1.66976037349334	TRUE
NC_133180.1	30814060	30814177	118	*	18	Intron (NM_001126429.1/adamts15a, intron 1 of 7)	6	30796236	30826340	30105	1	adamts15a	NM_001126429.1	17824	gene-adamts15a	1.8234595	-0.973731348530027	TRUE
NC_133180.1	31331997	31332258	262	*	37	Promoter (<=1kb)	6	31324570	31332670	8101	2	ftr82	NM_001075103.1	412	gene-ftr82	23.0184805	0.692337050278757	TRUE
NC_133180.1	31332406	31332491	86	*	16	Promoter (<=1kb)	6	31324570	31332670	8101	2	ftr82	NM_001075103.1	179	gene-ftr82	23.0184805	0.692337050278757	TRUE
NC_133180.1	31541702	31541810	109	*	26	Promoter (<=1kb)	6	31424511	31541785	117275	2	spns2	NM_001083847.1	0	gene-spns2	7.701476	-0.0339547335245668	TRUE
NC_133180.1	31655259	31655310	52	*	15	Promoter (<=1kb)	6	31655131	31728231	73101	1	zzef1	XM_009301579.4	128	gene-zzef1	3.049789	-0.626598843661032	TRUE
NC_133180.1	31655551	31655719	169	*	29	Promoter (<=1kb)	6	31655131	31728231	73101	1	zzef1	XM_009301579.4	420	gene-zzef1	3.049789	-0.626598843661032	TRUE
NC_133180.1	32430660	32430728	69	*	16	Promoter (1-2kb)	6	32429077	32434746	5670	1	uap1l1	NM_200294.1	1583	gene-uap1l1	13.470905	0.329822416916538	TRUE
NC_133180.1	33889182	33889228	47	*	15	Intron (XM_005171922.6/kyat1, intron 13 of 13)	6	33887869	33896433	8565	2	kyat1	XM_005171922.6	7205	gene-kyat1	7.6580435	0.016042592390452	TRUE
NC_133180.1	35843220	35843339	120	*	17	Intron (XM_073952353.1/tnpo1, intron 12 of 23)	6	35827516	35878018	50503	2	tnpo1	XM_073952353.1	34679	gene-tnpo1	14.005531	0.385953730819787	TRUE
NC_133180.1	38224462	38224605	144	*	19	Intron (XM_073950861.1/wdr44, intron 11 of 19)	6	38217377	38242698	25322	2	wdr44	XM_073950861.1	18093	gene-wdr44	20.838626	0.586151137773004	TRUE
NC_133180.1	38997628	38997768	141	*	25	Promoter (<=1kb)	6	38973288	38998291	25004	2	si:ch211-284e13.4	XM_690205.10	523	gene-si:ch211-284e13.4	0.2065655	-2.23255197869356	TRUE
NC_133180.1	38997811	38997935	125	*	21	Promoter (<=1kb)	6	38973288	38998291	25004	2	si:ch211-284e13.4	XM_690205.10	356	gene-si:ch211-284e13.4	0.2065655	-2.23255197869356	TRUE
NC_133180.1	39313661	39313743	83	*	16	Intron (XM_005165378.5/pld2, intron 12 of 24)	6	39291625	39342969	51345	2	pld2	XM_005165378.5	29226	gene-pld2	3.1884115	-0.559852072099564	TRUE
NC_133180.1	40039085	40039165	81	*	24	Intron (XM_073950310.1/bmp2k, intron 6 of 14)	6	40003910	40050182	46273	1	bmp2k	XM_073950310.1	35175	gene-bmp2k	20.153231	0.580453310653067	TRUE
NC_133180.1	40156162	40156283	122	*	16	Intron (XM_073950029.1/paqr3a, intron 2 of 8)	6	40059657	40288392	228736	2	paqr3a	XM_073950029.1	132109	gene-paqr3a	13.240069	0.361176663776968	TRUE
NC_133180.1	40457059	40457157	99	*	17	Promoter (<=1kb)	6	40457233	40475845	18613	1	fgf5	NM_001009561.1	-76	gene-fgf5	0.236874	-2.19207592407012	TRUE
NC_133180.1	41070625	41070700	76	*	16	Intron (XM_068221466.2/wdfy3, intron 14 of 65)	6	40982374	41122227	139854	2	wdfy3	XM_068221466.2	51527	gene-wdfy3	3.1860935	-0.606251436976729	TRUE
NC_133180.1	42206791	42207005	215	*	20	Intron (XM_073950925.1/arid3c, intron 5 of 10)	6	42114484	42318231	203748	1	arid3c	XM_073950925.1	92307	gene-arid3c	21.564662	0.587228165022529	TRUE
NC_133180.1	44308861	44309179	319	*	27	Intron (NM_001099974.2/rhobtb4, intron 3 of 10)	6	44265126	44346317	81192	1	rhobtb4	NM_001099974.2	43735	gene-rhobtb4	1.329817	-1.11073946544515	TRUE
NC_133180.1	45692438	45692507	70	*	19	Intron (XM_005165268.4/ctsla, intron 7 of 7)	6	45686802	45692909	6108	1	ctsla	XM_005165268.4	5636	gene-ctsla	999.444811	2.95836785440609	TRUE
NC_133180.1	46000581	46000691	111	*	19	Intron (XR_012405807.1/dmrt1, intron 3 of 3)	6	45957831	46021797	63967	2	LOC141385594	XR_012406318.1	21106	gene-LOC141385594	0.0223055	-3.96255380169738	FALSE
NC_133180.1	46780130	46780269	140	*	28	Intron (XM_073950834.1/slc4a4a, intron 3 of 24)	6	46708877	46831586	122710	2	slc4a4a	XM_073950834.1	51317	gene-slc4a4a	7.4017455	-0.0110932156338511	TRUE
NC_133180.1	46894519	46894554	36	*	14	Intron (XR_012406325.1/ankdd1b, intron 10 of 11)	6	46878173	46903125	24953	1	ankdd1b	XM_009301750.5	16346	gene-ankdd1b	0.30192	-1.8708618401972	TRUE
NC_133180.1	53441786	53441840	55	*	16	Distal Intergenic	6	53453980	53477594	23615	1	LOC141385855	XR_012406967.1	-12140	gene-LOC141385855	0.008841	-3.69764922500104	FALSE
NC_133180.1	53706292	53706398	107	*	16	Distal Intergenic	6	53807146	53814374	7229	2	linc.0464	XR_223641.6	107976	gene-linc.0464	17.598861	0.460529662025385	TRUE
NC_133180.1	55326411	55326535	125	*	16	Intron (NM_001110283.2/ubac1, intron 8 of 9)	6	55316298	55330034	13737	1	ubac1	NM_001110283.2	10113	gene-ubac1	7.868245	-0.0223487598676841	TRUE
NC_133180.1	59819785	59819930	146	*	18	Promoter (<=1kb)	6	59819073	59860062	40990	1	tprn	XM_005165497.6	712	gene-tprn	2.2931235	-0.730692602092557	TRUE
NC_133180.1	67936291	67936388	98	*	18	Intron (XR_012405767.1/lrwd1, intron 8 of 8)	6	67920412	67956518	36107	1	akap10	XM_005165576.6	15879	gene-akap10	5.5430305	-0.2103149736175	TRUE
NC_133180.1	68294584	68294648	65	*	16	Promoter (<=1kb)	6	68293704	68575838	282135	1	abr	NM_001368694.1	880	gene-abr	8.6191845	0.0736544736384038	TRUE
NC_133180.1	68821667	68821840	174	*	28	Intron (XR_012405761.1/zswim7, intron 6 of 6)	6	68737806	68857000	119195	2	specc1	XM_005168632.6	35160	gene-specc1	1.4227015	-1.09613245341006	TRUE
NC_133180.1	69162035	69162185	151	*	22	Intron (XR_012406453.1/cntrl, intron 24 of 24)	6	68842710	69390950	548241	2	cntrl	XR_012406453.1	228765	gene-cntrl	3.6454095	-0.489399202754109	TRUE
NC_133180.1	69447780	69447891	112	*	24	Promoter (<=1kb)	6	69447800	69476338	28539	1	LOC141385657	XR_012406471.1	0	gene-LOC141385657	0.1437785	-2.4047497312434	TRUE
NC_133180.1	69664484	69664602	119	*	29	Intron (XR_661764.5/dnm1b, intron 15 of 22)	6	69612155	69677476	65322	1	dnm1b	XR_661764.5	52329	gene-dnm1b	0.902022	-1.2936595261782	TRUE
NC_133180.1	70039221	70039261	41	*	15	Intron (XM_073949694.1/pappab, intron 2 of 22)	6	69846735	70099618	252884	2	pappab	XM_073949694.1	60357	gene-pappab	0.4114915	-1.96936338022378	TRUE
NC_133180.1	71245694	71245784	91	*	15	Promoter (<=1kb)	6	71115873	71246244	130372	2	col27a1b	XM_073950529.1	460	gene-col27a1b	0.631523	-1.52934550401319	TRUE
NC_133180.1	71632768	71632801	34	*	16	Intron (XM_005168649.6/notch1b, intron 15 of 33)	6	71594565	71699365	104801	2	notch1b	XM_005168649.6	66564	gene-notch1b	11.4798975	0.225860747499739	TRUE
NC_133180.1	71832359	71832466	108	*	16	5' UTR	6	71799380	71839952	40573	2	ttc16	XM_073951615.1	7486	gene-ttc16	0.4066815	-1.76313197413207	TRUE
NC_133180.1	71834259	71834395	137	*	20	5' UTR	6	71799380	71839952	40573	2	ttc16	XM_073951615.1	5557	gene-ttc16	0.4066815	-1.76313197413207	TRUE
NC_133180.1	73448804	73448989	186	*	21	Intron (NM_131418.2/ebf2, intron 12 of 15)	6	73448114	73457494	9381	2	LOC141385675	XR_012406502.1	8505	gene-LOC141385675	0.245855	-2.78958565539199	TRUE
NC_133180.1	74019130	74019236	107	*	19	Distal Intergenic	6	74002918	74015976	13059	2	gtf3aa	NM_001003866.1	-3154	gene-gtf3aa	19.5803825	0.569150400750423	TRUE
NC_133180.1	74859672	74859744	73	*	16	Intron (NM_001080070.1/usp39, intron 6 of 12)	6	74851470	74868898	17429	1	usp39	NM_001080070.1	8202	gene-usp39	42.763431	1.05211889061545	TRUE
NC_133180.1	75261453	75261548	96	*	24	Intron (XR_012406542.1/LOC141385682, intron 3 of 3)	6	75230994	75266670	35677	1	LOC141385682	XR_012406542.1	30459	gene-LOC141385682	0.207294	-2.38913595271927	TRUE
NC_133180.1	76182282	76182370	89	*	16	Intron (XM_068221146.2/rgs3a, intron 14 of 16)	6	75985986	76191452	205467	1	rgs3a	XM_068221146.2	196296	gene-rgs3a	10.115936	0.207053196561145	TRUE
NC_133180.1	76632278	76632368	91	*	24	Intron (XM_073951693.1/astn2, intron 17 of 22)	6	76556529	77131300	574772	2	astn2	XM_073951693.1	498932	gene-astn2	0.011274	-3.78946535499658	FALSE
NC_133181.1	576265	576336	72	*	18	Promoter (<=1kb)	7	565716	577142	11427	2	fam83fb	NM_001007320.3	806	gene-fam83fb	0.43009	-1.63982648097296	TRUE
NC_133181.1	957418	957516	99	*	28	Intron (XR_012407492.1/LOC141386151, intron 2 of 5)	7	885855	1125265	239411	1	LOC141386151	XR_012407492.1	71563	gene-LOC141386151	0.011179	-3.96683571250575	FALSE
NC_133181.1	1500520	1500580	61	*	23	Intron (XR_012407497.1/LOC141386154, intron 2 of 3)	7	1493254	1664286	171033	1	LOC141386154	XR_012407497.1	7266	gene-LOC141386154	0.030005	-Inf	FALSE
NC_133181.1	1895845	1896083	239	*	23	Intron (NM_183072.2/txnrd3, intron 9 of 15)	7	1885990	1914647	28658	2	txnrd3	NM_183072.2	18564	gene-txnrd3	56.6021485	1.22319027092249	TRUE
NC_133181.1	2194013	2194189	177	*	21	Intron (XM_073953028.1/plxna1b, intron 2 of 31)	7	2014286	2237183	222898	2	plxna1b	XM_073953028.1	42994	gene-plxna1b	8.583912	0.0241362006582446	TRUE
NC_133181.1	2281172	2281261	90	*	22	Promoter (<=1kb)	7	2269934	2280821	10888	2	chchd6b	XM_073952909.1	-351	gene-chchd6b	37.6688545	0.965726269942887	TRUE
NC_133181.1	2792841	2792990	150	*	27	Intron (XM_073953537.1/acvr1bb, intron 3 of 7)	7	2776412	2798920	22509	1	acvr1bb	XM_073953537.1	16429	gene-acvr1bb	6.9116495	-0.106597604014473	TRUE
NC_133181.1	3090672	3090725	54	*	16	Intron (XR_012407413.1/pbx1b, intron 7 of 8)	7	2968294	3095176	126883	1	pbx1b	XR_012407413.1	122378	gene-pbx1b	2.337004	-0.855297990230495	TRUE
NC_133181.1	3317648	3317846	199	*	46	Intron (XM_073953538.1/szt2, intron 72 of 74)	7	3154479	3328374	173896	1	szt2	XM_073953538.1	163169	gene-szt2	1.441896	-1.06302210128702	TRUE
NC_133181.1	3862607	3862650	44	*	14	Intron (XM_073952519.1/ptprfa, intron 11 of 31)	7	3457766	3984820	527055	1	ptprfa	XM_073952512.1	404841	gene-ptprfa	5.3323185	-0.223069488386177	TRUE
NC_133181.1	5001748	5001866	119	*	16	Intron (XM_021476984.3/nbeal1, intron 5 of 53)	7	4966610	5088357	121748	1	nbeal1	XM_021476984.3	35138	gene-nbeal1	2.960942	-0.60978929591378	TRUE
NC_133181.1	5048992	5049062	71	*	19	Intron (XM_021476984.3/nbeal1, intron 31 of 53)	7	4966610	5088357	121748	1	nbeal1	XM_021476984.3	82382	gene-nbeal1	2.960942	-0.60978929591378	TRUE
NC_133181.1	5237284	5237334	51	*	15	Intron (XR_012407551.1/LOC137495912, intron 4 of 5)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	104244	gene-LOC137495912	0.242666	-2.26269007611658	TRUE
NC_133181.1	5255949	5256066	118	*	21	Intron (NM_001312866.2/pou4f1, intron 1 of 1)	7	5138545	5341578	203034	2	LOC137495912	XR_012407551.1	85512	gene-LOC137495912	0.242666	-2.26269007611658	TRUE
NC_133181.1	6479942	6480057	116	*	22	Intron (XR_012407583.1/LOC141386167, intron 3 of 6)	7	6392826	6573846	181021	2	LOC141386167	XR_012407583.1	93789	gene-LOC141386167	0.0354695	-2.8480233562975	TRUE
NC_133181.1	8597697	8597780	84	*	18	Intron (XR_012407609.1/myh10, intron 44 of 44)	7	8487755	8608933	121179	1	myh10	XR_012407609.1	109942	gene-myh10	30.7558915	0.848491750048644	TRUE
NC_133181.1	9462680	9462764	85	*	20	Intron (XM_021476875.3/myh11a, intron 25 of 41)	7	9435074	9517640	82567	2	myh11a	XM_021476875.3	54876	gene-myh11a	0.288218	-2.04389210715727	TRUE
NC_133181.1	9675674	9675786	113	*	19	Promoter (<=1kb)	7	9647519	9676475	28957	2	cavin2b	NM_001004584.1	689	gene-cavin2b	58.348141	1.2549214421901	TRUE
NC_133181.1	11570178	11570293	116	*	21	Intron (XR_012407657.1/gpr155b, intron 11 of 11)	7	11543018	11577833	34816	2	dnah9l	XM_073953680.1	7540	gene-dnah9l	0.1777815	-2.22203268496603	TRUE
NC_133181.1	11620727	11620783	57	*	18	Intron (XR_012407657.1/gpr155b, intron 11 of 11)	7	11543018	11656614	113597	2	dnah9l	XM_073953681.1	35831	gene-dnah9l	0.1777815	-2.22203268496603	TRUE
NC_133181.1	12210402	12210479	78	*	15	Promoter (<=1kb)	7	12209418	12226033	16616	1	atg9a	XM_068221599.1	984	gene-atg9a	1.3305845	-1.05265499320216	TRUE
NC_133181.1	12785481	12785544	64	*	19	Intron (XR_011015917.2/LOC137495927, intron 1 of 1)	7	12777645	12792305	14661	2	LOC137495927	XR_011015917.2	6761	gene-LOC137495927	0.6188215	-1.57484796606992	TRUE
NC_133181.1	13882224	13882281	58	*	15	Promoter (<=1kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	630	gene-cxcr4a	14.3523405	0.415268027270394	TRUE
NC_133181.1	13882626	13882700	75	*	19	Promoter (1-2kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	1032	gene-cxcr4a	14.3523405	0.415268027270394	TRUE
NC_133181.1	14833840	14834221	382	*	48	Intron (XM_021476900.3/tmem198ab, intron 4 of 6)	7	14751298	14841957	90660	1	tmem198ab	XM_021476900.3	82542	gene-tmem198ab	3.9694615	-0.411665554567169	TRUE
NC_133181.1	14850785	14850961	177	*	30	Intron (NM_001077452.1/desmb, intron 5 of 8)	7	14843440	14863505	20066	2	desmb	NM_001077452.1	12544	gene-desmb	0.018087	-Inf	FALSE
NC_133181.1	15416345	15416390	46	*	16	Distal Intergenic	7	15309553	15332806	23254	2	LOC141386204	XR_012407710.1	-83539	gene-LOC141386204	0	-Inf	FALSE
NC_133181.1	15469910	15469980	71	*	18	Distal Intergenic	7	15309553	15332806	23254	2	LOC141386204	XR_012407710.1	-137104	gene-LOC141386204	0	-Inf	FALSE
NC_133181.1	15749236	15749294	59	*	16	Distal Intergenic	7	15756895	15764255	7361	1	LOC110439863	XM_021477050.2	-7601	gene-LOC110439863	1.395052	-1.00338681511773	TRUE
NC_133181.1	15921998	15922163	166	*	22	Promoter (<=1kb)	7	15921976	15925381	3406	1	pou3f3b	NM_131102.3	22	gene-pou3f3b	50.502252	1.15217247266476	TRUE
NC_133181.1	17095871	17095935	65	*	15	Intron (XM_005168731.6/agap1, intron 17 of 18)	7	17063880	17301549	237670	2	agap1	XM_005168731.6	205614	gene-agap1	8.188627	-0.0132195653885413	TRUE
NC_133181.1	24219546	24219650	105	*	16	Promoter (<=1kb)	7	24218905	24220198	1294	2	ppp1r27b	NM_001037104.2	548	gene-ppp1r27b	0.041315	-2.75472815961824	TRUE
NC_133181.1	24396367	24396441	75	*	15	5' UTR	7	24388715	24403560	14846	1	dgke	XM_073952448.1	7652	gene-dgke	2.3800395	-0.712755282786305	TRUE
NC_133181.1	24646859	24647037	179	*	18	3' UTR	7	24645300	24691634	46335	2	rhbdl3	XM_005166187.4	44597	gene-rhbdl3	18.3890925	0.522714819535826	TRUE
NC_133181.1	27283008	27283182	175	*	19	Promoter (<=1kb)	7	27283093	27286922	3830	1	barhl2	NM_205740.1	0	gene-barhl2	5.482916	-0.200140884034682	TRUE
NC_133181.1	27391520	27391566	47	*	14	Distal Intergenic	7	27283093	27286922	3830	1	barhl2	NM_205740.1	108427	gene-barhl2	5.482916	-0.200140884034682	TRUE
NC_133181.1	27675844	27675994	151	*	35	5' UTR	7	27668253	27682035	13783	2	lrrc8c	NM_001326544.1	6041	gene-lrrc8c	9.305571	0.126278277609503	TRUE
NC_133181.1	28449549	28449601	53	*	16	Intron (XR_012407225.1/kyat3.2, intron 13 of 15)	7	27735965	28544820	808856	1	kyat3.2	XR_012407225.1	713584	gene-kyat3.2	16.1902525	0.484122241912958	TRUE
NC_133181.1	28458138	28458189	52	*	19	Intron (XR_012407225.1/kyat3.2, intron 13 of 15)	7	27735965	28544820	808856	1	kyat3.2	XR_012407225.1	722173	gene-kyat3.2	16.1902525	0.484122241912958	TRUE
NC_133181.1	29050457	29050596	140	*	26	Intron (XM_073954096.1/LOC141386270, intron 1 of 2)	7	28913773	29268734	354962	1	LOC141386270	XM_073954096.1	136684	gene-LOC141386270	0.0099055	-4.04079722146932	FALSE
NC_133181.1	29559681	29559897	217	*	29	Promoter (<=1kb)	7	29559265	29585422	26158	1	boka	NM_001003612.2	416	gene-boka	4.150536	-0.410796735547223	TRUE
NC_133181.1	29604755	29604832	78	*	18	Promoter (<=1kb)	7	29601666	29605500	3835	2	dtymk	NM_001037110.1	668	gene-dtymk	55.73095	1.24093516674223	TRUE
NC_133181.1	29699415	29699607	193	*	43	5' UTR	7	29644607	29762315	117709	1	kif1aa	XM_002662438.7	54808	gene-kif1aa	1.761433	-0.931001437361487	TRUE
NC_133181.1	29804750	29804809	60	*	15	Intron (XM_073954139.1/espnla, intron 5 of 10)	7	29779812	29828631	48820	1	espnla	XM_073954139.1	24938	gene-espnla	1.478357	-0.940396359464984	TRUE
NC_133181.1	31807631	31807701	71	*	22	Promoter (1-2kb)	7	31796746	31809097	12352	2	bivm	NA	1396	gene-bivm	1.323076	-1.01991940054989	TRUE
NC_133181.1	31987352	31987514	163	*	38	Intron (XM_021477149.2/pex5la, intron 14 of 15)	7	31979864	32119131	139268	2	pex5la	XM_021477149.2	131617	gene-pex5la	0.1104795	-2.70986139787746	TRUE
NC_133181.1	31995508	31995577	70	*	23	Intron (XM_021477149.2/pex5la, intron 11 of 15)	7	31979864	32119131	139268	2	pex5la	XM_021477149.2	123554	gene-pex5la	0.1104795	-2.70986139787746	TRUE
NC_133181.1	32001362	32001442	81	*	16	Intron (XM_021477149.2/pex5la, intron 11 of 15)	7	31979864	32119131	139268	2	pex5la	XM_021477149.2	117689	gene-pex5la	0.1104795	-2.70986139787746	TRUE
NC_133181.1	33055138	33055225	88	*	15	Intron (XM_005165877.6/wwc3, intron 4 of 22)	7	33005057	33107419	102363	1	wwc3	XM_005165877.6	50081	gene-wwc3	6.2631055	-0.146182836752502	TRUE
NC_133181.1	33057545	33057643	99	*	28	Intron (XM_005165877.6/wwc3, intron 4 of 22)	7	33005057	33107419	102363	1	wwc3	XM_005165877.6	52488	gene-wwc3	6.2631055	-0.146182836752502	TRUE
NC_133181.1	33087526	33087669	144	*	19	Intron (XM_005165877.6/wwc3, intron 10 of 22)	7	33005057	33107419	102363	1	wwc3	XM_005165877.6	82469	gene-wwc3	6.2631055	-0.146182836752502	TRUE
NC_133181.1	34092062	34092115	54	*	17	Promoter (<=1kb)	7	33946559	34092317	145759	2	raver2	XM_001338047.9	202	gene-raver2	1.360745	-1.06471153587537	TRUE
NC_133181.1	34610983	34611056	74	*	20	Promoter (<=1kb)	7	34609219	34611017	1799	2	foxd3	NM_131290.2	0	gene-foxd3	28.893883	0.817831628439304	TRUE
NC_133181.1	34611107	34611144	38	*	16	Intron (XR_012407157.1/itgb3bp, intron 9 of 9)	7	34563393	34616864	53472	1	itgb3bp	XR_012407157.1	47714	gene-itgb3bp	6.1656595	-0.107907980135642	TRUE
NC_133181.1	36213405	36213549	145	*	31	5' UTR	7	36186732	36241003	54272	2	mast2	XM_005166291.6	27454	gene-mast2	3.881201	-0.465125590176696	TRUE
NC_133181.1	37273612	37273743	132	*	16	Intron (XM_073953022.1/lrp8, intron 10 of 19)	7	37017880	37346104	328225	1	lrp8	XM_073953022.1	255732	gene-lrp8	1.1768825	-1.18076050910528	TRUE
NC_133181.1	37344584	37344802	219	*	37	Intron (XM_073953022.1/lrp8, intron 19 of 19)	7	37017880	37346104	328225	1	lrp8	XM_073953022.1	326704	gene-lrp8	1.1768825	-1.18076050910528	TRUE
NC_133181.1	39033627	39033747	121	*	19	Intron (XR_011016020.2/LOC137490239, intron 1 of 4)	7	39030315	39098286	67972	1	LOC137490239	XR_011016020.2	3312	gene-LOC137490239	0.0310285	-Inf	FALSE
NC_133181.1	39072038	39072089	52	*	15	Intron (XR_011016020.2/LOC137490239, intron 3 of 4)	7	39030315	39098286	67972	1	LOC137490239	XR_011016020.2	41723	gene-LOC137490239	0.0310285	-Inf	FALSE
NC_133181.1	39110150	39110264	115	*	16	5' UTR	7	39030315	39136066	105752	1	LOC137490239	XR_012408066.1	79835	gene-LOC137490239	0.0310285	-Inf	FALSE
NC_133181.1	42025226	42025329	104	*	18	Promoter (<=1kb)	7	41942453	42025313	82861	2	scn8ab	NM_001045183.1	0	gene-scn8ab	0.735741	-1.50197857443921	TRUE
NC_133181.1	42653366	42653492	127	*	21	Promoter (<=1kb)	7	42644921	42653723	8803	2	ip6k2b	NM_001002389.1	231	gene-ip6k2b	8.845959	0.0937011574645766	TRUE
NC_133181.1	44505677	44505833	157	*	19	Promoter (1-2kb)	7	44504659	44525384	20726	1	oxtra	XM_005166001.6	1018	gene-oxtra	0.065724	-2.8379427977649	TRUE
NC_133181.1	46025009	46025073	65	*	19	Intron (XR_012408165.1/LOC141386340, intron 3 of 5)	7	46006776	46113395	106620	1	LOC141386340	XR_012408165.1	18233	gene-LOC141386340	0.007003	-3.8401805618976	FALSE
NC_133181.1	46139813	46139884	72	*	17	Intron (XM_073953209.1/foxp1b, intron 8 of 14)	7	46118978	46195260	76283	2	foxp1b	XM_073953209.1	55376	gene-foxp1b	11.340109	0.22781451138304	TRUE
NC_133181.1	46195238	46195395	158	*	44	Promoter (<=1kb)	7	46118978	46195260	76283	2	foxp1b	XM_073953209.1	0	gene-foxp1b	11.340109	0.22781451138304	TRUE
NC_133181.1	48465729	48465850	122	*	20	3' UTR	7	48463828	48476246	12419	2	tardbpb	XR_002458992.3	10396	gene-tardbpb	142.671696	1.8116966208588	TRUE
