seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	flank_txIds	flank_geneIds	flank_gene_distances
NC_133187.1	27904492	27904656	165	*	19	Intron (XM_009306568.5/opn4b, intron 4 of 11)	13	27823603	27863522	39920	2	ldb3b	XM_005156272.6	-40970	XM_009306568.5;XM_073917304.1;XM_073917305.1;XM_073917306.1;NM_001258224.1	opn4b;opn4b;opn4b;opn4b;opn4b	0;0;0;0;0
NC_133187.1	34242011	34242132	122	*	19	Intron (XM_073918607.1/ankfn1a, intron 16 of 23)	13	34285505	34286176	672	1	nog3	NM_130982.1	-43373	XM_073918607.1;XM_073918608.1;XM_009306802.5;XM_068219307.2	ankfn1a;ankfn1a;ankfn1a;ankfn1a	0;0;0;0
NC_133187.1	43572757	43572831	75	*	18	Intron (XM_002664019.7/kif5bb, intron 12 of 25)	13	43547001	43596892	49892	1	kif5bb	XM_002664019.7	25756	XM_002664019.7	kif5bb	0
NC_133187.1	43575325	43575443	119	*	17	Intron (XM_002664019.7/kif5bb, intron 15 of 25)	13	43547001	43596892	49892	1	kif5bb	XM_002664019.7	28324	XM_002664019.7	kif5bb	0
NC_133187.1	43576807	43576930	124	*	22	Intron (XM_002664019.7/kif5bb, intron 17 of 25)	13	43547001	43596892	49892	1	kif5bb	XM_002664019.7	29806	XM_002664019.7	kif5bb	0
NC_133187.1	43577684	43577766	83	*	19	Intron (XM_002664019.7/kif5bb, intron 19 of 25)	13	43547001	43596892	49892	1	kif5bb	XM_002664019.7	30683	XM_002664019.7	kif5bb	0
NC_133187.1	45849759	45849863	105	*	17	Promoter (<=1kb)	13	45848296	45850000	1705	2	foxi1	NM_181735.1	137	NM_181735.1;NM_001327869.1	foxi1;zgc:112964	0;21238
NC_133187.1	46933365	46933446	82	*	17	Intron (XM_073917871.1/dock1, intron 11 of 51)	13	46505172	47030440	525269	2	dock1	NM_001110011.1	96994	XM_073917871.1;XR_012387688.1;NM_001110011.1;XM_073917872.1;XM_073917873.1;XR_012387689.1	dock1;dock1;dock1;dock1;dock1;dock1	0;0;0;0;0;0
NC_133187.1	46958093	46958231	139	*	22	Intron (XM_073917871.1/dock1, intron 5 of 51)	13	46505172	47030440	525269	2	dock1	NM_001110011.1	72209	XM_073917871.1;XR_012387688.1;NM_001110011.1;XM_073917872.1;XM_073917873.1;XR_012387689.1	dock1;dock1;dock1;dock1;dock1;dock1	0;0;0;0;0;0
NC_133181.1	13882224	13882281	58	*	15	Promoter (<=1kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	630	NM_131882.3;XM_073952655.1;XM_073952657.1;XM_073952659.1;XM_073952661.1;XM_073952663.1;XM_073952665.1;XM_073952666.1;XM_073952667.1;XM_073952668.1;XM_073952669.1;XM_073952670.1;XM_073952671.1;XM_073952673.1;XM_073952676.1;XM_073952678.1;XM_073952679.1;XM_073952680.1;XM_073952681.1;XM_073952682.1;XM_073952683.1;XM_073952684.1;XM_073952686.1;XM_073952687.1;XM_073952695.1;XM_073952672.1;XM_073952674.1;XM_073952685.1	cxcr4a;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	13882626	13882700	75	*	18	Promoter (1-2kb)	7	13881594	13883204	1611	1	cxcr4a	NM_131882.3	1032	NM_131882.3;XM_073952655.1;XM_073952657.1;XM_073952659.1;XM_073952661.1;XM_073952663.1;XM_073952665.1;XM_073952666.1;XM_073952667.1;XM_073952668.1;XM_073952669.1;XM_073952670.1;XM_073952671.1;XM_073952673.1;XM_073952676.1;XM_073952678.1;XM_073952679.1;XM_073952680.1;XM_073952681.1;XM_073952682.1;XM_073952683.1;XM_073952684.1;XM_073952686.1;XM_073952687.1;XM_073952695.1;XM_073952672.1;XM_073952674.1;XM_073952685.1	cxcr4a;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1;ical1	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133181.1	14850904	14851032	129	*	16	Intron (NM_001077452.1/desmb, intron 4 of 8)	7	14843440	14863505	20066	2	desmb	NM_001077452.1	12473	NM_001077452.1;XM_073953358.1;XM_073953361.1;XM_073953357.1;XM_073953355.1;XM_073953356.1;XM_073953359.1;XM_073953360.1	desmb;desmb;desmb;desmb;desmb;desmb;desmb;desmb	0;0;0;0;0;0;0;0
NC_133181.1	14853499	14853656	158	*	18	Intron (NM_001077452.1/desmb, intron 3 of 8)	7	14843440	14863505	20066	2	desmb	NM_001077452.1	9849	NM_001077452.1;XM_073953358.1;XM_073953361.1;XM_073953357.1;XM_073953355.1;XM_073953356.1;XM_073953359.1;XM_073953360.1	desmb;desmb;desmb;desmb;desmb;desmb;desmb;desmb	0;0;0;0;0;0;0;0
NC_133181.1	31461151	31461240	90	*	15	Intron (NM_200002.1/tomm70a, intron 4 of 11)	7	31450147	31465725	15579	2	tomm70a	NM_200002.1	4485	NM_200002.1	tomm70a	0
NC_133181.1	34611107	34611144	38	*	16	Promoter (<=1kb)	7	34609219	34611017	1799	2	foxd3	NM_131290.2	-90	NM_131290.2;XR_012407157.1	foxd3;itgb3bp	-90;0
NC_133181.1	34613030	34613172	143	*	38	Promoter (2-3kb)	7	34609219	34611017	1799	2	foxd3	NM_131290.2	-2013	NM_131290.2;XR_012407157.1	foxd3;itgb3bp	-2013;0
NC_133181.1	50776686	50776739	54	*	15	Intron (XR_012408209.1/LOC141386357, intron 2 of 2)	7	50784689	50803805	19117	1	wnt2ba	XR_012407206.1	-7950	XR_012408209.1;XM_003198835.6	LOC141386357;cttnbp2nla	0;38824
NC_133181.1	57763591	57763776	186	*	19	Intron (XM_073952578.1/mybphb, intron 4 of 8)	7	57738680	57791249	52570	1	mybphb	XM_073952577.1	24911	XM_073952578.1;NM_001100137.1;XM_073952577.1	mybphb;mybphb;mybphb	0;0;0
NC_133198.1	708570	708634	65	*	18	Promoter (1-2kb)	24	663693	710284	46592	2	l1camb	XM_009296546.5	1650	XM_009296546.5;XM_068216667.2;XM_073937997.1;XR_012398221.1;NM_131383.1	l1camb;l1camb;l1camb;l1camb;l1camb	0;0;0;0;0
NC_133198.1	2171529	2171812	284	*	26	3' UTR	24	2091108	2155009	63902	2	prdm5	XM_073938257.1	-16520	XR_012398927.1;NM_001423783.1	LOC141380613;ndnf	0;0
NC_133198.1	6101984	6102053	70	*	16	Intron (XM_068216849.2/nav1a, intron 24 of 31)	24	6118398	6166898	48501	1	mybpha	NM_001331200.1	-16345	XM_068216849.2;XM_073939763.1;XM_073939765.1;XM_068216848.2;XM_073939762.1;XM_073939764.1;XM_073939766.1;XR_012398958.1;XM_068216847.2;XM_068216850.2;XM_068216851.2;XM_073939769.1;XR_012398959.1;XM_068216852.2;XM_073939770.1;XR_012398962.1;XM_073939771.1;XM_073939772.1;XR_012398960.1;XR_012398961.1	nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a;nav1a	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	6140196	6140286	91	*	15	Intron (NM_001331200.1/mybpha, intron 7 of 12)	24	6127088	6166589	39502	1	mybpha	XM_073938191.1	13108	NM_001331200.1;NM_200558.2;XM_017353529.4;XM_017353530.4;XM_073938186.1;XM_073938187.1;XM_073938188.1;XM_073938189.1;XM_073938191.1	mybpha;mybpha;mybpha;mybpha;mybpha;mybpha;mybpha;mybpha;mybpha	0;0;0;0;0;0;0;0;0
NC_133198.1	16813119	16813296	178	*	23	Intron (XM_073938033.1/sulf2b, intron 5 of 18)	24	16746250	16830600	84351	2	sulf2b	XM_073938033.1	17304	XM_073938033.1;XM_073938038.1;XM_073938051.1;XM_073938058.1;XM_073938032.1;XM_073938041.1;XM_073938050.1;XM_073938023.1;XM_073938031.1;XM_073938039.1;XM_073938042.1;XM_073938049.1;XM_073938052.1;XM_073938057.1;XM_073938029.1;XM_073938037.1;XM_073938048.1;XM_073938055.1;XM_073938030.1;XM_073938040.1;XM_073938044.1;XM_073938056.1;XM_073938024.1;XM_073938027.1;XM_073938028.1;XM_073938034.1;XM_073938043.1;XM_073938045.1;XM_073938047.1;XM_073938053.1;XM_073938046.1;XM_073938036.1;XM_073938025.1;XM_073938026.1;XM_073938035.1;XM_073938054.1;NM_001003833.3;XR_012398230.1	sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b;sulf2b	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	23126994	23127050	57	*	18	Intron (XM_005162045.5/lamb2, intron 5 of 34)	24	23083542	23162910	79369	2	lamb2	XM_005162045.5	35860	XM_005162045.5;XM_005162046.5;XM_017353525.4;XM_073938122.1;NM_001243045.1	lamb2;lamb2;lamb2;lamb2;lamb2	0;0;0;0;0
NC_133198.1	23135765	23135840	76	*	21	Intron (XM_005162045.5/lamb2, intron 4 of 34)	24	23083542	23162910	79369	2	lamb2	XM_005162045.5	27070	XM_005162045.5;XM_005162046.5;XM_017353525.4;XM_073938122.1;NM_001243045.1	lamb2;lamb2;lamb2;lamb2;lamb2	0;0;0;0;0
NC_133198.1	25616300	25616367	68	*	17	Intron (NM_212722.1/eno1a, intron 11 of 11)	24	25629267	25867489	238223	1	rerea	XM_005162203.6	-12900	XR_012398243.1;XR_012398242.1;NM_212722.1;XM_005162152.5;XM_073938112.1	eno1a;eno1a;eno1a;eno1a;eno1a	0;0;0;0;0
NC_133198.1	25855138	25855289	152	*	35	Intron (XM_005162203.6/rerea, intron 11 of 21)	24	25842561	25867489	24929	1	rerea	XM_073938973.1	12577	XM_005162203.6;XM_021469958.3;XM_073938963.1;XM_073938964.1;XM_073938965.1;XM_073938962.1;XM_073938966.1;XR_012398487.1;XM_005162201.6;XM_005162204.6;XM_009296906.5;XM_068216904.2;XM_001922746.8;XM_073938967.1;XM_073938968.1;XM_073938969.1;XM_073938970.1;XM_073938971.1;XM_073938972.1;XM_073938973.1	rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	25864179	25864366	188	*	24	Intron (XM_005162203.6/rerea, intron 19 of 21)	24	25842561	25867489	24929	1	rerea	XM_073938973.1	21618	XM_005162203.6;XM_021469958.3;XM_073938963.1;XM_073938964.1;XM_073938965.1;XM_073938962.1;XM_073938966.1;XR_012398487.1;XM_005162201.6;XM_005162204.6;XM_009296906.5;XM_068216904.2;XM_001922746.8;XM_073938967.1;XM_073938968.1;XM_073938969.1;XM_073938970.1;XM_073938971.1;XM_073938972.1;XM_073938973.1	rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	25865661	25865770	110	*	20	3' UTR	24	25842561	25867489	24929	1	rerea	XM_073938973.1	23100	XM_005162203.6;XM_021469958.3;XM_073938963.1;XM_073938964.1;XM_073938965.1;XM_073938962.1;XM_073938966.1;XR_012398487.1;XM_005162201.6;XM_005162204.6;XM_009296906.5;XM_068216904.2;XM_001922746.8;XM_073938967.1;XM_073938968.1;XM_073938969.1;XM_073938970.1;XM_073938971.1;XM_073938972.1;XM_073938973.1	rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea;rerea	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	26739308	26739392	85	*	17	Intron (XM_073938578.1/agrn, intron 12 of 37)	24	26858607	26939198	80592	1	ptpn11b	XM_073938180.1	-119215	XM_073938578.1;XM_073938589.1;XM_073938579.1;XM_073938575.1;XR_012398373.1;XM_009296860.4;XM_009296863.4;XM_009296864.4;XM_021469829.2;XM_021469830.2;XM_021469831.2;XM_021469832.2;XM_021469836.2;XM_073938569.1;XM_073938570.1;XM_073938571.1;XM_073938572.1;XM_073938573.1;XM_073938574.1;XM_073938576.1;XM_073938577.1;XM_073938582.1;XM_073938583.1;XM_073938587.1;XM_073938588.1;XM_073938592.1;NM_001177452.1;XM_009296867.5;XM_021469834.3;XM_021469835.3;XM_073938580.1;XM_073938581.1;XM_073938584.1;XM_073938585.1;XM_073938586.1;XM_073938590.1;XM_073938591.1;XM_073938593.1	agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn;agrn	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133198.1	39199616	39199759	144	*	17	Promoter (<=1kb)	24	39199401	39201863	2463	1	hoxc9a	NM_131528.3	215	NM_001134685.2;NM_131528.3	hoxc3a;hoxc9a	0;0
NC_133198.1	39210774	39210809	36	*	14	Promoter (2-3kb)	24	39213472	39254061	40590	1	hoxc3a	XM_073937971.1	-2663	NM_001134685.2;XM_073937971.1;NM_001005771.1;NR_125799.1;NR_125800.1	hoxc3a;hoxc3a;hoxc8a;si:dkey-81p22.11;si:dkey-81p22.11	0;0;5482;0;0
NC_133198.1	39237356	39237412	57	*	16	Promoter (1-2kb)	24	39235420	39237409	1990	1	hoxc4a	NM_131122.2	1936	NR_034190.1;NM_001134685.2;XM_073937971.1;NM_131122.2;NR_125799.1;NR_125800.1	dre-mir-10b-2;hoxc3a;hoxc3a;hoxc4a;si:dkey-81p22.11;si:dkey-81p22.11	2991;0;0;0;0;0
NC_133185.1	883494	883746	253	*	43	Promoter (2-3kb)	11	881273	900443	19171	1	smad4a	XR_012385931.1	2221	XR_012386053.1;NM_001122700.2;XM_017357976.4;XM_017357977.4;XM_017357978.4;XR_012385927.1;XR_012385928.1;XR_012385929.1;XR_012385930.1;XR_012385931.1	LOC141376281;smad4a;smad4a;smad4a;smad4a;smad4a;smad4a;smad4a;smad4a;smad4a	-2559;0;0;0;0;0;0;0;0;0
NC_133185.1	3732735	3732827	93	*	16	Promoter (<=1kb)	11	3661339	3732824	71486	2	pi4kaa	NM_001034972.1	0	XM_005172596.6;XM_009305081.5;NM_001034972.1	pi4kaa;pi4kaa;pi4kaa	0;0;0
NC_133185.1	6688416	6688602	187	*	27	Intron (XR_012385895.1/tln1, intron 12 of 50)	11	6601052	6807203	206152	1	tln1	NM_001009560.1	87364	XR_012385895.1;XR_012385896.1;XM_005155499.6;XM_005155500.6;NM_001009560.1	tln1;tln1;tln1;tln1;tln1	0;0;0;0;0
NC_133185.1	8275746	8275794	49	*	15	Intron (NM_207089.1/loxa, intron 3 of 6)	11	8267840	8286187	18348	2	loxa	NM_207089.1	10393	NM_207089.1;XM_005155442.5	loxa;loxa	0;0
NC_133185.1	8291907	8292016	110	*	29	Distal Intergenic	11	8267840	8286212	18373	2	loxa	XM_005155442.5	-5695	NA	NA	NA
NC_133185.1	38416073	38416195	123	*	25	Intron (XR_012386451.1/ryr1a, intron 6 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	12016	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38421246	38421326	81	*	16	Intron (XR_012386451.1/ryr1a, intron 14 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	17189	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38424189	38424436	248	*	24	Intron (XR_012386451.1/ryr1a, intron 18 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	20132	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38434321	38434495	175	*	18	Intron (XR_012386451.1/ryr1a, intron 28 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	30264	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38434566	38434745	180	*	24	Intron (XR_012386451.1/ryr1a, intron 28 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	30509	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38444786	38445025	240	*	37	Intron (XR_012386451.1/ryr1a, intron 35 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	40729	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38458510	38458778	269	*	30	Intron (XR_012386451.1/ryr1a, intron 41 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	54453	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	38462020	38462124	105	*	15	Intron (XR_012386451.1/ryr1a, intron 43 of 71)	11	38404057	38546344	142288	1	ryr1a	XM_073914992.1	57963	XR_012386451.1;XM_068223834.2;XM_073914986.1;XM_073914987.1;XM_073914988.1;XM_073914989.1;XM_073914990.1;XM_073914991.1;XM_073914992.1	ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a;ryr1a	0;0;0;0;0;0;0;0;0
NC_133185.1	41574477	41574559	83	*	21	Intron (NM_001161447.2/nipblb, intron 19 of 46)	11	41535797	41607643	71847	2	nipblb	XM_009305569.4	33084	NM_001161447.2;XM_009305569.4	nipblb;nipblb	0;0
NC_133185.1	47053109	47053214	106	*	20	Intron (XR_012385794.1/ess2, intron 6 of 6)	11	47050689	47082708	32020	2	kdm2bb	XM_073913466.1	29494	XR_012385794.1;NM_001423548.1;XM_073913466.1;XM_073913467.1;XM_068223719.2;XM_073913465.1;XM_068223718.2;XM_073913462.1;XM_073913463.1;XM_073913464.1	ess2;kdm2bb;kdm2bb;kdm2bb;kdm2bb;kdm2bb;kdm2bb;kdm2bb;kdm2bb;kdm2bb	0;0;0;0;0;0;0;0;0;0
NC_133185.1	47140677	47140799	123	*	23	Intron (XR_012385794.1/ess2, intron 6 of 6)	11	47050689	47136014	85326	2	kdm2bb	XM_073913464.1	-4663	XR_012385794.1;XM_073913463.1;XM_073913464.1;XM_073913969.1;XM_073913970.1;XM_073913972.1;XR_012385904.1;XR_012385905.1;XR_012385906.1;XR_012385907.1;XR_012385908.1;XM_073913971.1;NM_205600.1	ess2;kdm2bb;kdm2bb;morn3;morn3;morn3;morn3;morn3;morn3;morn3;morn3;morn3;orai1b	0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133185.1	48497168	48497230	63	*	19	Intron (NM_214688.1/vcanb, intron 10 of 14)	11	48447922	48522417	74496	1	vcanb	NM_214688.1	49246	NM_214688.1	vcanb	0
NC_133185.1	48948998	48949050	53	*	18	Distal Intergenic	11	48808239	48936950	128712	2	mef2ca	XM_073913507.1	-12048	NA	NA	NA
NC_133185.1	49303930	49303993	64	*	19	Intron (NM_001018125.1/cryba4, intron 4 of 5)	11	49310598	49412575	101978	1	grk3	XR_012385967.1	-6605	NM_001018125.1;XM_009305688.4	cryba4;cryba4	0;0
NC_133185.1	49383548	49383614	67	*	15	Intron (XR_012385967.1/grk3, intron 3 of 14)	11	49312363	49453465	141103	1	grk3	NM_001134725.1	71185	XR_012385967.1;XM_009305689.5;XR_012385966.1;NM_001134725.1	grk3;grk3;grk3;grk3	0;0;0;0
NC_133179.1	2852019	2852366	348	*	24	Distal Intergenic	5	2854002	2865576	11575	2	csrp2	NM_200897.2	13210	NM_200897.2;NM_001128382.1	csrp2;zdhhc17	0;30343
NC_133179.1	2857789	2857951	163	*	39	Intron (NM_200897.2/csrp2, intron 2 of 5)	5	2854002	2865576	11575	2	csrp2	NM_200897.2	7625	NM_200897.2	csrp2	0
NC_133179.1	2863238	2863362	125	*	23	Promoter (2-3kb)	5	2854002	2865576	11575	2	csrp2	NM_200897.2	2214	NM_200897.2	csrp2	0
NC_133179.1	4464446	4464642	197	*	20	Intron (XM_073945809.1/waslb, intron 11 of 13)	5	4454982	4469951	14970	1	waslb	XM_073945810.1	9464	XM_073945809.1;XM_021474971.3;XM_073945807.1;XM_005164482.5;NM_201059.2;XM_073945810.1	waslb;waslb;waslb;waslb;waslb;waslb	0;0;0;0;0;0
NC_133179.1	4469047	4469126	80	*	21	3' UTR	5	4472739	4477803	5065	2	lmod2b	XM_005164493.6	8677	XM_005164493.6;XM_073945809.1;XM_021474971.3;XM_073945807.1;XM_005164482.5;NM_201059.2;XM_073945810.1	lmod2b;waslb;waslb;waslb;waslb;waslb;waslb	8677;0;0;0;0;0;0
NC_133179.1	6208743	6208900	158	*	17	Intron (NM_001007053.1/pgm3, intron 12 of 12)	5	6199399	6206760	7362	1	ngs	NM_001128765.1	9344	XM_005164523.4;NM_001128765.1;NM_001007053.1	ngs;ngs;pgm3	9647;9344;0
NC_133179.1	10670519	10670602	84	*	21	Intron (XM_009300205.5/flncb, intron 16 of 49)	5	10631147	10696717	65571	1	flncb	XR_012401929.1	39372	XM_009300205.5;XM_021475222.3;XM_021475223.3;XM_021475224.3;XM_021475225.3;XM_021475226.3;XM_021475227.3;XM_021475228.3;XM_021475229.3;XM_021475230.3;XM_021475231.3;XM_073947059.1;XR_012401916.1;XR_012401917.1;XR_012401918.1;XR_012401919.1;XR_012401920.1;XR_012401921.1;XR_012401922.1;XR_012401923.1;XR_012401924.1;XR_012401925.1;XR_012401926.1;XR_012401927.1;XR_012401928.1;XR_012401929.1	flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133179.1	10671328	10671423	96	*	18	Intron (XM_009300205.5/flncb, intron 18 of 49)	5	10631147	10696717	65571	1	flncb	XR_012401929.1	40181	XM_009300205.5;XM_021475222.3;XM_021475223.3;XM_021475224.3;XM_021475225.3;XM_021475226.3;XM_021475227.3;XM_021475228.3;XM_021475229.3;XM_021475230.3;XM_021475231.3;XM_073947059.1;XR_012401916.1;XR_012401917.1;XR_012401918.1;XR_012401919.1;XR_012401920.1;XR_012401921.1;XR_012401922.1;XR_012401923.1;XR_012401924.1;XR_012401925.1;XR_012401926.1;XR_012401927.1;XR_012401928.1;XR_012401929.1	flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133179.1	10671505	10671656	152	*	19	Intron (XM_009300205.5/flncb, intron 19 of 49)	5	10631147	10696717	65571	1	flncb	XR_012401929.1	40358	XM_009300205.5;XM_021475222.3;XM_021475223.3;XM_021475224.3;XM_021475225.3;XM_021475226.3;XM_021475227.3;XM_021475228.3;XM_021475229.3;XM_021475230.3;XM_021475231.3;XM_073947059.1;XR_012401916.1;XR_012401917.1;XR_012401918.1;XR_012401919.1;XR_012401920.1;XR_012401921.1;XR_012401922.1;XR_012401923.1;XR_012401924.1;XR_012401925.1;XR_012401926.1;XR_012401927.1;XR_012401928.1;XR_012401929.1	flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133179.1	10672602	10672719	118	*	24	Intron (XM_009300205.5/flncb, intron 22 of 49)	5	10631147	10696717	65571	1	flncb	XR_012401929.1	41455	XM_009300205.5;XM_021475222.3;XM_021475223.3;XM_021475224.3;XM_021475225.3;XM_021475226.3;XM_021475227.3;XM_021475228.3;XM_021475229.3;XM_021475230.3;XM_021475231.3;XM_073947059.1;XR_012401916.1;XR_012401917.1;XR_012401918.1;XR_012401919.1;XR_012401920.1;XR_012401921.1;XR_012401922.1;XR_012401923.1;XR_012401924.1;XR_012401925.1;XR_012401926.1;XR_012401927.1;XR_012401928.1;XR_012401929.1	flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb;flncb	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
