seqnames,start,end,width,strand,phastcons,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,flank_txIds,flank_geneIds,flank_gene_distances
NC_133194.1,38382,38628,247,*,20,Promoter (<=1kb),20,37040,39220,2181,2,gja9b,NM_207093.1,592,NM_207093.1;NM_001040051.1;NM_200533.2;XM_073930632.1,gja9b;mycbp;srsf10b;srsf10b,0;4095;7880;7888
NC_133194.1,51031501,51031608,108,*,23,3' UTR,20,51029127,51049480,20354,2,LOC101886774,XM_073931952.1,17872,XM_073931952.1;XM_073931953.1,LOC101886774;LOC101886774,0;0
NC_133194.1,51035511,51035572,62,*,14,Intron (XM_073931952.1/LOC101886774, intron 12 of 14),20,51029127,51049480,20354,2,LOC101886774,XM_073931952.1,13908,XM_073931952.1;XM_073931953.1,LOC101886774;LOC101886774,0;0
NC_133194.1,51039515,51039569,55,*,14,Intron (XM_073931952.1/LOC101886774, intron 5 of 14),20,51029127,51049480,20354,2,LOC101886774,XM_073931952.1,9911,XM_073931952.1;XM_073931953.1,LOC101886774;LOC101886774,0;0
NC_133194.1,51108122,51108263,142,*,24,Intron (XM_073931954.1/prdm1b, intron 5 of 6),20,51098077,51113786,15710,1,prdm1b,XM_073931955.1,10045,XM_073931954.1;XM_073931955.1,prdm1b;prdm1b,0;0
NC_133194.1,51398863,51398918,56,*,15,Intron (XM_073931979.1/trak1b, intron 9 of 14),20,51393509,51403328,9820,2,trak1b,XM_073931979.1,4410,XM_073931979.1;XR_012395291.1;XM_073931971.1;XM_073931972.1;XM_073931973.1;XM_073931974.1;XM_073931975.1;XM_073931976.1;XM_073931977.1;XM_073931978.1;XR_012395286.1;XR_012395287.1;XR_012395288.1;XR_012395289.1;XR_012395290.1,trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b;trak1b,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1,51572990,51573139,150,*,37,Promoter (2-3kb),20,51570862,51578798,7937,1,btr30,NM_200422.1,2128,XM_073931985.1;XM_009301872.5;XM_073931984.1;XM_073930626.1;NM_200422.1,LOC101886669;LOC101886669;LOC101886669;btr30;btr30,17414;17414;17414;0;0
NC_133194.1,51587952,51588121,170,*,39,Intron (NM_001100147.1/zgc:158376, intron 8 of 10),20,51579261,51593494,14234,2,zgc:158376,NM_001100147.1,5373,NM_001100147.1;XM_073930429.1;XM_073930431.1;XM_073930432.1;XM_073930433.1;XM_073930434.1,zgc:158376;zgc:158376;zgc:158376;zgc:158376;zgc:158376;zgc:158376,0;0;0;0;0;0
NC_133194.1,51588317,51588560,244,*,33,Intron (NM_001100147.1/zgc:158376, intron 7 of 10),20,51579261,51593494,14234,2,zgc:158376,NM_001100147.1,4934,NM_001100147.1;XM_073930429.1;XM_073930431.1;XM_073930432.1;XM_073930433.1;XM_073930434.1,zgc:158376;zgc:158376;zgc:158376;zgc:158376;zgc:158376;zgc:158376,0;0;0;0;0;0
NC_133194.1,51645207,51645301,95,*,20,Intron (NM_214744.1/zgc:85936, intron 8 of 8),20,51635712,51645928,10217,1,zgc:85936,NM_214744.1,9495,XM_068215109.2;NM_214744.1,zgc:85936;zgc:85936,9509;0
NC_133183.1,103589,103641,53,*,15,Distal Intergenic,9,96769,100042,3274,2,ccdc112,XM_073909969.1,-3547,XM_073909969.1;NM_198145.2;XM_073909210.1,ccdc112;fem1c;fem1c,-3547;0;0
NC_133183.1,131638,131797,160,*,25,Promoter (<=1kb),9,126883,131837,4955,2,cdo1,NM_200741.1,40,XR_012383993.1;NM_001005964.1;XM_073909352.1;XM_073909353.1;XR_012383690.1;XR_012383691.1;XR_012383692.1;NM_200741.1,LOC141375559;ap3s1;ap3s1;ap3s1;ap3s1;ap3s1;ap3s1;cdo1,4078;0;0;0;0;0;0;0
NC_133183.1,134204,134266,63,*,19,Promoter (<=1kb),9,133678,143628,9951,1,ap3s1,XR_012383692.1,526,XR_012383993.1;NM_001005964.1;XM_073909352.1;XM_073909353.1;XR_012383690.1;XR_012383691.1;XR_012383692.1;NM_200741.1,LOC141375559;ap3s1;ap3s1;ap3s1;ap3s1;ap3s1;ap3s1;cdo1,6644;0;0;0;0;0;0;0
NC_133183.1,158691,158800,110,*,18,Intron (NM_001017895.1/commd10, intron 5 of 6),9,145994,162975,16982,1,commd10,XR_012383715.1,12697,NM_001017895.1;XR_012383715.1,commd10;commd10,0;0
NC_133183.1,171182,171244,63,*,16,3' UTR,9,145994,162975,16982,1,commd10,XR_012383715.1,25188,XM_073909169.1;XM_073909170.1;XM_073909171.1;NM_199992.1,sema6a;sema6a;sema6a;sema6a,0;0;0;0
NC_133183.1,350709,350801,93,*,16,Intron (XM_073909971.1/dmxl1, intron 29 of 48),9,313709,392400,78692,1,dmxl1,XM_073909975.1,37000,XM_073909971.1;XM_073909972.1;XM_073909970.1;XM_073909973.1;XM_073909974.1;XR_012383989.1;XM_073909975.1,dmxl1;dmxl1;dmxl1;dmxl1;dmxl1;dmxl1;dmxl1,0;0;0;0;0;0;0
NC_133183.1,484163,484320,158,*,27,Intron (XR_012383989.1/dmxl1, intron 23 of 23),9,460932,477934,17003,1,sncaip,NM_001113636.2,23231,XR_012383989.1;XM_009303688.5,dmxl1;sncaip,0;30669
NC_133183.1,532858,533215,358,*,33,Intron (XR_012383989.1/dmxl1, intron 23 of 23),9,510937,556255,45319,1,snx2,NM_001037698.1,21921,XR_012383994.1;XR_012383989.1;NM_001037698.1,LOC141375560;dmxl1;snx2,0;0;0
NC_133183.1,606416,606570,155,*,32,Intron (XR_012383989.1/dmxl1, intron 23 of 23),9,629998,639443,9446,2,ppic,XM_002667830.8,32873,XR_012383994.1;XR_012383989.1,LOC141375560;dmxl1,0;0
NC_133183.1,1373206,1373266,61,*,15,Intron (XM_021478292.3/smyd1b, intron 8 of 8),9,1367425,1370889,3465,1,fabp1b.2,XM_002663048.7,5781,XM_002663048.7;XM_021478292.3;NM_001039636.1,fabp1b.2;smyd1b;smyd1b,5781;0;0
NC_133183.1,1400570,1400637,68,*,18,Intron (XM_021478292.3/smyd1b, intron 2 of 8),9,1373107,1409125,36019,2,smyd1b,NM_001039636.1,8488,XM_021478292.3;NM_001039636.1,smyd1b;smyd1b,0;0
NC_133183.1,1458203,1458271,69,*,16,Intron (XM_009303698.5/lzts3b, intron 4 of 7),9,1442752,1469275,26524,1,lzts3b,XM_068223078.2,15451,XR_012384016.1;XR_012384015.1;XM_009303698.5;XM_068223078.2,LOC141375562;LOC141375562;lzts3b;lzts3b,0;0;0;0
NC_133183.1,1460081,1460197,117,*,25,Intron (XM_009303698.5/lzts3b, intron 4 of 7),9,1456516,1475749,19234,2,LOC141375562,XR_012384015.1,15552,XR_012384016.1;XR_012384015.1;XM_009303698.5;XM_068223078.2,LOC141375562;LOC141375562;lzts3b;lzts3b,0;0;0;0
NC_133183.1,1464033,1464136,104,*,16,Intron (XR_012384016.1/LOC141375562, intron 2 of 2),9,1456516,1475749,19234,2,LOC141375562,XR_012384015.1,11613,XR_012384016.1;XR_012384015.1;XM_009303698.5;XM_068223078.2,LOC141375562;LOC141375562;lzts3b;lzts3b,0;0;0;0
NC_133183.1,2807513,2807546,34,*,15,Promoter (<=1kb),9,2762546,2808008,45463,2,dtx1,NM_001318952.1,462,NM_001318952.1,dtx1,0
NC_133183.1,2932724,2932891,168,*,20,Intron (XM_073909890.1/pi4kab, intron 43 of 56),9,2902467,2906933,4467,1,LOC141375549,XM_073909964.1,30257,XM_073909890.1;XM_073909891.1;XM_073909892.1,pi4kab;pi4kab;pi4kab,0;0;0
NC_133183.1,3257729,3257896,168,*,23,Intron (XM_073910006.1/cltcl1, intron 22 of 32),9,3167035,3223274,56240,2,si:dkey-178e17.1,XM_073910005.1,-34455,XM_073910006.1;XM_073910007.1;XM_073910008.1;XR_012384033.1,cltcl1;cltcl1;cltcl1;cltcl1,0;0;0;0
NC_133183.1,3274905,3274969,65,*,16,Intron (XM_073910006.1/cltcl1, intron 15 of 32),9,3167035,3223274,56240,2,si:dkey-178e17.1,XM_073910005.1,-51631,XM_073910006.1;XM_073910007.1;XM_073910008.1;XR_012384033.1,cltcl1;cltcl1;cltcl1;cltcl1,0;0;0;0
NC_133183.1,3600644,3600720,77,*,16,Intron (XR_012383761.1/ikbkb, intron 13 of 16),9,3548539,3636398,87860,1,ikbkb,NM_001123265.1,52105,XR_012383761.1;XR_012383760.1;XM_073909658.1;XR_012383759.1;NM_001123265.1,ikbkb;ikbkb;ikbkb;ikbkb;ikbkb,0;0;0;0;0
NC_133183.1,3764694,3765090,397,*,32,Intron (NM_001004612.1/mrpl40, intron 3 of 3),9,3760090,3765799,5710,1,mrpl40,NM_001004612.1,4604,NM_213052.1;XM_073909283.1;NM_001004612.1;NM_001123264.1,acaa2;acaa2;mrpl40;si:ch211-51h9.6,-4839;0;0;8188
NC_133183.1,3815377,3815435,59,*,15,3' UTR,9,3815359,3821607,6249,2,seta,NM_201475.1,6172,XM_073909283.1;NM_201475.1,acaa2;seta,0;0
NC_133183.1,4381565,4381621,57,*,18,Intron (XM_073909283.1/acaa2, intron 1 of 8),9,4389390,4397360,7971,1,LOC137496287,XR_011016491.2,-7769,XM_073909283.1,acaa2,0
NC_133183.1,4476441,4476575,135,*,20,Promoter (<=1kb),9,4475669,4491851,16183,1,lhx2b,NM_001040010.3,772,XM_005167367.5;XM_005167369.5;XM_073909887.1;XM_073909888.1;XM_073909889.1;NM_001040010.3,lhx2b;lhx2b;lhx2b;lhx2b;lhx2b;lhx2b,0;0;0;0;0;0
NC_133183.1,4997395,4997573,179,*,31,Intron (XM_073910032.1/gcn1, intron 36 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,-46012,XM_073910032.1;XR_012384057.1,gcn1;gcn1,0;0
NC_133183.1,5018173,5018209,37,*,14,Intron (XM_073910032.1/gcn1, intron 49 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,-25376,XM_073910032.1;XR_012384057.1,gcn1;gcn1,0;0
NC_133183.1,5022556,5022754,199,*,26,Intron (XM_073910032.1/gcn1, intron 51 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,-20831,XM_073910032.1;XR_012384057.1,gcn1;gcn1,0;0
NC_133183.1,5025418,5025486,69,*,15,Intron (XM_073910032.1/gcn1, intron 53 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,-18099,XM_073910032.1;XR_012384057.1,gcn1;gcn1,0;0
NC_133183.1,5026252,5026318,67,*,15,Intron (XM_073910032.1/gcn1, intron 54 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,-17267,XM_073910032.1;XR_012384057.1,gcn1;gcn1,0;0
NC_133183.1,5054310,5054438,129,*,21,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,10725,XR_012384057.1;NM_001003548.2,gcn1;rab35b,0;0
NC_133183.1,5065723,5065825,103,*,16,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,22138,XR_012384057.1;NM_001003548.2,gcn1;rab35b,0;0
NC_133183.1,5066194,5066296,103,*,18,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5043585,5073298,29714,1,rab35b,NM_001003548.2,22609,XR_012384057.1;NM_001003548.2,gcn1;rab35b,0;0
NC_133183.1,5281647,5281838,192,*,41,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5208186,5343570,135385,1,citb,XM_073910041.1,73461,XM_021478361.3;XM_068223086.2;XM_068223088.2;XM_068223089.2;XM_073910036.1;XM_009303725.5;XM_017357405.4;XM_068223087.2;XM_068223090.2;XM_073910033.1;XM_073910035.1;XM_073910037.1;XM_073910038.1;XM_073910039.1;XM_073910041.1;XR_012384057.1,citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;gcn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,5299226,5299420,195,*,35,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5208186,5343570,135385,1,citb,XM_073910041.1,91040,XM_021478361.3;XM_068223086.2;XM_068223088.2;XM_068223089.2;XM_073910036.1;XM_009303725.5;XM_017357405.4;XM_068223087.2;XM_068223090.2;XM_073910033.1;XM_073910035.1;XM_073910037.1;XM_073910038.1;XM_073910039.1;XM_073910041.1;XR_012384057.1,citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;gcn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,5303364,5303484,121,*,22,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5208186,5343570,135385,1,citb,XM_073910041.1,95178,XM_021478361.3;XM_068223086.2;XM_068223088.2;XM_068223089.2;XM_073910036.1;XM_009303725.5;XM_017357405.4;XM_068223087.2;XM_068223090.2;XM_073910033.1;XM_073910035.1;XM_073910037.1;XM_073910038.1;XM_073910039.1;XM_073910041.1;XR_012384057.1,citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;gcn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,5323539,5323577,39,*,14,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5208186,5343570,135385,1,citb,XM_073910041.1,115353,XM_021478361.3;XM_068223086.2;XM_068223088.2;XM_068223089.2;XM_073910036.1;XM_009303725.5;XM_017357405.4;XM_068223087.2;XM_068223090.2;XM_073910033.1;XM_073910035.1;XM_073910037.1;XM_073910038.1;XM_073910039.1;XM_073910041.1;XR_012384057.1,citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;gcn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,5325323,5325397,75,*,17,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5208186,5343570,135385,1,citb,XM_073910041.1,117137,XM_021478361.3;XM_068223086.2;XM_068223088.2;XM_068223089.2;XM_073910036.1;XM_009303725.5;XM_017357405.4;XM_068223087.2;XM_068223090.2;XM_073910033.1;XM_073910035.1;XM_073910037.1;XM_073910038.1;XM_073910039.1;XM_073910041.1;XR_012384057.1,citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;gcn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,5342661,5342804,144,*,23,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,108331,XM_021478361.3;XM_068223086.2;XM_068223088.2;XM_068223089.2;XM_073910036.1;XM_009303725.5;XM_017357405.4;XM_068223087.2;XM_068223090.2;XM_073910033.1;XM_073910035.1;XM_073910037.1;XM_073910038.1;XM_073910039.1;XM_073910041.1;XR_012384057.1,citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;citb;gcn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,5354911,5354960,50,*,16,3' UTR,9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,96175,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0
NC_133183.1,5364194,5364283,90,*,17,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,86852,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0
NC_133183.1,5368957,5369127,171,*,20,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,82008,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3;XR_012383620.1,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0;0
NC_133183.1,5371908,5372050,143,*,16,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,79085,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3;XR_012383620.1,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0;0
NC_133183.1,5376662,5376775,114,*,16,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,74360,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3;XR_012383620.1;XR_012383621.1,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0;0;0
NC_133183.1,5394948,5395083,136,*,17,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,56052,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3;XR_012383620.1;XR_012383621.1,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0;0;0
NC_133183.1,5398298,5398373,76,*,20,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5353869,5451135,97267,2,mtmr3,XM_009303728.5,52762,XR_012384057.1;XM_009303728.5;XM_021478218.3;XM_021478219.3;XM_068222903.2;XM_073909258.1;NM_200864.3;XR_012383620.1;XR_012383621.1,gcn1;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3;mtmr3,0;0;0;0;0;0;0;0;0
NC_133183.1,5465624,5465673,50,*,14,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5354298,5451171,96874,2,mtmr3,NM_200864.3,-14453,XM_073910042.1;XM_073910043.1;XM_073910044.1;XM_009303733.5;XR_012384057.1,cux2b;cux2b;cux2b;cux2b;gcn1,0;0;0;0;0
NC_133183.1,5467023,5467191,169,*,20,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5354298,5451171,96874,2,mtmr3,NM_200864.3,-15852,XM_073910042.1;XM_073910043.1;XM_073910044.1;XM_009303733.5;XR_012384057.1,cux2b;cux2b;cux2b;cux2b;gcn1,0;0;0;0;0
NC_133183.1,5638217,5638299,83,*,15,Intron (XR_012384057.1/gcn1, intron 57 of 57),9,5467441,5679712,212272,2,cux2b,XM_073910042.1,41413,XM_073910042.1;XM_073910043.1;XM_073910044.1;XM_009303733.5;XR_012384057.1,cux2b;cux2b;cux2b;cux2b;gcn1,0;0;0;0;0
NC_133183.1,6174248,6174394,147,*,25,Intron (NM_200459.1/zgc:63587, intron 6 of 8),9,6128457,6205488,77032,2,zgc:63587,XM_005172457.6,31094,NM_200459.1;XM_005172457.6,zgc:63587;zgc:63587,0;0
NC_133183.1,6250954,6251049,96,*,15,Intron (NM_213386.1/cdc45, intron 15 of 17),9,6245713,6272397,26685,2,cdc45,NM_213386.1,21348,NM_213386.1,cdc45,0
NC_133183.1,6260877,6260943,67,*,16,Intron (NM_213386.1/cdc45, intron 10 of 17),9,6245713,6272397,26685,2,cdc45,NM_213386.1,11454,NM_213386.1,cdc45,0
NC_133183.1,6261227,6261299,73,*,15,Intron (NM_213386.1/cdc45, intron 8 of 17),9,6245713,6272397,26685,2,cdc45,NM_213386.1,11098,NM_213386.1,cdc45,0
NC_133183.1,6389775,6389893,119,*,22,Intron (XM_068223093.2/igsf9b, intron 9 of 20),9,6350208,6363079,12872,1,gatd3l,NM_131039.2,39567,XM_068223093.2;XM_681113.11,igsf9b;igsf9b,0;0
NC_133183.1,6652966,6653152,187,*,17,Intron (XM_003199046.7/dpysl2a, intron 12 of 13),9,6645559,6713137,67579,2,dpysl2a,XM_003199046.7,59985,XM_003199046.7,dpysl2a,0
NC_133183.1,6656036,6656203,168,*,27,Intron (XM_003199046.7/dpysl2a, intron 11 of 13),9,6645559,6713137,67579,2,dpysl2a,XM_003199046.7,56934,XM_003199046.7,dpysl2a,0
NC_133183.1,6659217,6659367,151,*,21,Intron (XM_003199046.7/dpysl2a, intron 10 of 13),9,6645559,6713137,67579,2,dpysl2a,XM_003199046.7,53770,XM_003199046.7,dpysl2a,0
NC_133183.1,7224676,7224775,100,*,29,Intron (XM_017357406.4/LOC100333709, intron 2 of 2),9,7330605,7334626,4022,2,LOC141375575,XR_012384074.1,109851,XM_017357406.4;XM_073910049.1;XM_073910047.1;XM_068223094.2,LOC100333709;LOC100333709;LOC100333709;LOC100333709,0;0;0;0
NC_133183.1,7227563,7227619,57,*,17,Intron (XM_017357406.4/LOC100333709, intron 2 of 2),9,7330605,7334626,4022,2,LOC141375575,XR_012384074.1,107007,XM_017357406.4;XM_073910049.1;XM_073910047.1;XM_068223094.2,LOC100333709;LOC100333709;LOC100333709;LOC100333709,0;0;0;0
NC_133183.1,9041706,9041794,89,*,31,Promoter (2-3kb),9,9029805,9039070,9266,2,cdk20,XM_009303748.5,-2636,XM_073909384.1;NM_001008655.1;XM_005166689.6;XM_009303748.5;XM_005166699.5;XM_021478282.2;XM_073909678.1;NM_001128537.1,cdk20;cdk20;cdk20;cdk20;hcfc1b;hcfc1b;hcfc1b;hcfc1b,-2636;-2640;-2636;-2636;0;0;0;0
NC_133183.1,9048050,9048341,292,*,63,Intron (XM_005166699.5/hcfc1b, intron 26 of 27),9,9029805,9039070,9266,2,cdk20,XM_009303748.5,-8980,XM_005166699.5;XM_021478282.2;XM_073909678.1;NM_001128537.1,hcfc1b;hcfc1b;hcfc1b;hcfc1b,0;0;0;0
NC_133183.1,9049193,9049363,171,*,17,Intron (XM_005166699.5/hcfc1b, intron 25 of 27),9,9029805,9039070,9266,2,cdk20,XM_009303748.5,-10123,XM_005166699.5;XM_021478282.2;XM_073909678.1;NM_001128537.1,hcfc1b;hcfc1b;hcfc1b;hcfc1b,0;0;0;0
NC_133183.1,9077292,9077493,202,*,29,Intron (XM_005166699.5/hcfc1b, intron 14 of 27),9,9041692,9102991,61300,2,hcfc1b,XM_005166699.5,25498,XM_005166699.5;XM_021478282.2;XM_073909678.1;NM_001128537.1,hcfc1b;hcfc1b;hcfc1b;hcfc1b,0;0;0;0
NC_133183.1,9088510,9088601,92,*,18,Intron (XM_005166699.5/hcfc1b, intron 8 of 27),9,9041692,9102991,61300,2,hcfc1b,XM_005166699.5,14390,XM_005166699.5;XM_021478282.2;XM_073909678.1;NM_001128537.1,hcfc1b;hcfc1b;hcfc1b;hcfc1b,0;0;0;0
NC_133183.1,9152968,9153097,130,*,19,Intron (NM_001328555.1/mecp2, intron 2 of 2),9,9105506,9138929,33424,2,irak1,XM_068223097.2,-14039,NM_001328555.1;NM_212736.2,mecp2;mecp2,0;0
NC_133183.1,9599857,9599904,48,*,14,Promoter (<=1kb),9,9598979,9631581,32603,1,abcd1,NM_001111186.1,878,XM_005166714.6;NM_001111186.1;XM_017357413.4;XM_021478365.3;XM_073910062.1;XM_073910066.1;XM_001921784.9;XM_009303768.5;XM_073910063.1,abcd1;abcd1;ccdc120a;ccdc120a;ccdc120a;ccdc120a;ccdc120a;ccdc120a;ccdc120a,0;0;128564;128564;128564;128564;71206;71206;71206
NC_133183.1,9821719,9821860,142,*,17,Intron (XM_009303770.5/plxnb3, intron 24 of 34),9,9844258,9881103,36846,1,srpk3,XR_012384085.1,-22398,XM_009303770.5;XM_068223098.2;XM_021478367.3;XM_689822.11,plxnb3;plxnb3;plxnb3;plxnb3,0;0;0;0
NC_133183.1,9825030,9825126,97,*,18,Intron (XM_009303770.5/plxnb3, intron 29 of 34),9,9844258,9881103,36846,1,srpk3,XR_012384085.1,-19132,XM_009303770.5;XM_068223098.2;XM_021478367.3;XM_689822.11,plxnb3;plxnb3;plxnb3;plxnb3,0;0;0;0
NC_133183.1,9889865,9889954,90,*,19,Intron (XM_689881.11/srpk3, intron 13 of 15),9,9895445,9900711,5267,2,tsr2,XM_073909117.1,10757,XM_689881.11;XR_012384088.1;XM_073910061.1,srpk3;srpk3;srpk3,0;0;0
NC_133183.1,9893148,9893272,125,*,22,Intron (XM_689881.11/srpk3, intron 15 of 15),9,9895445,9900711,5267,2,tsr2,XM_073909117.1,7439,XM_689881.11;XR_012384088.1;XM_073910061.1;XM_073909117.1;NM_173284.3;XM_073909118.1,srpk3;srpk3;srpk3;tsr2;tsr2;tsr2,0;0;0;7439;11055;11055
NC_133183.1,10213025,10213206,182,*,33,Intron (XM_002663073.8/usp11, intron 7 of 20),9,10199124,10238703,39580,1,usp11,XM_002663073.8,13901,XM_002663073.8,usp11,0
NC_133183.1,10214901,10215064,164,*,22,Intron (XM_002663073.8/usp11, intron 8 of 20),9,10199124,10238703,39580,1,usp11,XM_002663073.8,15777,XM_002663073.8,usp11,0
NC_133183.1,10216816,10217015,200,*,33,Intron (XM_002663073.8/usp11, intron 9 of 20),9,10199124,10238703,39580,1,usp11,XM_002663073.8,17692,XM_002663073.8,usp11,0
NC_133183.1,10226763,10226838,76,*,15,Intron (XM_002663073.8/usp11, intron 15 of 20),9,10241399,10253851,12453,2,zgc:86609,XM_021478245.3,27013,XM_002663073.8,usp11,0
NC_133183.1,10510523,10510593,71,*,15,Intron (NM_001130073.1/slc35a2, intron 3 of 3),9,10503595,10526783,23189,1,slc35a2,XM_068222960.1,6928,NM_001130073.1;XM_005166710.5;XM_068222960.1,slc35a2;slc35a2;slc35a2,0;0;0
NC_133183.1,10635212,10635354,143,*,20,Intron (NM_001327868.1/slc6a8, intron 5 of 12),9,10608583,10676464,67882,2,slc6a8,XR_012383790.1,41110,NM_001327868.1;XR_012383790.1;XR_012383789.1,slc6a8;slc6a8;slc6a8,0;0;0
NC_133183.1,10675478,10675582,105,*,21,Promoter (<=1kb),9,10608583,10676464,67882,2,slc6a8,XR_012383790.1,882,NM_001327868.1;XR_012383790.1;XR_012383789.1,slc6a8;slc6a8;slc6a8,0;0;0
NC_133183.1,10791399,10791706,308,*,31,Intron (XM_073909723.1/plxna3, intron 26 of 31),9,10705521,10726227,20707,1,pnck,XM_690776.8,85878,XM_073909723.1;NM_001098489.1,plxna3;plxna3,0;0
NC_133183.1,10793474,10793639,166,*,26,Intron (XM_073909723.1/plxna3, intron 25 of 31),9,10705521,10726227,20707,1,pnck,XM_690776.8,87953,XM_073909723.1;NM_001098489.1,plxna3;plxna3,0;0
NC_133183.1,10824393,10824535,143,*,20,Intron (XM_073909723.1/plxna3, intron 18 of 31),9,10705521,10726227,20707,1,pnck,XM_690776.8,118872,XM_073909723.1;NM_001098489.1,plxna3;plxna3,0;0
NC_133183.1,10827151,10827229,79,*,16,Intron (XM_073909723.1/plxna3, intron 17 of 31),9,10705521,10726227,20707,1,pnck,XM_690776.8,121630,XM_073909723.1;NM_001098489.1,plxna3;plxna3,0;0
NC_133183.1,11253852,11253959,108,*,16,Promoter (2-3kb),9,11251370,11259980,8611,1,mon1ba,XM_073910071.1,2482,XM_021478371.3;XM_073910070.1;XM_073910071.1;XM_068222938.2;XM_073909387.1;NM_001013452.2,mon1ba;mon1ba;mon1ba;ptpn18;ptpn18;ptpn18,0;0;0;-4948;-4948;-4971
NC_133183.1,11874013,11874051,39,*,15,Promoter (1-2kb),9,11872258,11875984,3727,1,pim1,NM_001077391.1,1755,NM_001077391.1,pim1,0
